frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,priority_scores,priority_levels,final_messages
224,11.72,84.55,57.6,3,0,0,,,
225,11.74,84.48,61.1,4,2,1,0.579,MEDIUM,Person very close on your left
226,11.7,84.76,61.1,3,0,0,,,
227,11.69,84.86,58.1,3,0,0,,,
228,11.73,84.57,61.1,3,0,0,,,
229,11.92,83.16,58.8,3,0,0,,,
230,11.66,85.04,56.3,3,0,0,,,
231,11.33,87.26,61.8,3,0,0,,,
232,10.13,97.77,59.0,2,0,0,,,
233,11.73,84.49,60.0,2,0,0,,,
234,11.65,85.11,54.8,2,0,0,,,
235,11.74,84.48,58.8,3,0,0,,,
236,11.72,84.59,62.9,4,1,0,,,
237,11.7,84.79,58.8,2,0,0,,,
238,11.42,86.83,57.1,2,0,0,,,
239,11.71,84.67,61.8,3,0,0,,,
240,11.72,84.6,57.6,3,1,0,,,
241,11.65,85.08,57.6,3,0,0,,,
242,11.38,87.15,60.0,3,0,0,,,
243,11.47,86.49,61.8,3,0,0,,,
244,11.69,84.79,61.1,3,0,0,,,
245,11.77,84.28,58.8,3,0,0,,,
246,11.72,84.63,61.1,3,0,0,,,
247,11.79,84.09,56.7,3,0,0,,,
248,11.8,83.96,58.8,3,1,1,0.688,MEDIUM,Person very close on your right
249,11.79,84.06,54.8,3,0,0,,,
250,11.54,85.86,61.1,3,0,0,,,
251,11.69,84.8,54.8,3,0,0,,,
252,11.68,84.86,63.9,3,0,0,,,
253,11.77,84.24,56.2,3,0,0,,,
254,11.66,85.02,62.2,3,0,0,,,
255,11.78,84.12,58.8,3,0,0,,,
256,11.66,85.02,56.7,3,0,0,,,
257,11.66,85.05,61.1,3,0,0,,,
258,11.77,84.21,56.3,3,0,0,,,
259,11.75,84.42,60.0,3,0,0,,,
260,11.79,84.08,56.7,3,0,0,,,
261,11.65,85.13,60.0,3,0,0,,,
262,11.52,86.1,63.2,3,0,0,,,
263,11.71,84.66,56.2,3,0,0,,,
264,11.66,85.04,60.0,3,0,0,,,
265,11.61,85.4,58.1,3,0,0,,,
266,11.67,84.99,58.8,3,0,0,,,
267,11.52,86.11,53.3,3,0,0,,,
268,11.8,84.05,56.2,3,0,0,,,
269,11.8,84.01,54.8,3,0,0,,,
270,11.72,84.61,64.1,3,0,0,,,
271,11.75,84.34,56.7,3,0,0,,,
272,11.73,84.5,56.2,3,0,0,,,
