frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,priority_scores,priority_levels,final_messages
320,11.42,86.79,57.1,2,0,0,,,
321,11.46,86.52,56.3,2,0,0,,,
322,11.46,86.57,59.5,1,0,0,,,
323,11.28,87.99,55.9,1,0,0,,,
324,11.24,88.33,57.1,1,0,0,,,
325,11.51,86.23,57.6,1,0,0,,,
326,11.46,86.45,54.5,1,0,0,,,
327,11.43,86.85,60.0,1,0,0,,,
328,11.47,86.55,57.1,2,0,0,,,
329,11.36,87.37,57.6,2,1,0,,,
330,11.49,86.36,53.1,1,0,0,,,
331,11.45,86.69,63.2,2,0,0,,,
332,11.38,87.17,58.3,2,0,0,,,
333,11.39,87.13,59.5,1,0,0,,,
334,11.37,87.25,61.1,1,0,0,,,
335,11.21,88.54,60.5,2,0,0,,,
336,11.36,87.36,60.5,2,0,0,,,
337,11.46,86.61,58.8,2,0,0,,,
338,11.44,86.76,57.1,1,0,0,,,
339,11.46,86.62,57.6,1,0,0,,,
340,11.22,88.47,58.3,2,0,0,,,
341,11.4,87.11,58.3,2,0,0,,,
342,11.46,86.61,61.1,2,0,0,,,
343,11.5,86.31,55.9,1,0,0,,,
344,11.4,87.04,62.2,2,0,0,,,
345,11.45,86.74,59.5,2,0,0,,,
346,11.16,88.96,62.2,2,0,0,,,
347,11.38,87.23,57.1,1,0,0,,,
348,11.11,89.3,59.5,2,0,0,,,
349,11.36,87.38,58.8,1,0,0,,,
350,11.25,88.23,58.3,1,1,1,0.764,HIGH,Person very close ahead
351,11.42,86.94,55.9,1,0,0,,,
352,11.45,86.69,61.1,1,0,0,,,
353,11.4,87.05,55.9,1,0,0,,,
354,11.45,86.7,57.6,1,0,0,,,
355,11.39,87.19,59.5,1,0,0,,,
356,11.41,86.98,61.1,1,0,0,,,
357,10.72,92.61,64.1,2,0,0,,,
358,11.08,89.51,56.3,2,0,0,,,
359,11.41,87.0,63.2,2,0,0,,,
360,11.37,87.28,60.5,2,0,0,,,
361,11.47,86.52,61.1,1,0,0,,,
362,11.36,87.35,60.5,2,0,0,,,
363,11.38,87.25,63.2,1,0,0,,,
364,11.37,87.23,57.1,2,0,0,,,
365,11.39,87.16,62.2,1,0,0,,,
366,11.35,87.39,53.1,1,0,0,,,
367,11.47,86.56,58.3,1,0,0,,,
368,11.36,87.32,62.2,1,0,0,,,
369,11.07,89.7,61.1,1,0,0,,,
370,11.24,88.15,59.5,1,0,0,,,
371,11.4,87.1,57.1,1,0,0,,,
372,11.4,87.02,63.2,1,0,0,,,
373,11.41,87.04,59.5,1,0,0,,,
374,11.36,87.34,63.2,1,0,0,,,
375,11.36,87.39,58.3,1,0,0,,,
376,11.41,86.95,63.2,1,0,0,,,
377,11.4,87.06,60.5,1,0,0,,,
378,11.4,87.05,60.0,1,0,0,,,
379,11.41,86.99,59.5,1,0,0,,,
380,11.19,88.65,60.5,2,1,0,,,
381,11.38,87.25,58.8,2,0,0,,,
382,11.41,86.94,58.3,2,0,0,,,
383,11.5,86.33,61.1,1,0,0,,,
384,11.48,86.44,60.5,2,0,0,,,
385,11.32,87.72,62.2,2,0,0,,,
386,11.38,87.17,55.9,1,0,0,,,
387,11.47,86.56,60.0,1,0,0,,,
388,11.38,87.17,62.5,1,0,0,,,
389,11.4,87.08,62.2,1,0,0,,,
390,11.4,87.06,59.5,1,0,0,,,
391,11.42,86.94,62.2,2,0,0,,,
392,11.17,88.79,57.1,2,0,0,,,
393,11.44,86.76,59.5,2,0,0,,,
394,11.38,87.24,57.6,2,0,0,,,
395,11.41,87.03,58.3,2,0,0,,,
396,11.45,86.68,60.0,2,0,0,,,
397,11.34,87.51,57.1,2,0,0,,,
398,11.42,86.86,60.0,2,0,0,,,
399,11.45,86.72,55.9,2,0,0,,,
400,11.41,86.96,57.6,1,0,0,,,
401,11.4,87.06,58.3,2,0,0,,,
402,11.36,87.36,60.0,2,0,0,,,
403,11.23,88.42,57.1,1,0,0,,,
404,11.38,87.14,58.3,2,0,0,,,
405,11.45,86.7,58.8,1,0,0,,,
406,11.34,87.52,59.5,1,0,0,,,
407,11.37,87.3,58.8,2,1,1,0.778,HIGH,Person very close ahead
408,11.32,87.64,55.9,2,0,0,,,
409,11.32,87.62,55.9,1,0,0,,,
410,11.41,86.97,62.2,2,0,0,,,
411,11.38,87.24,57.1,2,0,0,,,
412,11.46,86.61,59.5,2,0,0,,,
413,11.41,86.87,56.3,1,0,0,,,
414,10.53,94.18,59.4,2,0,0,,,
415,11.41,86.97,57.1,2,0,0,,,
416,11.05,89.78,63.2,2,0,0,,,
417,11.41,86.99,58.8,2,0,0,,,
418,11.39,87.16,57.1,2,0,0,,,
419,11.4,87.09,60.0,1,0,0,,,
420,11.38,87.21,61.5,2,0,0,,,
421,11.42,86.95,58.8,1,0,0,,,
422,11.39,87.15,57.1,2,0,0,,,
423,11.4,87.09,63.2,1,0,0,,,
424,11.4,87.03,55.9,1,0,0,,,
425,11.22,88.45,61.1,2,0,0,,,
426,11.21,88.13,60.0,1,0,0,,,
427,11.32,87.6,59.5,2,0,0,,,
428,11.38,87.2,60.5,2,0,0,,,
429,11.38,87.22,58.3,2,0,0,,,
430,11.38,87.23,62.2,2,0,0,,,
431,11.31,87.78,59.5,2,0,0,,,
432,11.39,87.12,61.1,2,0,0,,,
433,11.36,87.37,57.1,2,0,0,,,
434,11.47,86.53,62.2,2,0,0,,,
435,11.38,87.22,57.1,1,0,0,,,
436,11.35,87.42,58.8,2,0,0,,,
437,11.21,88.56,58.3,1,0,0,,,
438,11.41,86.94,58.3,1,0,0,,,
439,11.4,87.04,58.8,2,1,0,,,
440,11.36,87.35,55.9,2,0,0,,,
441,11.37,87.28,57.6,2,0,0,,,
442,11.45,86.63,57.1,1,0,0,,,
443,11.41,86.95,58.3,1,0,0,,,
444,11.38,87.09,58.8,2,0,0,,,
445,11.4,87.08,59.5,1,0,0,,,
446,11.37,87.27,55.9,2,0,0,,,
447,11.41,86.99,58.8,2,0,0,,,
448,11.14,89.03,57.1,1,0,0,,,
449,11.43,86.85,61.1,2,0,0,,,
450,11.36,87.33,60.5,1,0,0,,,
451,11.42,86.96,60.5,1,0,0,,,
452,11.35,87.42,62.2,1,0,0,,,
453,11.39,87.19,61.5,1,0,0,,,
454,11.35,87.4,60.5,1,0,0,,,
455,11.4,87.1,57.6,1,0,0,,,
456,11.35,87.4,58.3,1,0,0,,,
457,11.39,87.19,61.1,1,0,0,,,
458,11.05,89.81,59.5,1,0,0,,,
459,11.36,87.44,58.3,1,0,0,,,
460,11.68,84.65,63.2,1,0,0,,,
461,11.64,85.29,57.6,1,0,0,,,
462,11.73,84.63,62.2,1,0,0,,,
463,11.65,85.25,58.8,1,0,0,,,
464,11.63,85.32,61.1,1,1,1,0.773,HIGH,Person very close ahead
465,11.66,85.13,54.8,1,0,0,,,
466,11.65,85.2,61.1,1,0,0,,,
467,11.72,84.66,57.6,1,0,0,,,
468,11.75,84.44,60.0,1,0,0,,,
469,11.85,83.77,58.8,1,0,0,,,
470,11.69,84.89,57.6,1,0,0,,,
471,10.82,91.75,67.6,1,0,0,,,
472,11.77,84.31,62.2,1,0,0,,,
473,11.73,84.64,57.6,1,0,0,,,
474,11.73,84.61,56.3,1,0,0,,,
475,11.77,84.31,64.9,1,0,0,,,
476,11.78,84.2,58.8,1,0,0,,,
477,11.66,85.08,54.8,1,0,0,,,
478,11.78,84.27,62.2,1,0,0,,,
479,11.62,85.41,60.6,1,0,0,,,
480,11.77,84.28,61.1,1,0,0,,,
481,11.75,84.47,58.8,1,0,0,,,
482,11.67,85.03,56.3,1,0,0,,,
483,11.36,87.41,61.1,1,0,0,,,
484,11.25,88.19,61.5,1,0,0,,,
485,11.83,83.88,56.7,1,0,0,,,
486,11.7,84.83,54.8,1,0,0,,,
487,11.64,85.25,61.1,1,0,0,,,
488,11.67,85.01,54.8,1,0,0,,,
489,11.6,85.53,61.8,1,0,0,,,
490,11.69,84.86,54.8,1,0,0,,,
491,11.67,85.06,63.2,1,0,0,,,
492,11.7,84.83,54.8,1,0,0,,,
493,11.7,84.81,61.1,1,0,0,,,
494,11.45,86.66,58.8,1,0,0,,,
495,11.46,86.62,56.3,1,0,0,,,
496,11.61,85.44,57.6,1,0,0,,,
497,11.69,84.93,58.8,1,0,0,,,
498,11.65,85.18,58.8,1,0,0,,,
499,11.69,84.93,60.0,1,0,0,,,
500,11.69,84.89,59.4,1,0,0,,,
501,11.7,84.82,54.8,1,0,0,,,
502,11.68,84.94,60.0,1,0,0,,,
503,11.66,85.11,58.8,1,0,0,,,
504,11.66,85.08,61.1,1,0,0,,,
505,11.7,84.84,58.1,1,0,0,,,
506,11.34,87.52,60.5,1,0,0,,,
507,11.77,84.35,62.9,1,0,0,,,
508,11.73,84.56,58.8,1,0,0,,,
509,11.72,84.65,54.8,1,0,0,,,
510,11.74,84.49,62.2,1,0,0,,,
511,11.91,83.34,60.6,1,0,0,,,
512,11.68,84.98,57.6,1,0,0,,,
513,11.78,84.27,58.8,1,0,0,,,
514,11.82,83.97,61.8,1,0,0,,,
515,11.75,84.45,58.8,1,0,0,,,
516,11.77,84.29,58.8,1,0,0,,,
517,11.76,84.39,61.1,1,0,0,,,
518,11.46,86.53,58.8,1,0,0,,,
519,11.78,84.27,57.6,1,0,0,,,
520,11.71,84.75,59.4,1,0,0,,,
521,11.76,84.38,62.2,1,0,0,,,
522,11.71,84.76,57.6,1,0,0,,,
523,11.65,85.23,56.3,1,1,1,0.776,HIGH,Person very close ahead
524,11.77,84.37,56.3,1,0,0,,,
525,11.77,84.36,56.3,1,0,0,,,
526,11.78,84.28,61.1,1,0,0,,,
527,11.88,83.54,60.6,1,0,0,,,
528,11.78,84.18,58.8,1,0,0,,,
529,10.9,91.1,63.6,1,0,0,,,
530,11.73,84.6,53.3,1,0,0,,,
531,11.77,84.31,57.6,1,0,0,,,
532,11.84,83.8,59.4,1,0,0,,,
533,11.75,84.43,58.8,1,0,0,,,
534,11.81,84.02,56.3,1,0,0,,,
535,11.81,84.04,61.8,1,0,0,,,
536,11.85,83.71,61.1,1,0,0,,,
537,11.74,84.51,57.6,1,0,0,,,
538,11.65,85.2,54.8,1,0,0,,,
539,11.83,83.91,61.8,1,0,0,,,
540,11.76,84.36,57.6,1,0,0,,,
541,11.25,88.23,60.0,2,1,0,,,
542,11.73,84.58,64.9,1,0,0,,,
543,11.6,85.52,57.6,1,0,0,,,
