frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,priority_scores,priority_levels,final_messages
546,11.68,84.97,54.8,2,0,0,,,
547,11.56,85.94,60.6,3,1,0,,,
548,11.69,84.92,57.6,3,0,0,,,
549,11.68,84.99,63.2,3,1,1,0.883,HIGH,Person very close ahead
550,11.42,86.89,57.6,3,0,0,,,
551,11.65,85.24,56.3,3,0,0,,,
552,11.56,85.93,64.1,3,0,0,,,
553,11.65,85.2,57.6,3,0,0,,,
554,11.61,85.47,61.8,3,0,0,,,
555,11.59,85.7,60.0,3,0,0,,,
556,11.58,85.72,61.1,2,1,1,0.876,HIGH,Person very close on your left
557,11.64,85.3,61.1,2,0,0,,,
558,11.64,85.28,58.8,2,0,0,,,
559,11.61,85.51,62.2,2,0,0,,,
560,11.61,85.5,54.8,2,0,0,,,
561,11.56,85.89,60.6,2,0,0,,,
562,10.27,96.72,64.3,2,0,0,,,
563,11.54,86.0,57.6,2,0,0,,,
564,11.57,85.84,61.1,2,0,0,,,
565,11.59,85.72,60.0,2,0,0,,,
566,11.6,85.58,58.8,2,0,0,,,
567,11.55,86.0,63.2,2,0,0,,,
568,11.58,85.73,57.6,2,0,0,,,
569,11.54,86.03,57.6,2,0,0,,,
570,11.58,85.74,64.1,2,0,0,,,
571,11.58,85.74,57.6,2,0,0,,,
572,11.55,85.99,59.4,2,0,0,,,
573,11.35,87.52,61.1,2,0,0,,,
574,11.35,87.51,60.0,2,0,0,,,
575,11.6,85.59,57.6,2,0,0,,,
576,11.63,85.36,57.6,2,0,0,,,
577,11.59,85.67,58.8,2,0,0,,,
578,11.6,85.61,62.2,2,0,0,,,
579,11.55,85.97,58.1,2,0,0,,,
580,11.59,85.63,57.6,2,1,1,0.456,MEDIUM,chair on your right
581,11.51,86.26,64.1,2,0,0,,,
582,11.56,85.9,57.6,3,1,1,0.536,MEDIUM,Person on your left
583,11.47,86.6,54.8,2,0,0,,,
584,11.32,87.74,62.2,3,1,0,,,
585,11.56,85.89,57.6,2,0,0,,,
586,11.56,85.88,62.2,2,0,0,,,
587,11.73,84.65,59.4,2,0,0,,,
588,11.69,84.96,62.2,2,0,0,,,
589,11.63,85.39,56.3,2,0,0,,,
590,11.65,85.24,62.2,4,1,0,,,
591,11.69,84.96,57.6,2,0,0,,,
592,11.68,85.01,63.9,2,0,0,,,
593,11.63,85.39,54.8,2,1,1,0.717,HIGH,Person very close on your left
594,11.67,85.11,63.2,2,0,0,,,
595,11.62,85.48,56.3,3,0,0,,,
596,11.55,85.95,57.6,3,1,0,,,
597,11.67,85.09,58.8,3,0,0,,,
598,11.65,85.22,62.9,2,0,0,,,
599,11.66,85.16,57.6,2,0,0,,,
600,11.68,85.02,56.3,3,1,0,,,
601,11.68,85.0,60.0,2,0,0,,,
602,11.67,85.06,57.6,2,0,0,,,
603,11.65,85.21,57.6,2,0,0,,,
604,11.72,84.73,60.6,2,0,0,,,
605,11.72,84.69,57.6,2,0,0,,,
606,11.64,85.33,63.2,2,0,0,,,
607,11.5,86.34,60.0,2,0,0,,,
608,11.51,86.21,58.8,3,1,0,,,
609,11.67,85.1,64.9,3,1,1,0.47,MEDIUM,Person on your left
610,11.63,85.35,58.8,3,0,0,,,
611,11.66,85.19,61.1,3,1,1,0.679,MEDIUM,Person very close on your left
612,11.77,84.35,57.6,4,0,0,,,
613,11.58,85.68,64.1,3,0,0,,,
614,11.65,85.2,58.1,3,0,0,,,
615,11.65,85.28,63.2,3,0,0,,,
616,11.66,85.13,56.3,3,0,0,,,
617,11.54,86.08,62.2,3,0,0,,,
618,11.68,85.03,58.8,2,0,0,,,
619,11.47,86.56,60.0,2,0,0,,,
620,10.2,97.45,66.7,2,0,0,,,
621,11.57,85.8,58.8,2,0,0,,,
622,11.55,85.93,58.3,2,0,0,,,
623,11.53,86.17,62.2,2,0,0,,,
624,11.63,85.39,61.1,2,0,0,,,
625,11.58,85.72,60.0,2,0,0,,,
626,11.45,86.76,62.2,3,1,0,,,
627,11.55,85.97,62.2,3,0,0,,,
628,11.62,85.48,56.2,2,0,0,,,
629,11.63,85.36,54.8,4,2,1,0.59,MEDIUM,Person very close on your left
630,11.47,86.58,61.8,4,1,1,0.773,HIGH,Person very close on your left
631,11.38,87.32,60.0,2,0,0,,,
632,11.48,86.47,58.8,3,0,0,,,
633,11.55,85.96,58.8,3,0,0,,,
634,11.55,86.0,63.2,3,1,1,0.891,HIGH,Person very close ahead
635,11.53,86.15,62.2,2,0,0,,,
636,11.61,85.53,56.3,1,0,0,,,
637,11.5,86.35,60.0,1,0,0,,,
638,11.67,85.05,58.8,1,0,0,,,
639,11.56,85.85,58.8,1,0,0,,,
640,11.46,86.62,57.6,1,0,0,,,
641,11.42,86.95,62.2,1,0,0,,,
642,11.44,86.78,63.2,1,0,0,,,
643,11.42,87.0,61.1,2,1,1,0.815,HIGH,Person very close ahead
644,11.43,86.88,64.1,1,1,1,0.871,HIGH,Person very close on your right
645,11.52,86.2,57.6,1,1,1,0.906,HIGH,Person very close ahead
646,11.49,86.41,56.3,1,1,1,0.846,HIGH,Person very close on your right
647,11.61,85.56,61.1,0,0,0,,,
648,11.46,86.64,62.2,2,1,1,0.572,MEDIUM,Person very close on your left
649,11.53,86.17,58.8,1,0,0,,,
650,11.56,85.93,56.3,2,2,1,0.909,HIGH,Person very close ahead
651,11.55,86.0,55.9,2,0,0,,,
652,11.39,87.18,58.8,2,0,0,,,
653,11.25,88.3,58.8,2,0,0,,,
654,11.32,87.73,60.0,2,0,0,,,
655,11.44,86.76,60.0,2,0,0,,,
656,11.58,85.75,56.2,2,0,0,,,
657,11.51,86.2,62.2,2,0,0,,,
658,11.53,86.11,58.8,2,0,0,,,
659,11.5,86.31,60.0,2,0,0,,,
660,11.51,86.28,58.8,2,0,0,,,
661,11.51,86.25,61.1,2,0,0,,,
662,11.47,86.6,55.9,2,0,0,,,
663,11.52,86.24,57.6,2,0,0,,,
664,11.54,86.02,58.8,2,0,0,,,
665,11.38,87.28,58.8,2,0,0,,,
666,11.52,86.2,61.1,3,1,1,0.582,MEDIUM,Person very close on your left
667,11.47,86.56,62.2,3,0,0,,,
668,11.54,86.05,57.6,3,0,0,,,
669,11.53,86.13,57.6,3,0,0,,,
