timestamp,phase,scenario,run_id,frame,fps_instant,latency_ms,cpu_percent,detections_count,raw_messages,filtered_messages,decision_messages,mean_priority_score,final_messages,raw_decision_messages
1779397700.998,C3,P3_static_small_movement,1,127,14.01,71.39,72.7,1,1,0,0,0,,0
1779397701.081,C3,P3_static_small_movement,1,128,13.96,71.64,74.3,1,1,0,0,0,,0
1779397701.164,C3,P3_static_small_movement,1,129,13.96,71.61,72.7,1,1,0,0,0,,0
1779397701.246,C3,P3_static_small_movement,1,130,14.02,71.3,72.7,1,1,0,0,0,,0
1779397701.328,C3,P3_static_small_movement,1,131,14.06,71.1,73.5,1,1,0,0,0,,0
1779397701.412,C3,P3_static_small_movement,1,132,13.81,72.41,72.7,1,1,0,0,0,,0
1779397701.495,C3,P3_static_small_movement,1,133,13.86,72.15,75.0,1,1,0,0,0,,0
1779397701.579,C3,P3_static_small_movement,1,134,13.73,72.85,73.5,1,1,0,0,0,,0
1779397701.664,C3,P3_static_small_movement,1,135,13.65,73.27,74.3,1,1,0,0,0,,0
1779397701.748,C3,P3_static_small_movement,1,136,13.76,72.68,71.9,1,1,0,0,0,,0
1779397701.831,C3,P3_static_small_movement,1,137,13.79,72.51,74.2,1,1,0,0,0,,0
1779397701.914,C3,P3_static_small_movement,1,138,13.95,71.69,71.0,1,1,0,0,0,,0
1779397701.997,C3,P3_static_small_movement,1,139,13.88,72.04,75.0,1,1,0,0,0,,0
1779397702.081,C3,P3_static_small_movement,1,140,13.79,72.52,75.8,1,1,0,0,0,,0
1779397702.164,C3,P3_static_small_movement,1,141,13.89,71.97,73.5,1,1,0,0,0,,0
1779397702.247,C3,P3_static_small_movement,1,142,13.94,71.75,72.7,1,1,0,0,0,,0
1779397702.331,C3,P3_static_small_movement,1,143,13.9,71.93,73.5,1,1,0,0,0,,0
1779397702.415,C3,P3_static_small_movement,1,144,13.71,72.93,71.9,1,1,0,0,0,,0
1779397702.498,C3,P3_static_small_movement,1,145,13.89,71.98,75.0,1,1,0,0,0,,0
1779397702.581,C3,P3_static_small_movement,1,146,13.94,71.75,72.2,1,1,0,0,0,,0
1779397702.665,C3,P3_static_small_movement,1,147,13.59,73.59,72.7,1,1,0,0,0,,0
1779397702.749,C3,P3_static_small_movement,1,148,13.86,72.17,76.5,1,1,0,0,0,,0
1779397702.832,C3,P3_static_small_movement,1,149,13.93,71.79,71.9,1,1,0,0,0,,0
1779397702.914,C3,P3_static_small_movement,1,150,13.94,71.72,70.0,1,1,0,0,0,,0
1779397702.998,C3,P3_static_small_movement,1,151,13.93,71.81,70.6,1,1,0,0,0,,0
1779397703.083,C3,P3_static_small_movement,1,152,13.77,72.63,74.2,1,1,0,0,0,,0
1779397703.166,C3,P3_static_small_movement,1,153,13.91,71.91,75.8,1,1,0,0,0,,0
1779397703.249,C3,P3_static_small_movement,1,154,13.89,72.02,75.0,1,1,0,0,0,,0
1779397703.331,C3,P3_static_small_movement,1,155,14.0,71.43,70.0,1,1,0,0,0,,0
1779397703.415,C3,P3_static_small_movement,1,156,13.71,72.95,73.5,1,1,1,0,0,,1
1779397703.499,C3,P3_static_small_movement,1,157,13.86,72.16,75.0,1,1,0,0,0,,0
1779397703.581,C3,P3_static_small_movement,1,158,13.95,71.66,73.5,1,1,0,0,0,,0
1779397703.665,C3,P3_static_small_movement,1,159,13.77,72.6,75.0,1,1,0,0,0,,0
1779397703.748,C3,P3_static_small_movement,1,160,14.0,71.42,75.0,1,1,0,0,0,,0
1779397703.831,C3,P3_static_small_movement,1,161,13.84,72.26,72.7,1,1,0,0,0,,0
1779397703.913,C3,P3_static_small_movement,1,162,14.08,71.02,72.7,1,1,0,0,0,,0
1779397703.996,C3,P3_static_small_movement,1,163,13.99,71.48,70.6,1,1,0,0,0,,0
1779397704.079,C3,P3_static_small_movement,1,164,13.92,71.86,74.2,1,1,0,0,0,,0
1779397704.161,C3,P3_static_small_movement,1,165,13.95,71.69,73.5,1,1,0,0,0,,0
1779397704.244,C3,P3_static_small_movement,1,166,14.02,71.31,72.7,1,1,0,0,0,,0
1779397704.326,C3,P3_static_small_movement,1,167,13.99,71.5,70.6,1,1,0,0,0,,0
1779397704.41,C3,P3_static_small_movement,1,168,13.77,72.63,75.8,1,1,0,0,0,,0
1779397704.492,C3,P3_static_small_movement,1,169,13.96,71.63,73.5,1,1,0,0,0,,0
1779397704.575,C3,P3_static_small_movement,1,170,14.01,71.38,71.0,1,1,0,0,0,,0
1779397704.659,C3,P3_static_small_movement,1,171,13.71,72.95,72.7,1,1,0,0,0,,0
1779397704.742,C3,P3_static_small_movement,1,172,13.84,72.26,75.0,1,1,0,0,0,,0
1779397704.825,C3,P3_static_small_movement,1,173,13.96,71.65,72.7,1,1,0,0,0,,0
1779397704.907,C3,P3_static_small_movement,1,174,14.05,71.18,73.5,1,1,0,0,0,,0
1779397704.99,C3,P3_static_small_movement,1,175,13.94,71.72,71.9,1,1,0,0,0,,0
1779397705.074,C3,P3_static_small_movement,1,176,13.77,72.62,72.7,1,1,0,0,0,,0
1779397705.157,C3,P3_static_small_movement,1,177,13.93,71.81,73.5,1,1,0,0,0,,0
1779397705.24,C3,P3_static_small_movement,1,178,13.89,72.01,73.5,1,1,0,0,0,,0
1779397705.323,C3,P3_static_small_movement,1,179,13.95,71.7,73.5,1,1,0,0,0,,0
1779397705.407,C3,P3_static_small_movement,1,180,13.7,73.02,75.0,1,1,0,0,0,,0
1779397705.49,C3,P3_static_small_movement,1,181,13.92,71.83,71.0,1,1,0,0,0,,0
1779397705.592,C3,P3_static_small_movement,1,182,11.14,89.74,70.7,1,1,0,0,0,,0
1779397705.685,C3,P3_static_small_movement,1,183,12.5,80.0,67.6,1,1,0,0,0,,0
1779397705.769,C3,P3_static_small_movement,1,184,13.75,72.74,75.0,1,1,0,0,0,,0
1779397705.853,C3,P3_static_small_movement,1,185,13.8,72.44,75.0,1,1,0,0,0,,0
1779397705.936,C3,P3_static_small_movement,1,186,13.92,71.84,70.6,2,2,1,0,0,,0
1779397706.019,C3,P3_static_small_movement,1,187,13.83,72.29,72.7,2,2,0,0,0,,0
1779397706.104,C3,P3_static_small_movement,1,188,13.65,73.25,75.0,2,2,0,0,0,,0
1779397706.187,C3,P3_static_small_movement,1,189,13.85,72.17,73.5,3,3,1,0,0,,0
1779397706.27,C3,P3_static_small_movement,1,190,13.96,71.65,69.0,2,2,0,0,0,,0
1779397706.353,C3,P3_static_small_movement,1,191,13.84,72.24,71.4,2,2,0,0,0,,0
1779397706.437,C3,P3_static_small_movement,1,192,13.82,72.34,76.5,2,2,1,1,0.604,car on your right,1
