phase,scenario,run_id,frames,mean_fps,mean_latency_ms,mean_cpu_percent,total_detections,raw_messages,filtered_messages,decision_messages,mean_priority_score,output_csv
C2,S1_static,2,1767,11.87,84.26,58.4,1775,1775,20,0,0,Experiments/results_csv/C2_S1_static_run02.csv
