timestamp,phase,scenario,run_id,frame,fps_instant,latency_ms,cpu_percent,detections_count,raw_messages,filtered_messages,decision_messages,mean_priority_score,final_messages,raw_decision_messages
1779520108.234,C2,P1_dynamic_multi_person_C2,1,0,5.54,180.46,30.5,10,10,10,0,0,,0
1779520108.324,C2,P1_dynamic_multi_person_C2,1,1,13.04,76.66,73.0,10,10,0,0,0,,0
1779520108.417,C2,P1_dynamic_multi_person_C2,1,2,12.88,77.64,63.2,10,10,1,0,0,,0
1779520108.508,C2,P1_dynamic_multi_person_C2,1,3,12.64,79.13,66.7,8,8,0,0,0,,0
1779520108.6,C2,P1_dynamic_multi_person_C2,1,4,12.43,80.44,69.4,8,8,2,0,0,,0
1779520108.695,C2,P1_dynamic_multi_person_C2,1,5,11.9,84.04,70.7,7,7,1,0,0,,0
1779520108.781,C2,P1_dynamic_multi_person_C2,1,6,13.31,75.1,71.9,9,9,0,0,0,,0
1779520108.874,C2,P1_dynamic_multi_person_C2,1,7,12.77,78.29,64.9,9,9,0,0,0,,0
1779520108.97,C2,P1_dynamic_multi_person_C2,1,8,12.03,83.1,69.2,9,9,0,0,0,,0
1779520109.059,C2,P1_dynamic_multi_person_C2,1,9,13.19,75.79,71.4,8,8,0,0,0,,0
1779520109.145,C2,P1_dynamic_multi_person_C2,1,10,13.27,75.37,69.7,8,8,0,0,0,,0
1779520109.233,C2,P1_dynamic_multi_person_C2,1,11,12.86,77.77,72.2,13,13,2,0,0,,0
1779520109.329,C2,P1_dynamic_multi_person_C2,1,12,12.23,81.73,62.9,10,10,0,0,0,,0
1779520109.418,C2,P1_dynamic_multi_person_C2,1,13,13.22,75.64,70.3,10,10,0,0,0,,0
1779520109.505,C2,P1_dynamic_multi_person_C2,1,14,13.24,75.52,71.4,11,11,0,0,0,,0
1779520109.592,C2,P1_dynamic_multi_person_C2,1,15,13.07,76.53,74.3,13,13,1,0,0,,0
1779520109.69,C2,P1_dynamic_multi_person_C2,1,16,12.06,82.92,67.5,9,9,0,0,0,,0
1779520109.779,C2,P1_dynamic_multi_person_C2,1,17,13.17,75.91,68.7,9,9,0,0,0,,0
1779520109.865,C2,P1_dynamic_multi_person_C2,1,18,13.29,75.26,70.6,11,11,0,0,0,,0
1779520109.95,C2,P1_dynamic_multi_person_C2,1,19,13.4,74.63,72.2,10,10,0,0,0,,0
1779520110.04,C2,P1_dynamic_multi_person_C2,1,20,12.94,77.31,68.7,12,12,0,0,0,,0
1779520110.13,C2,P1_dynamic_multi_person_C2,1,21,13.23,75.59,71.1,12,12,0,0,0,,0
1779520110.223,C2,P1_dynamic_multi_person_C2,1,22,12.19,82.02,68.7,12,12,1,0,0,,0
1779520110.314,C2,P1_dynamic_multi_person_C2,1,23,12.5,80.03,75.0,9,9,1,0,0,,0
1779520110.402,C2,P1_dynamic_multi_person_C2,1,24,13.25,75.48,70.6,12,12,2,0,0,,0
1779520110.492,C2,P1_dynamic_multi_person_C2,1,25,12.82,77.99,72.2,13,13,1,0,0,,0
1779520110.582,C2,P1_dynamic_multi_person_C2,1,26,12.66,78.98,67.6,11,11,0,0,0,,0
1779520110.669,C2,P1_dynamic_multi_person_C2,1,27,13.27,75.36,65.6,10,10,1,0,0,,0
1779520110.766,C2,P1_dynamic_multi_person_C2,1,28,11.53,86.72,68.4,8,8,1,0,0,,0
1779520110.853,C2,P1_dynamic_multi_person_C2,1,29,13.33,75.01,70.6,7,7,0,0,0,,0
1779520110.948,C2,P1_dynamic_multi_person_C2,1,30,12.47,80.21,61.1,9,9,0,0,0,,0
1779520111.041,C2,P1_dynamic_multi_person_C2,1,31,12.27,81.47,66.7,6,6,1,0,0,,0
1779520111.128,C2,P1_dynamic_multi_person_C2,1,32,13.17,75.94,72.7,8,8,0,0,0,,0
1779520111.217,C2,P1_dynamic_multi_person_C2,1,33,12.9,77.52,72.2,10,10,0,0,0,,0
1779520111.307,C2,P1_dynamic_multi_person_C2,1,34,12.75,78.41,69.4,9,9,0,0,0,,0
1779520111.394,C2,P1_dynamic_multi_person_C2,1,35,13.35,74.9,71.4,7,7,1,0,0,,0
1779520111.481,C2,P1_dynamic_multi_person_C2,1,36,13.14,76.08,71.0,10,10,0,0,0,,0
1779520111.568,C2,P1_dynamic_multi_person_C2,1,37,13.16,75.97,71.4,9,9,2,0,0,,0
