phase,scenario,run_id,frames,mean_fps,mean_latency_ms,mean_cpu_percent,total_detections,raw_messages,filtered_messages,decision_messages,mean_priority_score,output_csv
C3,S4_walking_real_safe_v2,1,1745,11.94,83.77,58.4,1977,1977,312,38,0.626,Experiments/results_csv/C3_S4_walking_real_safe_v2_run01.csv
