model,scenario,run_id,imgsz,frames,mean_fps,min_fps,max_fps,mean_latency_ms,min_latency_ms,max_latency_ms,mean_cpu_percent,mean_detections_per_frame,total_detections,output_csv
yolov8n,S4_walking_real,1,320,1745,11.27,7.01,11.56,88.76,86.53,142.71,54.79,1.07,1865,Experiments/results_csv/YOLO_yolov8n_S4_walking_real_img320_run01.csv
