timestamp,phase,scenario,run_id,frame,fps_instant,latency_ms,cpu_percent,detections_count,raw_messages,filtered_messages,decision_messages,mean_priority_score,final_messages
1779139380.313,C2,S2_slow_approach,1,0,7.04,142.0,28.7,1,1,1,0,0,
1779139380.399,C2,S2_slow_approach,1,1,11.86,84.29,58.8,1,1,0,0,0,
1779139380.483,C2,S2_slow_approach,1,2,12.12,82.54,57.6,1,1,0,0,0,
1779139380.567,C2,S2_slow_approach,1,3,12.16,82.27,57.6,1,1,0,0,0,
1779139380.651,C2,S2_slow_approach,1,4,12.13,82.44,58.8,1,1,0,0,0,
1779139380.734,C2,S2_slow_approach,1,5,12.12,82.52,53.3,1,1,0,0,0,
1779139380.818,C2,S2_slow_approach,1,6,12.18,82.07,56.3,1,1,0,0,0,
1779139380.902,C2,S2_slow_approach,1,7,12.15,82.31,56.3,1,1,0,0,0,
1779139380.986,C2,S2_slow_approach,1,8,12.07,82.85,56.2,1,1,0,0,0,
1779139381.069,C2,S2_slow_approach,1,9,12.1,82.65,58.8,1,1,0,0,0,
1779139381.154,C2,S2_slow_approach,1,10,12.11,82.59,54.8,1,1,0,0,0,
1779139381.237,C2,S2_slow_approach,1,11,12.12,82.48,57.6,1,1,0,0,0,
1779139381.322,C2,S2_slow_approach,1,12,11.99,83.38,60.0,1,1,0,0,0,
1779139381.406,C2,S2_slow_approach,1,13,11.99,83.41,56.3,2,2,1,0,0,
1779139381.49,C2,S2_slow_approach,1,14,12.24,81.72,54.8,2,2,0,0,0,
1779139381.573,C2,S2_slow_approach,1,15,12.19,82.03,61.8,2,2,0,0,0,
1779139381.655,C2,S2_slow_approach,1,16,12.22,81.83,58.8,2,2,0,0,0,
1779139381.738,C2,S2_slow_approach,1,17,12.21,81.92,58.8,2,2,0,0,0,
1779139381.822,C2,S2_slow_approach,1,18,12.2,81.99,54.8,2,2,0,0,0,
1779139381.905,C2,S2_slow_approach,1,19,12.2,81.96,54.8,2,2,0,0,0,
1779139381.988,C2,S2_slow_approach,1,20,12.18,82.1,60.0,3,3,1,0,0,
1779139382.072,C2,S2_slow_approach,1,21,11.99,83.4,61.8,4,4,1,0,0,
1779139382.17,C2,S2_slow_approach,1,22,10.39,96.21,57.9,4,4,0,0,0,
1779139382.253,C2,S2_slow_approach,1,23,12.19,82.0,54.8,4,4,0,0,0,
1779139382.338,C2,S2_slow_approach,1,24,11.94,83.77,60.0,5,5,1,0,0,
1779139382.42,C2,S2_slow_approach,1,25,12.28,81.41,61.1,3,3,0,0,0,
1779139382.504,C2,S2_slow_approach,1,26,12.15,82.3,58.8,3,3,0,0,0,
1779139382.587,C2,S2_slow_approach,1,27,12.16,82.21,56.3,1,1,0,0,0,
1779139382.67,C2,S2_slow_approach,1,28,12.17,82.19,59.4,1,1,0,0,0,
