model,resolution,duration_s,frames,fps_mean,latency_mean_ms,cpu_mean_percent,ram_mean_percent,temperature_mean_c,detections_mean
yolo11n.pt,416,60,339,5.88,170.04,54.01,16.26,53.81,1.54
