phase,scenario,run_id,frames,mean_fps,mean_latency_ms,mean_cpu_percent,total_detections,raw_messages,filtered_messages,decision_messages,mean_priority_score,output_csv
C2,S2_slow_approach,1,1732,11.92,83.94,58.44,3327,3327,85,0,0,Experiments/results_csv/C2_S2_slow_approach_run01.csv
