timestamp,model,scenario,run_id,frame,imgsz,fps_instant,latency_ms,cpu_percent,detections_count
1779316156.66,yolov8n,S4_walking_real,1,0,320,7.01,142.71,27.9,1
1779316156.751,yolov8n,S4_walking_real,1,1,320,11.17,89.51,55.6,1
1779316156.841,yolov8n,S4_walking_real,1,2,320,11.32,88.31,52.9,1
1779316156.93,yolov8n,S4_walking_real,1,3,320,11.39,87.83,52.9,1
1779316157.019,yolov8n,S4_walking_real,1,4,320,11.37,87.98,57.9,0
1779316157.109,yolov8n,S4_walking_real,1,5,320,11.3,88.47,51.4,0
1779316157.198,yolov8n,S4_walking_real,1,6,320,11.37,87.91,56.8,0
1779316157.287,yolov8n,S4_walking_real,1,7,320,11.36,88.06,56.8,0
1779316157.379,yolov8n,S4_walking_real,1,8,320,11.08,90.25,50.0,0
1779316157.469,yolov8n,S4_walking_real,1,9,320,11.33,88.25,52.9,1
1779316157.558,yolov8n,S4_walking_real,1,10,320,11.35,88.12,55.6,0
1779316157.647,yolov8n,S4_walking_real,1,11,320,11.34,88.18,54.3,0
1779316157.737,yolov8n,S4_walking_real,1,12,320,11.32,88.32,56.8,1
1779316157.827,yolov8n,S4_walking_real,1,13,320,11.29,88.57,54.1,1
1779316157.916,yolov8n,S4_walking_real,1,14,320,11.35,88.14,56.8,0
1779316158.005,yolov8n,S4_walking_real,1,15,320,11.34,88.16,52.9,0
1779316158.094,yolov8n,S4_walking_real,1,16,320,11.37,87.95,54.3,0
1779316158.184,yolov8n,S4_walking_real,1,17,320,11.35,88.08,56.8,0
1779316158.273,yolov8n,S4_walking_real,1,18,320,11.33,88.28,54.3,0
1779316158.368,yolov8n,S4_walking_real,1,19,320,10.67,93.7,61.5,1
1779316158.457,yolov8n,S4_walking_real,1,20,320,11.32,88.34,54.3,0
1779316158.547,yolov8n,S4_walking_real,1,21,320,11.34,88.16,54.3,0
1779316158.636,yolov8n,S4_walking_real,1,22,320,11.38,87.9,55.6,0
1779316158.726,yolov8n,S4_walking_real,1,23,320,11.29,88.55,50.0,0
1779316158.815,yolov8n,S4_walking_real,1,24,320,11.32,88.33,56.8,0
1779316158.905,yolov8n,S4_walking_real,1,25,320,11.35,88.07,54.3,0
1779316158.994,yolov8n,S4_walking_real,1,26,320,11.36,88.01,54.3,0
1779316159.084,yolov8n,S4_walking_real,1,27,320,11.37,87.99,56.4,0
1779316159.173,yolov8n,S4_walking_real,1,28,320,11.36,88.02,52.9,0
