phase,scenario,run_id,frames,mean_fps,mean_latency_ms,mean_cpu_percent,total_detections,raw_messages,filtered_messages,decision_messages,mean_priority_score,output_csv
C2,S4_walking_real,1,1745,11.9,84.1,58.41,1977,1977,312,0,0,Experiments/results_csv/C2_S4_walking_real_run01.csv
