phase,scenario,run_id,frames,mean_fps,mean_latency_ms,mean_cpu_percent,total_detections,raw_messages,filtered_messages,decision_messages,mean_priority_score,output_csv
C3,S4_walking_real_stabilized,2,1745,11.97,83.57,58.38,1977,1977,312,38,0.626,Experiments/results_csv/C3_S4_walking_real_stabilized_run02.csv
