frame,fps,latency_ms,cpu_percent,detections,raw_messages,context_messages,decision_messages,audio_spoken,final_messages
1104,11.77,84.27,61.1,1,1,0,0,5,
1105,11.75,84.49,53.3,1,1,0,0,5,
1106,11.77,84.28,63.2,1,1,0,0,5,
1107,11.69,84.69,57.6,1,1,0,0,5,
1108,11.67,84.85,60.0,1,1,0,0,5,
1109,11.74,84.37,58.8,1,1,0,0,5,
1110,11.69,84.71,53.3,1,1,0,0,5,
1111,11.55,85.82,64.1,1,1,0,0,5,
1112,11.64,85.06,58.8,1,1,0,0,5,
1113,11.73,84.55,57.6,1,1,0,0,5,
1114,11.76,84.2,54.8,1,1,0,0,5,
1115,11.7,84.68,63.2,1,1,0,0,5,
1116,11.77,84.12,60.6,1,1,0,0,5,
1117,11.66,84.97,60.0,1,1,0,0,5,
1118,11.75,84.25,54.8,1,1,0,0,5,
1119,11.6,85.42,56.3,1,1,0,0,5,
1120,11.76,84.19,61.1,1,1,0,0,5,
1121,10.99,90.14,62.9,1,1,0,0,5,
1122,11.72,84.48,58.8,1,1,0,0,5,
1123,11.49,86.26,53.3,1,1,0,0,5,
1124,11.64,85.05,60.0,1,1,0,0,5,
1125,11.96,82.87,57.6,1,1,0,0,5,
1126,11.74,84.33,63.2,1,1,0,0,5,
1127,11.84,83.67,59.4,1,1,0,0,5,
1128,11.75,84.25,60.0,1,1,0,0,5,
1129,11.8,84.0,57.6,1,1,0,0,5,
1130,11.8,83.91,62.2,1,1,0,0,5,
1131,11.79,84.03,60.0,1,1,0,0,5,
1132,11.82,83.82,54.8,1,1,0,0,5,
1133,11.61,85.36,58.8,1,1,0,0,5,
1134,11.79,83.97,59.4,1,1,0,0,5,
1135,11.54,85.91,54.5,1,1,0,0,5,
1136,11.85,83.59,58.1,1,1,0,0,5,
1137,11.75,84.37,57.6,1,1,0,0,5,
1138,11.75,84.31,57.6,1,1,0,0,5,
1139,11.79,84.05,63.2,1,1,0,0,5,
1140,11.82,83.72,58.8,1,1,0,0,5,
1141,11.76,84.28,54.8,1,1,0,0,5,
1142,11.74,84.03,61.1,1,1,0,0,5,
1143,11.63,85.03,60.0,1,1,0,0,5,
1144,11.75,84.3,60.0,1,1,0,0,5,
1145,11.83,83.72,62.2,1,1,0,0,5,
1146,11.46,86.47,60.0,1,1,0,0,5,
1147,11.64,84.91,60.0,1,1,0,0,5,
1148,11.81,83.89,54.8,1,1,0,0,5,
1149,11.86,83.65,58.8,1,1,0,0,5,
1150,11.81,83.58,62.2,1,1,0,0,5,
1151,11.83,83.79,59.4,1,1,0,0,5,
1152,11.75,84.29,58.8,1,1,0,0,5,
1153,11.62,84.98,63.2,1,1,0,0,5,
1154,11.72,84.52,58.8,1,1,0,0,5,
1155,11.63,84.89,61.1,1,1,0,0,5,
1156,11.68,84.8,60.0,1,1,0,0,5,
1157,11.69,84.47,60.0,1,1,0,0,5,
1158,11.42,86.83,55.9,1,1,0,0,5,
1159,11.63,84.85,56.3,1,1,0,0,5,
1160,11.7,84.71,60.0,1,1,1,1,5,Person very close ahead
1161,7.96,124.84,73.5,1,1,0,0,5,
1162,11.33,87.02,60.0,1,1,0,0,5,
1163,11.41,86.31,60.5,1,1,0,0,5,
1164,11.5,85.59,62.2,1,1,0,0,5,
1165,11.46,85.84,61.1,1,1,0,0,5,
1166,11.42,86.13,58.8,1,1,0,0,5,
1167,11.62,85.2,58.8,1,1,0,0,5,
1168,11.5,86.13,57.6,1,1,0,0,5,
1169,11.23,87.86,60.5,1,1,0,0,5,
1170,11.45,86.31,60.0,1,1,0,0,5,
1171,11.58,85.34,62.2,1,1,0,0,5,
1172,11.54,86.04,54.8,1,1,0,0,5,
1173,11.5,86.42,60.6,1,1,0,0,5,
1174,11.57,85.64,60.0,1,1,0,0,5,
1175,11.5,85.92,60.0,1,1,0,0,5,
1176,11.6,85.45,57.6,1,1,0,0,5,
1177,11.61,85.41,61.1,1,1,0,0,5,
1178,11.38,87.05,57.6,1,1,0,0,5,
1179,10.46,94.41,58.3,1,1,0,0,5,
1180,11.46,86.51,55.9,1,1,0,0,5,
1181,11.6,85.44,58.8,1,1,0,0,5,
1182,11.78,84.04,60.6,1,1,0,0,5,
1183,11.7,84.46,57.6,1,1,0,0,5,
1184,11.59,85.25,63.2,1,1,0,0,5,
1185,11.56,85.89,56.3,1,1,0,0,5,
1186,8.42,117.9,59.6,1,1,0,0,5,
1187,11.59,85.21,61.1,1,1,0,0,5,
1188,11.56,85.75,54.8,1,1,0,0,6,
1189,11.71,84.7,62.2,1,1,0,0,6,
1190,11.35,87.29,58.8,1,1,0,0,6,
1191,11.71,84.46,60.0,1,1,0,0,6,
1192,11.6,85.44,57.6,1,1,0,0,6,
1193,11.73,84.27,61.1,1,1,0,0,6,
1194,11.7,84.69,60.0,1,1,0,0,6,
1195,11.64,84.93,57.6,1,1,0,0,6,
1196,11.66,84.99,58.8,1,1,0,0,6,
1197,11.54,85.05,60.0,1,1,0,0,6,
1198,11.65,85.05,57.1,1,1,0,0,6,
1199,11.76,84.32,61.1,1,1,0,0,6,
1200,11.68,84.84,60.0,1,1,0,0,6,
1201,11.68,84.91,56.3,1,1,0,0,6,
1202,11.78,84.1,62.2,1,1,0,0,6,
1203,11.58,85.46,60.0,1,1,0,0,6,
1204,11.71,84.53,62.2,1,1,0,0,6,
1205,11.76,84.19,56.3,1,1,0,0,6,
1206,11.7,84.58,58.1,1,1,0,0,6,
1207,11.71,84.56,62.2,1,1,0,0,6,
1208,11.64,84.97,56.3,1,1,0,0,6,
1209,11.73,84.4,62.2,1,1,0,0,6,
1210,11.69,84.63,57.6,1,1,0,0,6,
1211,11.78,84.0,61.1,1,1,0,0,6,
1212,11.61,85.22,57.6,1,1,0,0,6,
1213,11.75,84.19,57.6,1,1,0,0,6,
1214,11.76,84.15,61.1,1,1,0,0,6,
1215,11.47,86.31,60.0,1,1,0,0,6,
1216,11.52,85.93,60.0,1,1,0,0,6,
1217,11.68,84.75,62.2,1,1,0,0,6,
1218,11.71,84.46,56.3,1,1,0,0,6,
1219,11.7,84.63,60.0,1,1,0,0,6,
1220,11.73,84.33,58.8,1,1,0,0,6,
1221,11.74,84.32,56.3,1,1,0,0,6,
1222,11.66,85.0,60.0,1,1,0,0,6,
1223,11.75,84.26,56.3,1,1,0,0,6,
1224,11.6,85.39,62.2,1,1,0,0,6,
1225,11.69,84.66,56.3,1,1,0,0,6,
1226,11.72,84.54,60.0,1,1,0,0,6,
1227,11.41,86.94,58.8,1,1,0,0,6,
1228,11.75,84.28,57.6,1,1,0,0,6,
1229,11.69,84.8,56.3,1,1,0,0,6,
1230,11.73,84.44,62.2,1,1,0,0,6,
1231,11.72,84.51,58.8,1,1,0,0,6,
1232,11.71,84.63,60.0,1,1,0,0,6,
1233,11.71,84.7,60.0,1,1,0,0,6,
1234,11.79,84.01,56.3,1,1,0,0,6,
1235,11.72,84.43,60.0,1,1,0,0,6,
1236,10.93,90.62,67.6,1,1,0,0,6,
1237,11.6,85.32,57.6,1,1,0,0,6,
1238,11.38,87.08,61.1,1,1,0,0,6,
1239,11.65,84.83,61.1,1,1,0,0,6,
1240,11.74,84.41,58.8,1,1,0,0,6,
1241,11.68,84.65,57.6,1,1,0,0,6,
1242,11.68,84.79,61.1,1,1,0,0,6,
1243,11.69,84.55,56.3,1,1,0,0,6,
1244,11.62,85.32,60.0,1,1,0,0,6,
1245,10.37,94.85,56.4,1,1,0,0,6,
1246,11.71,84.58,60.0,1,1,0,0,6,
1247,11.64,84.73,60.0,1,1,0,0,6,
1248,11.53,85.48,60.0,1,1,0,0,6,
1249,11.66,84.47,56.3,1,1,0,0,6,
1250,11.38,87.05,58.8,1,1,0,0,6,
1251,11.71,84.4,63.2,1,1,0,0,6,
1252,11.63,85.02,57.6,1,1,0,0,6,
1253,11.8,83.78,60.0,1,1,0,0,6,
1254,11.85,83.72,63.2,1,1,0,0,6,
1255,11.61,85.06,57.6,1,1,0,0,6,
1256,11.67,84.65,60.5,1,1,0,0,6,
1257,11.62,85.2,60.0,1,1,0,0,6,
1258,11.7,84.61,63.9,1,1,0,0,6,
1259,11.63,85.03,57.1,1,1,0,0,6,
1260,11.67,84.5,61.1,1,1,0,0,6,
1261,11.42,86.7,58.8,1,1,0,0,6,
1262,11.73,84.41,60.6,1,1,0,0,6,
1263,11.67,84.71,58.3,1,1,0,0,6,
1264,11.62,84.9,60.0,1,1,0,0,6,
1265,11.66,85.0,60.0,1,1,0,0,6,
1266,11.71,84.59,57.6,1,1,0,0,6,
1267,11.63,84.97,61.1,1,1,0,0,6,
1268,11.69,84.38,58.8,1,1,0,0,6,
1269,11.72,84.6,57.6,1,1,0,0,6,
1270,11.75,84.23,60.0,1,1,0,0,6,
1271,11.69,84.6,57.6,1,1,0,0,6,
1272,11.66,84.45,61.1,1,1,0,0,6,
1273,11.36,87.05,58.8,1,1,0,0,6,
1274,11.69,84.59,60.0,1,1,0,0,6,
1275,11.7,84.63,60.0,1,1,1,1,6,Person very close ahead
1276,11.69,84.27,58.8,1,1,0,0,6,
1277,11.74,84.3,53.3,1,1,0,0,6,
1278,11.88,83.26,60.0,1,1,0,0,6,
1279,11.78,84.01,62.2,1,1,0,0,6,
1280,11.67,84.36,57.6,1,1,0,0,6,
1281,11.75,84.24,58.8,1,1,0,0,6,
1282,11.76,84.13,56.3,1,1,0,0,6,
1283,11.75,84.24,57.6,1,1,0,0,6,
1284,11.71,84.01,61.1,1,1,0,0,6,
1285,11.34,87.27,56.3,1,1,0,0,6,
1286,11.75,84.15,57.6,1,1,0,0,6,
1287,11.79,83.98,58.8,1,1,0,0,6,
1288,11.77,84.09,61.1,1,1,0,0,6,
1289,11.75,84.23,60.0,1,1,0,0,6,
1290,11.76,84.11,58.8,1,1,0,0,6,
1291,11.82,83.73,57.6,1,1,0,0,6,
1292,11.78,84.03,63.9,1,1,0,0,6,
1293,11.72,84.44,58.8,1,1,0,0,6,
1294,10.4,95.24,60.5,1,1,0,0,6,
1295,11.75,84.28,62.2,1,1,0,0,6,
1296,11.49,85.94,57.6,1,1,0,0,6,
1297,11.73,84.52,62.2,1,1,0,0,6,
1298,11.83,83.69,59.4,1,1,0,0,6,
1299,11.81,83.62,58.8,1,1,0,0,6,
1300,11.78,84.1,54.8,1,1,0,0,6,
1301,11.82,83.86,60.0,1,1,0,0,6,
1302,11.78,84.06,60.0,1,1,0,0,6,
1303,11.75,84.11,56.3,1,1,0,0,6,
1304,11.87,83.49,58.8,1,1,0,0,6,
1305,11.8,84.05,59.4,1,1,0,0,6,
1306,11.52,85.98,56.2,1,1,0,0,6,
1307,11.75,84.05,60.0,1,1,0,0,6,
1308,11.66,84.98,56.3,1,1,0,0,6,
1309,11.7,84.77,58.8,1,1,0,0,6,
1310,11.85,83.57,62.2,1,1,0,0,6,
1311,11.77,83.98,58.8,1,1,0,0,6,
1312,11.76,84.3,58.8,1,1,0,0,6,
1313,11.79,84.08,63.2,1,1,0,0,6,
1314,11.81,83.9,58.8,1,1,0,0,6,
1315,11.78,83.84,57.6,1,1,0,0,6,
1316,11.8,84.16,56.3,1,1,0,0,6,
1317,11.74,84.52,61.1,1,1,0,0,6,
1318,11.81,83.87,57.6,1,1,0,0,6,
1319,11.71,83.83,57.6,1,1,0,0,6,
1320,11.59,85.53,62.2,1,1,0,0,6,
1321,11.79,84.06,56.3,1,1,0,0,6,
1322,11.79,84.01,62.9,1,1,0,0,6,
1323,11.78,83.91,62.2,1,1,0,0,6,
1324,11.85,83.64,58.8,1,1,0,0,6,
1325,11.76,84.27,60.0,1,1,0,0,6,
1326,11.78,84.09,60.0,1,1,0,0,6,
1327,11.8,83.76,63.2,1,1,0,0,6,
1328,11.76,84.29,60.0,1,1,0,0,6,
1329,11.85,83.75,56.3,1,1,0,0,6,
1330,11.77,84.18,61.1,1,1,0,0,6,
1331,11.54,85.61,61.1,1,1,0,0,6,
1332,11.6,85.43,57.6,1,1,0,0,6,
1333,11.63,85.17,58.8,1,1,0,0,6,
1334,11.77,84.14,63.2,1,1,0,0,6,
1335,11.7,84.43,57.6,1,1,0,0,6,
1336,11.67,84.61,58.8,1,1,0,0,6,
1337,11.78,84.11,58.8,1,1,0,0,6,
1338,11.74,84.35,57.6,1,1,0,0,6,
1339,11.73,84.26,60.0,1,1,0,0,6,
1340,11.67,84.9,60.0,1,1,0,0,6,
1341,11.73,84.59,53.3,1,1,0,0,6,
1342,11.71,84.59,60.0,1,1,0,0,6,
1343,11.54,85.56,57.6,1,1,0,0,6,
1344,11.67,85.06,57.6,1,1,0,0,6,
1345,11.64,84.79,61.1,1,1,0,0,6,
1346,11.72,84.69,57.6,1,1,0,0,6,
1347,11.73,84.2,54.8,1,1,0,0,6,
1348,11.73,84.65,62.2,1,1,0,0,6,
1349,11.7,84.48,58.8,1,1,0,0,6,
1350,11.79,84.22,56.3,1,1,0,0,6,
1351,11.73,84.47,61.1,1,1,0,0,6,
1352,11.7,84.61,58.8,1,1,0,0,6,
1353,10.04,98.04,60.0,1,1,0,0,6,
1354,11.73,84.29,60.0,1,1,0,0,6,
1355,11.33,87.41,53.1,1,1,0,0,6,
1356,10.77,92.08,54.3,1,1,0,0,6,
1357,11.73,84.57,61.1,1,1,0,0,6,
1358,11.73,84.48,60.0,1,1,0,0,6,
1359,11.78,84.08,57.6,1,1,0,0,6,
1360,11.75,84.27,58.8,1,1,0,0,6,
1361,11.76,84.28,60.0,1,1,0,0,6,
1362,11.7,84.7,57.6,1,1,0,0,6,
1363,11.73,84.48,62.9,1,1,0,0,6,
1364,11.49,86.21,58.8,1,1,0,0,6,
1365,11.75,84.39,61.1,1,1,0,0,6,
1366,11.41,86.88,58.8,1,1,0,0,6,
1367,11.72,84.51,58.8,1,1,0,0,6,
1368,11.7,84.58,62.2,1,1,0,0,6,
1369,11.71,84.64,56.3,1,1,0,0,6,
1370,11.74,84.35,56.3,1,1,0,0,6,
1371,11.73,84.43,62.2,1,1,0,0,6,
1372,11.72,84.45,60.0,1,1,0,0,6,
1373,11.66,84.74,60.0,1,1,0,0,6,
1374,11.68,84.83,57.6,1,1,0,0,6,
1375,11.72,84.53,53.3,1,1,0,0,6,
1376,11.75,84.28,63.2,1,1,0,0,6,
1377,11.68,84.71,58.8,1,1,0,0,6,
1378,11.53,85.92,62.2,1,1,0,0,6,
1379,11.69,84.76,58.1,1,1,0,0,6,
1380,11.77,84.17,63.2,1,1,0,0,6,
1381,11.75,84.16,57.6,1,1,0,0,6,
1382,11.72,84.46,54.8,1,1,0,0,6,
1383,11.76,84.17,61.1,1,1,0,0,6,
1384,11.68,84.66,57.6,1,1,0,0,6,
1385,11.76,84.16,60.0,1,1,0,0,6,
1386,11.67,84.77,58.8,1,1,0,0,6,
1387,11.76,84.17,56.3,1,1,0,0,6,
1388,11.68,84.67,61.1,1,1,0,0,6,
1389,11.5,86.08,56.3,1,1,0,0,6,
1390,11.18,88.49,61.8,1,1,0,0,6,
1391,11.61,85.24,54.8,1,1,0,0,6,
1392,11.77,84.09,60.0,1,1,1,1,6,Person very close ahead
1393,8.05,122.96,72.0,1,1,0,0,6,
1394,11.27,87.73,58.8,1,1,0,0,6,
1395,11.34,87.16,58.8,1,1,0,0,6,
1396,11.51,85.86,62.2,1,1,0,0,6,
1397,11.42,86.76,61.1,1,1,0,0,6,
1398,11.55,85.72,60.0,1,1,0,0,6,
1399,11.51,85.91,56.3,1,1,0,0,6,
1400,11.18,88.49,54.5,1,1,0,0,6,
1401,11.48,86.27,60.6,1,1,0,0,6,
1402,11.47,86.29,54.5,1,1,0,0,6,
1403,11.49,86.06,61.1,1,1,0,0,6,
1404,11.56,85.54,57.6,1,1,0,0,6,
1405,11.6,85.49,62.9,1,1,0,0,6,
1406,11.66,84.95,58.8,1,1,0,0,6,
1407,11.53,85.75,63.2,1,1,0,0,6,
1408,11.57,85.69,60.0,1,1,0,0,6,
1409,11.53,85.93,58.8,1,1,0,0,6,
1410,10.85,91.38,68.4,1,1,0,0,6,
1411,11.53,85.76,57.6,1,1,0,0,6,
1412,11.22,88.34,60.5,1,1,0,0,6,
1413,11.56,85.85,56.7,1,1,0,0,6,
1414,11.53,85.92,63.2,1,1,0,0,6,
1415,11.41,86.48,63.2,1,1,0,0,6,
1416,11.57,85.67,61.1,1,1,0,0,6,
1417,11.54,85.92,61.1,1,1,0,0,6,
1418,8.21,120.97,64.7,1,1,0,0,6,
1419,11.62,85.08,57.6,1,1,0,0,6,
1420,11.61,85.32,60.0,1,1,0,0,7,
1421,11.49,86.29,60.6,1,1,0,0,7,
1422,11.66,84.95,58.8,1,1,0,0,7,
1423,11.4,86.77,61.1,1,1,0,0,7,
1424,11.53,85.93,58.3,1,1,0,0,7,
1425,11.54,85.95,62.2,1,1,0,0,7,
1426,11.63,85.2,54.8,1,1,0,0,7,
1427,11.65,84.82,61.1,1,1,0,0,7,
1428,11.64,85.09,58.8,1,1,0,0,7,
1429,11.65,85.08,62.2,1,1,0,0,7,
1430,11.64,85.07,56.3,1,1,0,0,7,
1431,11.67,84.72,60.0,1,1,0,0,7,
1432,11.8,83.98,56.3,1,1,0,0,7,
1433,11.71,84.65,61.1,1,1,0,0,7,
1434,11.66,84.9,58.8,1,1,0,0,7,
1435,11.53,85.51,61.1,1,1,0,0,7,
1436,11.69,84.75,58.8,1,1,0,0,7,
1437,11.73,84.57,60.0,1,1,0,0,7,
1438,11.71,84.57,58.8,1,1,0,0,7,
1439,11.76,84.08,54.8,1,1,0,0,7,
1440,11.77,84.22,61.1,1,1,0,0,7,
1441,11.7,84.73,58.8,1,1,0,0,7,
1442,11.77,84.17,54.8,1,1,0,0,7,
1443,11.67,84.69,61.1,1,1,0,0,7,
1444,11.72,84.52,58.8,1,1,0,0,7,
1445,11.76,84.27,62.2,1,1,0,0,7,
1446,11.52,85.93,53.3,1,1,0,0,7,
1447,11.71,84.39,62.2,1,1,0,0,7,
1448,11.73,84.41,60.6,1,1,0,0,7,
1449,11.78,84.21,56.3,1,1,0,0,7,
1450,11.64,85.09,60.0,1,1,0,0,7,
1451,11.69,84.52,58.8,1,1,0,0,7,
1452,11.74,84.43,61.1,1,1,0,0,7,
1453,11.68,84.86,56.3,1,1,0,0,7,
1454,11.78,84.08,56.3,1,1,0,0,7,
1455,11.56,85.53,57.6,1,1,0,0,7,
1456,11.76,84.26,56.2,1,1,0,0,7,
1457,11.81,83.89,58.8,1,1,0,0,7,
1458,11.51,86.07,61.1,1,1,0,0,7,
1459,11.64,84.95,61.1,1,1,0,0,7,
1460,11.71,84.58,58.8,1,1,0,0,7,
1461,11.66,85.09,61.1,1,1,0,0,7,
1462,11.68,84.77,58.8,1,1,0,0,7,
1463,11.7,84.5,60.0,1,1,0,0,7,
1464,11.72,84.52,57.6,1,1,0,0,7,
1465,11.71,84.63,56.3,1,1,0,0,7,
1466,11.68,84.8,58.8,1,1,0,0,7,
1467,11.15,88.76,61.8,1,1,0,0,7,
1468,11.37,86.83,58.8,1,1,0,0,7,
1469,11.57,85.61,63.2,1,1,0,0,7,
1470,11.62,85.18,61.1,1,1,0,0,7,
1471,11.72,84.42,56.3,1,1,0,0,7,
1472,11.59,85.32,58.8,1,1,0,0,7,
1473,11.74,84.31,57.6,1,1,0,0,7,
1474,11.71,84.52,56.3,1,1,0,0,7,
1475,11.74,84.23,60.0,1,1,0,0,7,
1476,11.32,87.39,58.8,1,1,0,0,7,
1477,11.65,84.9,56.3,1,1,0,0,7,
1478,11.79,83.9,60.0,1,1,0,0,7,
1479,11.59,85.31,58.8,1,1,0,0,7,
1480,11.76,84.15,63.9,1,1,0,0,7,
1481,11.6,85.43,58.8,1,1,0,0,7,
1482,11.78,84.1,60.0,1,1,0,0,7,
1483,11.81,83.58,57.6,1,1,0,0,7,
1484,11.86,83.56,54.8,1,1,0,0,7,
1485,11.79,84.01,60.0,1,1,0,0,7,
1486,11.81,83.89,57.6,1,1,0,0,7,
1487,11.73,84.14,58.8,1,1,0,0,7,
1488,11.81,83.76,57.6,1,1,0,0,7,
1489,11.64,85.18,56.3,1,1,0,0,7,
1490,11.81,83.92,58.8,1,1,0,0,7,
1491,11.75,84.0,56.3,1,1,0,0,7,
1492,11.77,84.21,57.6,1,1,0,0,7,
1493,11.45,86.6,62.2,1,1,0,0,7,
1494,11.78,84.09,60.0,1,1,0,0,7,
1495,11.7,84.35,60.0,1,1,0,0,7,
1496,11.8,83.82,54.8,1,1,0,0,7,
1497,11.79,84.15,60.0,1,1,0,0,7,
1498,11.82,83.84,61.1,1,1,0,0,7,
1499,11.74,84.07,56.2,1,1,0,0,7,
1500,11.75,83.95,58.8,1,1,0,0,7,
1501,11.76,84.28,64.1,1,1,0,0,7,
1502,11.83,83.72,58.8,1,1,0,0,7,
1503,11.75,84.0,58.8,1,1,0,0,7,
1504,11.77,84.03,58.8,1,1,0,0,7,
1505,11.57,85.49,61.1,1,1,0,0,7,
1506,11.79,83.95,61.1,1,1,0,0,7,
1507,11.79,83.74,58.8,1,1,0,0,7,
1508,11.82,83.63,54.8,1,1,1,1,7,Person very close ahead
1509,11.78,84.24,57.6,1,1,0,0,7,
1510,11.75,84.22,61.1,1,1,0,0,7,
1511,11.74,84.03,57.6,1,1,0,0,7,
1512,11.76,84.12,56.2,1,1,0,0,7,
1513,11.8,84.02,58.8,1,1,0,0,7,
1514,11.79,84.01,61.8,1,1,0,0,7,
1515,11.73,84.16,57.6,1,1,0,0,7,
1516,11.53,85.99,58.8,1,1,0,0,7,
1517,11.81,83.89,56.3,1,1,0,0,7,
1518,11.8,83.88,58.8,1,1,0,0,7,
1519,11.79,83.75,61.1,1,1,0,0,7,
1520,11.81,83.91,57.6,1,1,0,0,7,
1521,11.79,84.12,57.6,1,1,0,0,7,
1522,11.76,84.18,51.7,1,1,0,0,7,
1523,11.62,84.91,61.1,1,1,0,0,7,
1524,11.77,84.22,56.3,1,1,0,0,7,
1525,11.77,84.16,58.8,1,1,0,0,7,
1526,11.07,89.53,65.7,1,1,0,0,7,
1527,11.69,84.46,61.1,1,1,0,0,7,
1528,11.5,86.18,57.1,1,1,0,0,7,
1529,11.7,84.66,59.4,1,1,0,0,7,
1530,11.68,84.76,56.3,1,1,0,0,7,
1531,11.73,84.12,63.2,1,1,0,0,7,
1532,11.7,84.71,58.8,1,1,0,0,7,
1533,11.76,84.34,58.8,1,1,0,0,7,
1534,11.8,84.0,58.8,1,1,0,0,7,
1535,11.69,84.51,58.8,1,1,0,0,7,
1536,11.72,84.26,60.0,1,1,0,0,7,
1537,11.74,84.38,58.8,1,1,0,0,7,
1538,11.57,85.6,60.0,1,1,0,0,7,
1539,11.61,85.07,58.8,1,1,0,0,7,
1540,11.59,85.55,62.2,1,1,0,0,7,
1541,11.63,85.22,58.8,1,1,0,0,7,
1542,11.75,84.28,64.9,1,1,0,0,7,
1543,11.7,84.45,57.6,1,1,0,0,7,
1544,11.72,84.53,56.3,1,1,0,0,7,
1545,11.8,84.02,62.2,1,1,0,0,7,
1546,11.74,84.37,58.8,1,1,0,0,7,
1547,11.69,84.54,60.0,1,1,0,0,7,
1548,11.73,84.45,60.0,1,1,0,0,7,
1549,11.72,84.59,58.8,1,1,0,0,7,
1550,11.73,84.41,61.1,1,1,0,0,7,
1551,11.48,86.15,57.6,1,1,0,0,7,
1552,11.66,84.96,61.1,1,1,0,0,7,
1553,11.74,84.36,56.3,1,1,0,0,7,
1554,11.75,84.25,63.9,1,1,0,0,7,
1555,11.7,84.45,58.8,1,1,0,0,7,
1556,11.7,84.67,57.6,1,1,0,0,7,
1557,11.77,84.28,61.1,1,1,0,0,7,
1558,11.68,84.77,56.3,1,1,0,0,7,
1559,11.69,84.53,62.2,1,1,0,0,7,
1560,11.86,83.51,58.8,1,1,0,0,7,
1561,11.77,84.16,57.6,1,1,0,0,7,
1562,11.69,84.71,57.6,1,1,0,0,7,
1563,11.5,85.98,61.1,1,1,0,0,7,
1564,11.72,84.5,63.9,1,1,0,0,7,
1565,11.72,84.51,57.6,1,1,0,0,7,
1566,11.75,84.25,56.2,1,1,0,0,7,
1567,11.75,84.15,62.2,1,1,0,0,7,
1568,11.82,83.79,57.6,1,1,0,0,7,
1569,11.8,84.09,57.6,1,1,0,0,7,
1570,11.76,84.27,60.0,1,1,0,0,7,
1571,11.79,83.82,57.6,1,1,0,0,7,
1572,11.83,83.78,58.1,1,1,0,0,7,
1573,11.84,83.71,56.3,1,1,0,0,7,
1574,11.8,83.92,58.8,1,1,0,0,7,
1575,11.71,84.39,58.8,1,1,0,0,7,
1576,11.75,84.34,57.6,1,1,0,0,7,
1577,11.74,84.38,60.0,1,1,0,0,7,
1578,11.85,83.56,61.8,1,1,0,0,7,
1579,11.7,84.48,57.6,1,1,0,0,7,
1580,11.81,83.9,57.6,1,1,0,0,7,
1581,11.75,84.44,58.8,1,1,0,0,7,
1582,11.78,84.06,58.8,1,1,0,0,7,
1583,11.72,84.46,58.8,1,1,0,0,7,
1584,11.03,89.87,66.7,1,1,0,0,7,
1585,11.91,83.25,56.3,1,1,0,0,7,
1586,11.61,85.28,58.8,1,1,0,0,7,
1587,11.75,84.17,57.6,1,1,0,0,7,
1588,11.83,83.75,58.8,1,1,0,0,7,
1589,11.84,83.7,58.1,1,1,0,0,7,
1590,11.81,83.82,61.1,1,1,0,0,7,
1591,11.76,84.09,60.0,1,1,0,0,7,
1592,11.73,84.46,57.6,1,1,0,0,7,
1593,11.83,83.83,61.1,1,1,0,0,7,
1594,11.76,84.23,63.2,1,1,0,0,7,
1595,11.79,83.87,54.8,1,1,0,0,7,
1596,11.61,85.33,59.4,1,1,0,0,7,
1597,11.83,83.78,58.8,1,1,0,0,7,
1598,11.48,86.28,61.1,1,1,0,0,7,
1599,11.77,83.96,57.6,1,1,0,0,7,
1600,11.72,84.52,57.6,1,1,0,0,7,
1601,11.83,83.77,60.0,1,1,0,0,7,
1602,11.8,83.94,60.0,1,1,0,0,7,
1603,11.84,83.51,58.1,1,1,0,0,7,
1604,11.83,83.77,56.2,1,1,0,0,7,
1605,11.82,83.91,57.6,1,1,0,0,7,
1606,11.77,84.17,62.2,1,1,0,0,7,
1607,11.75,84.15,57.6,1,1,0,0,7,
1608,11.8,83.97,60.0,1,1,0,0,7,
1609,11.78,84.11,61.1,1,1,0,0,7,
1610,11.58,85.56,60.0,1,1,0,0,7,
1611,11.8,83.83,60.6,1,1,0,0,7,
1612,11.83,83.78,60.0,1,1,0,0,7,
1613,11.85,83.59,57.6,1,1,0,0,7,
1614,11.83,83.73,58.8,1,1,0,0,7,
1615,11.75,84.19,58.8,1,1,0,0,7,
1616,11.8,83.97,60.0,1,1,0,0,7,
1617,11.82,83.9,61.1,1,1,0,0,7,
1618,11.75,84.31,60.6,1,1,0,0,7,
1619,11.78,83.87,58.8,1,1,0,0,7,
1620,11.72,84.51,61.1,1,1,0,0,7,
1621,11.52,86.02,60.0,1,1,0,0,7,
1622,11.73,84.39,60.0,1,1,0,0,7,
1623,11.69,84.56,60.0,1,1,0,0,7,
1624,11.84,83.68,58.8,1,1,0,0,7,
1625,11.77,84.17,63.2,1,1,1,1,7,Person very close ahead
1626,7.66,129.52,66.0,1,1,0,0,7,
1627,11.47,86.24,57.6,1,1,0,0,7,
1628,11.47,86.41,64.9,1,1,0,0,7,
1629,11.59,85.6,60.0,1,1,0,0,7,
1630,11.49,86.2,58.8,1,1,0,0,7,
1631,11.48,86.17,58.8,1,1,0,0,7,
1632,11.44,86.62,60.0,1,1,0,0,7,
1633,11.29,87.63,61.1,1,1,0,0,7,
1634,11.6,85.35,59.4,1,1,0,0,7,
1635,11.43,86.38,62.2,1,1,0,0,7,
1636,11.57,85.6,57.6,1,1,0,0,7,
1637,11.59,85.49,57.6,1,1,0,0,7,
1638,11.45,86.56,58.8,1,1,0,0,7,
