frame,time_s,latency_ms,fps,cpu_percent,ram_percent,temperature_c,detections,tracks,raw_messages,context_messages,message,reason
370,41.609,105.51,9.48,56.8,16.0,56.5,2,2,2,0,,
371,41.718,107.02,9.34,54.8,16.0,56.5,2,2,2,0,,
372,41.827,110.23,9.07,60.0,16.1,56.5,2,2,2,0,,
373,41.94,105.32,9.5,54.8,16.1,56.5,2,2,2,0,,
374,42.048,106.08,9.43,56.8,16.1,56.0,2,2,2,0,,
375,42.157,107.1,9.34,54.8,16.1,55.4,2,2,2,0,,
376,42.267,105.61,9.47,56.8,16.1,54.9,2,2,2,0,,
377,42.375,105.46,9.48,58.7,16.1,55.4,2,2,2,0,,
378,42.483,105.88,9.44,56.8,16.1,56.5,2,2,2,0,,
379,42.592,105.9,9.44,54.8,16.1,56.0,2,2,2,0,,
380,42.701,105.17,9.51,55.8,16.1,56.5,2,2,2,0,,
381,42.808,108.33,9.23,58.7,16.1,56.0,2,2,2,0,,
382,42.919,106.25,9.41,54.8,16.1,56.5,2,2,2,0,,
383,43.028,105.65,9.47,57.8,16.1,56.0,2,2,2,0,,
384,43.137,106.78,9.37,57.8,16.1,54.9,2,2,2,0,,
385,43.246,106.03,9.43,55.8,16.1,55.4,2,2,2,0,,
386,43.355,105.58,9.47,58.7,16.1,56.0,2,2,2,0,,
387,43.463,106.07,9.43,51.3,16.1,56.5,2,2,2,0,,
388,43.572,105.86,9.45,55.8,16.1,56.5,2,2,2,0,,
389,43.681,105.21,9.51,56.8,16.1,56.5,2,2,2,0,,
390,43.788,105.67,9.46,56.8,16.1,56.5,2,2,2,0,,
391,43.897,106.16,9.42,57.8,16.1,55.4,2,2,2,0,,
392,44.006,105.34,9.49,58.7,16.1,56.0,2,2,2,0,,
393,44.114,106.51,9.39,57.8,16.1,56.0,2,2,2,0,,
394,44.223,105.43,9.48,55.8,16.1,56.5,2,2,2,0,,
395,44.331,105.47,9.48,56.8,16.1,56.5,2,2,2,0,,
396,44.439,105.29,9.5,56.8,16.1,56.5,2,2,2,2,person on the left | cup on the right,cooldown | cooldown
397,44.547,105.71,9.46,56.8,16.1,56.5,2,2,2,0,,
398,44.655,106.11,9.42,53.7,16.1,56.5,2,2,2,0,,
399,44.764,105.5,9.48,55.8,16.1,56.5,2,2,2,0,,
400,44.872,105.7,9.46,52.5,16.1,57.1,2,2,2,0,,
401,44.981,105.77,9.45,57.8,16.1,56.5,2,2,2,0,,
402,45.089,106.95,9.35,56.8,16.0,56.5,2,2,2,0,,
403,45.199,105.88,9.44,53.7,16.0,56.0,2,2,2,0,,
404,45.308,105.35,9.49,53.7,16.0,56.0,2,2,2,0,,
405,45.416,105.31,9.5,55.8,16.0,57.1,2,2,2,0,,
406,45.524,105.67,9.46,51.3,16.0,56.0,2,2,2,0,,
407,45.632,105.53,9.48,56.8,16.0,56.5,2,2,2,0,,
408,45.74,105.68,9.46,54.8,16.0,56.5,2,2,2,0,,
409,45.849,106.04,9.43,55.8,16.0,56.0,2,2,2,0,,
410,45.957,105.76,9.46,57.8,16.0,57.1,2,2,2,0,,
411,46.066,105.77,9.45,57.8,16.0,56.0,2,2,2,0,,
412,46.174,107.57,9.3,56.8,16.0,56.5,2,2,2,0,,
413,46.284,106.28,9.41,56.8,16.0,56.0,2,2,2,0,,
414,46.393,106.14,9.42,57.8,16.0,56.0,2,2,2,0,,
415,46.502,106.48,9.39,56.5,16.0,56.5,2,2,2,0,,
416,46.611,106.75,9.37,52.5,16.0,56.5,2,2,2,0,,
417,46.721,106.53,9.39,54.8,16.0,56.0,2,2,2,0,,
418,46.83,110.99,9.01,61.7,16.1,56.5,2,2,2,0,,
419,46.944,106.06,9.43,53.7,16.1,56.5,2,2,2,0,,
420,47.052,106.3,9.41,54.8,16.1,57.6,2,2,2,0,,
421,47.161,107.5,9.3,58.7,16.1,57.1,2,2,2,0,,
422,47.272,106.35,9.4,54.8,16.1,56.0,2,2,2,0,,
423,47.381,105.95,9.44,54.8,16.1,56.5,2,2,2,0,,
424,47.489,106.2,9.42,55.8,16.1,56.5,2,2,2,0,,
425,47.598,105.86,9.45,55.8,16.1,56.5,2,2,2,0,,
426,47.707,106.23,9.41,54.8,16.1,57.1,2,2,2,0,,
427,47.816,107.17,9.33,52.5,16.1,57.1,2,2,2,0,,
428,47.926,106.01,9.43,59.6,16.1,56.5,2,2,2,0,,
429,48.034,105.57,9.47,57.8,16.1,57.1,2,2,2,0,,
430,48.142,107.12,9.34,56.8,16.1,57.1,2,2,2,0,,
431,48.252,107.42,9.31,58.7,16.1,56.0,2,2,2,0,,
432,48.362,106.33,9.4,56.8,16.1,56.0,2,2,2,0,,
433,48.471,106.33,9.41,52.5,16.1,57.1,2,2,2,0,,
434,48.58,105.59,9.47,58.7,16.1,57.1,2,2,2,0,,
435,48.689,106.24,9.41,53.7,16.1,56.5,2,2,2,0,,
436,48.798,105.82,9.45,56.8,16.1,57.1,2,2,2,0,,
437,48.906,106.04,9.43,55.8,16.1,57.1,2,2,2,0,,
438,49.015,105.93,9.44,58.7,16.1,56.5,2,2,2,0,,
439,49.124,107.43,9.31,55.6,16.0,57.1,2,2,2,0,,
440,49.234,105.88,9.45,58.7,16.0,57.1,2,2,2,0,,
441,49.342,106.56,9.38,59.1,16.0,56.5,2,2,2,0,,
442,49.451,106.44,9.4,52.4,16.0,56.0,2,2,2,2,person on the left | cup on the right,cooldown | cooldown
443,49.561,105.82,9.45,54.8,16.0,57.1,2,2,2,0,,
444,49.669,106.1,9.43,57.8,16.0,56.5,2,2,2,0,,
445,49.778,105.96,9.44,52.5,16.0,57.1,2,2,2,0,,
446,49.886,106.1,9.42,57.8,16.0,57.6,2,2,2,0,,
447,49.995,106.35,9.4,52.5,16.0,56.5,2,2,2,0,,
448,50.104,106.53,9.39,53.7,16.0,57.1,2,2,2,0,,
449,50.214,106.44,9.39,53.7,16.0,57.6,2,2,2,0,,
450,50.323,106.03,9.43,56.8,16.0,57.1,2,2,2,0,,
451,50.431,105.95,9.44,55.8,16.0,56.0,2,2,2,0,,
452,50.54,106.06,9.43,55.8,16.0,55.4,2,2,2,0,,
453,50.649,105.85,9.45,55.8,16.0,57.6,2,2,2,0,,
454,50.757,106.06,9.43,58.7,16.0,57.6,2,2,2,0,,
455,50.866,105.85,9.45,51.2,16.0,56.5,2,2,2,0,,
456,50.975,106.06,9.43,58.7,16.0,57.6,2,2,2,0,,
457,51.083,106.55,9.39,56.8,16.0,57.1,2,2,2,0,,
458,51.193,106.69,9.37,53.7,16.0,57.6,3,3,3,2,person ahead | person ahead,position_changed | new_object
459,51.302,106.11,9.42,53.7,16.0,56.5,2,3,3,0,,
460,51.411,106.0,9.43,55.6,16.0,57.1,2,3,3,0,,
461,51.519,106.81,9.36,57.1,16.0,56.5,2,3,3,0,,
462,51.629,106.39,9.4,57.4,16.0,57.1,2,3,3,0,,
463,51.738,106.72,9.37,57.8,16.0,57.1,2,3,3,0,,
464,51.847,110.77,9.03,61.4,16.1,56.5,2,3,3,0,,
465,51.961,106.05,9.43,57.8,16.1,57.1,2,3,3,0,,
466,52.07,105.89,9.44,57.8,16.1,56.5,2,3,3,0,,
467,52.178,107.52,9.3,57.8,16.1,56.5,2,3,3,0,,
468,52.288,106.42,9.4,55.8,16.1,57.1,2,3,3,1,person on the left,position_changed
469,52.397,107.26,9.32,57.8,16.1,57.6,3,3,3,1,cell phone on the left,new_object
470,52.507,106.73,9.37,53.5,16.1,57.6,3,3,3,0,,
471,52.617,106.84,9.36,60.9,16.1,57.1,3,3,3,0,,
472,52.726,106.73,9.37,51.2,16.1,57.1,2,3,3,0,,
473,52.836,108.25,9.24,57.1,16.1,57.1,3,3,3,0,,
474,52.947,106.24,9.41,57.4,16.1,57.1,2,3,3,0,,
475,53.056,106.6,9.38,54.8,16.0,56.5,3,3,3,0,,
476,53.165,107.68,9.29,55.8,16.0,57.1,4,4,4,1,cell phone on the left,new_object
477,53.275,106.98,9.35,53.7,16.0,57.6,4,4,4,0,,
478,53.385,106.66,9.38,55.8,16.0,57.1,4,4,4,0,,
479,53.494,106.11,9.42,57.8,16.0,57.1,4,4,4,0,,
480,53.603,105.69,9.46,56.8,16.0,57.1,3,4,4,0,,
481,53.711,105.98,9.44,57.8,16.0,56.5,3,4,4,0,,
482,53.82,106.76,9.37,56.8,16.0,56.5,4,5,5,1,cell phone on the left,new_object
483,53.93,105.82,9.45,56.8,16.0,57.1,4,5,5,0,,
484,54.038,105.27,9.5,55.8,16.0,56.5,3,5,5,0,,
485,54.146,106.91,9.35,56.8,16.0,56.5,3,5,5,0,,
486,54.256,105.96,9.44,56.8,16.0,57.1,3,5,5,0,,
487,54.364,105.72,9.46,53.7,16.0,57.6,3,5,5,0,,
488,54.473,105.5,9.48,55.8,16.0,57.1,4,5,5,1,cup on the right,cooldown
489,54.581,105.46,9.48,54.5,16.0,56.0,4,5,5,0,,
490,54.689,105.62,9.47,54.8,16.0,57.1,5,5,5,0,,
491,54.797,106.12,9.42,60.0,16.0,57.6,3,5,5,0,,
492,54.906,105.83,9.45,52.5,16.0,57.1,3,5,5,0,,
493,55.015,105.24,9.5,53.7,16.0,56.5,4,5,5,0,,
494,55.123,106.79,9.36,58.7,16.0,57.6,4,5,5,0,,
495,55.232,105.8,9.45,53.7,16.0,57.6,3,5,5,0,,
496,55.341,105.69,9.46,53.5,16.0,58.2,3,5,5,0,,
497,55.449,105.65,9.46,55.8,16.0,57.1,3,5,5,0,,
498,55.557,105.43,9.49,56.8,16.0,57.6,4,5,5,0,,
499,55.665,105.44,9.48,56.8,16.0,56.5,3,5,5,0,,
500,55.774,106.56,9.38,53.7,16.0,57.1,3,5,5,0,,
501,55.883,107.09,9.34,55.8,16.0,57.1,3,4,4,0,,
502,55.993,106.66,9.38,56.8,16.0,57.6,4,4,4,0,,
503,56.102,105.54,9.47,55.8,16.0,57.1,3,4,4,0,,
504,56.21,105.45,9.48,57.8,16.0,57.1,4,4,4,0,,
505,56.318,105.51,9.48,52.5,16.0,57.6,3,4,4,0,,
506,56.426,105.98,9.44,58.7,16.0,56.5,3,4,4,0,,
507,56.535,105.76,9.46,56.8,16.0,57.1,3,4,4,0,,
508,56.644,105.36,9.49,54.8,16.0,57.6,3,4,4,0,,
509,56.752,107.42,9.31,57.8,16.0,57.1,3,4,4,0,,
510,56.862,108.75,9.2,58.1,16.1,58.2,3,4,4,0,,
511,56.973,106.33,9.4,60.0,16.1,57.6,3,4,4,0,,
512,57.082,106.77,9.37,52.5,16.1,56.5,3,4,4,0,,
513,57.192,106.34,9.4,56.8,16.1,57.1,3,4,4,0,,
514,57.301,105.31,9.5,51.2,16.1,57.1,3,4,4,1,person on the left,cooldown
515,57.409,105.69,9.46,54.8,16.1,57.6,3,3,3,1,cell phone on the left,cooldown
516,57.517,105.58,9.47,54.8,16.1,57.1,3,3,3,0,,
517,57.625,105.56,9.47,57.8,16.1,57.6,3,3,3,0,,
518,57.734,105.34,9.49,56.8,16.1,57.6,3,3,3,0,,
519,57.842,107.43,9.31,59.6,16.1,56.5,3,3,3,0,,
520,57.952,106.44,9.39,55.8,16.1,57.1,3,3,3,0,,
521,58.061,105.22,9.5,53.7,16.1,57.1,4,4,4,1,cell phone on the left,new_object
522,58.169,109.4,9.14,58.7,16.1,57.1,3,4,4,0,,
523,58.281,105.88,9.44,55.8,16.1,57.6,4,4,4,0,,
524,58.389,106.58,9.38,58.7,16.1,58.2,3,4,4,0,,
525,58.499,106.29,9.41,56.8,16.1,57.6,2,5,5,1,toothbrush on the left,new_object
526,58.608,105.99,9.44,57.8,16.1,57.6,3,6,6,1,cell phone on the left,new_object
527,58.716,105.81,9.45,55.8,16.1,58.2,3,6,6,0,,
528,58.825,105.62,9.47,53.7,16.1,57.6,4,7,7,1,remote on the left,new_object
529,58.933,105.34,9.49,54.8,16.1,57.1,2,7,7,1,cell phone ahead,position_changed
530,59.041,105.59,9.47,55.8,16.1,57.6,3,9,9,2,remote ahead | cell phone ahead,new_object | new_object
531,59.149,107.79,9.28,61.2,16.1,57.6,1,9,9,1,person ahead,position_changed
532,59.26,106.71,9.37,54.8,16.1,57.1,2,10,10,1,person on the left,new_object
533,59.369,105.61,9.47,55.8,16.1,57.6,2,11,11,1,tv on the right,new_object
534,59.478,105.45,9.48,57.8,16.1,57.1,2,10,10,1,cup on the right,cooldown
535,59.586,105.43,9.48,57.8,16.1,56.5,4,10,10,0,,
536,59.694,106.04,9.43,58.7,16.1,56.5,2,9,9,0,,
537,59.802,106.17,9.42,56.8,16.1,57.1,1,9,9,0,,
538,59.911,105.9,9.44,55.8,16.1,58.2,2,8,8,0,,
