timestamp,phase,scenario,run_id,frame,fps_instant,latency_ms,cpu_percent,detections_count,raw_messages,filtered_messages,decision_messages,mean_priority_score,final_messages
1779117058.879,C3,S4_walking_real,2,0,7.0,142.94,28.4,1,1,1,0,0,
1779117058.964,C3,S4_walking_real,2,1,11.92,83.91,56.3,1,1,0,0,0,
1779117059.049,C3,S4_walking_real,2,2,12.08,82.8,60.0,1,1,0,0,0,
1779117059.132,C3,S4_walking_real,2,3,12.1,82.63,58.8,1,1,0,0,0,
1779117059.215,C3,S4_walking_real,2,4,12.19,82.05,60.0,0,0,0,0,0,
1779117059.298,C3,S4_walking_real,2,5,12.23,81.76,54.8,0,0,0,0,0,
1779117059.382,C3,S4_walking_real,2,6,12.22,81.86,56.3,0,0,0,0,0,
1779117059.467,C3,S4_walking_real,2,7,11.89,84.13,57.6,0,0,0,0,0,
1779117059.551,C3,S4_walking_real,2,8,12.16,82.23,56.3,0,0,0,0,0,
1779117059.634,C3,S4_walking_real,2,9,12.15,82.3,53.3,1,1,1,1,0.733,Person very close ahead
1779117059.717,C3,S4_walking_real,2,10,12.18,82.13,57.6,1,1,0,0,0,
1779117059.8,C3,S4_walking_real,2,11,12.24,81.7,61.1,0,0,0,0,0,
1779117059.884,C3,S4_walking_real,2,12,12.11,82.54,61.8,1,1,0,0,0,
1779117059.967,C3,S4_walking_real,2,13,12.25,81.6,56.3,0,0,0,0,0,
1779117060.05,C3,S4_walking_real,2,14,12.17,82.18,56.3,0,0,0,0,0,
1779117060.133,C3,S4_walking_real,2,15,12.24,81.73,56.3,0,0,0,0,0,
1779117060.216,C3,S4_walking_real,2,16,12.22,81.8,62.2,0,0,0,0,0,
1779117060.299,C3,S4_walking_real,2,17,12.18,82.08,60.0,1,1,1,0,0,
1779117060.382,C3,S4_walking_real,2,18,12.25,81.61,59.4,0,0,0,0,0,
1779117060.467,C3,S4_walking_real,2,19,11.89,84.14,57.6,1,1,1,1,0.599,Person very close on your left
1779117060.556,C3,S4_walking_real,2,20,11.49,87.05,63.9,0,0,0,0,0,
1779117060.639,C3,S4_walking_real,2,21,12.1,82.67,58.8,0,0,0,0,0,
1779117060.725,C3,S4_walking_real,2,22,11.9,84.02,60.0,0,0,0,0,0,
1779117060.81,C3,S4_walking_real,2,23,11.91,83.96,57.6,0,0,0,0,0,
1779117060.895,C3,S4_walking_real,2,24,11.94,83.72,61.8,0,0,0,0,0,
1779117060.98,C3,S4_walking_real,2,25,11.91,83.99,58.8,0,0,0,0,0,
1779117061.066,C3,S4_walking_real,2,26,11.98,83.5,55.9,0,0,0,0,0,
1779117061.15,C3,S4_walking_real,2,27,12.03,83.16,59.4,0,0,0,0,0,
1779117061.234,C3,S4_walking_real,2,28,12.02,83.18,54.8,0,0,0,0,0,
1779117061.318,C3,S4_walking_real,2,29,12.03,83.12,56.3,0,0,0,0,0,
1779117061.404,C3,S4_walking_real,2,30,11.96,83.62,57.1,0,0,0,0,0,
1779117061.49,C3,S4_walking_real,2,31,11.85,84.39,58.8,0,0,0,0,0,
1779117061.578,C3,S4_walking_real,2,32,11.51,86.88,62.9,0,0,0,0,0,
1779117061.661,C3,S4_walking_real,2,33,12.08,82.75,58.8,0,0,0,0,0,
1779117061.746,C3,S4_walking_real,2,34,12.11,82.59,56.3,0,0,0,0,0,
1779117061.829,C3,S4_walking_real,2,35,12.07,82.88,58.8,0,0,0,0,0,
1779117061.914,C3,S4_walking_real,2,36,12.02,83.16,61.1,0,0,0,0,0,
1779117061.998,C3,S4_walking_real,2,37,12.03,83.09,57.6,0,0,0,0,0,
1779117062.082,C3,S4_walking_real,2,38,12.04,83.05,56.2,0,0,0,0,0,
1779117062.166,C3,S4_walking_real,2,39,12.07,82.84,57.6,0,0,0,0,0,
1779117062.25,C3,S4_walking_real,2,40,12.06,82.9,56.3,0,0,0,0,0,
1779117062.334,C3,S4_walking_real,2,41,12.05,82.95,54.8,0,0,0,0,0,
1779117062.419,C3,S4_walking_real,2,42,11.91,83.93,58.8,0,0,0,0,0,
1779117062.503,C3,S4_walking_real,2,43,12.09,82.71,56.3,0,0,0,0,0,
1779117062.587,C3,S4_walking_real,2,44,12.09,82.72,58.1,0,0,0,0,0,
1779117062.671,C3,S4_walking_real,2,45,12.01,83.28,57.6,0,0,0,0,0,
1779117062.755,C3,S4_walking_real,2,46,12.07,82.84,51.6,0,0,0,0,0,
1779117062.839,C3,S4_walking_real,2,47,12.04,83.04,58.1,0,0,0,0,0,
1779117062.923,C3,S4_walking_real,2,48,12.04,83.06,56.3,1,1,1,0,0,
1779117063.007,C3,S4_walking_real,2,49,12.03,83.15,54.8,0,0,0,0,0,
1779117063.092,C3,S4_walking_real,2,50,12.09,82.74,60.0,0,0,0,0,0,
1779117063.175,C3,S4_walking_real,2,51,12.08,82.81,57.6,0,0,0,0,0,
1779117063.259,C3,S4_walking_real,2,52,12.05,83.01,56.3,0,0,0,0,0,
1779117063.343,C3,S4_walking_real,2,53,12.08,82.76,56.3,0,0,0,0,0,
1779117063.429,C3,S4_walking_real,2,54,11.85,84.37,57.6,0,0,0,0,0,
1779117063.513,C3,S4_walking_real,2,55,11.96,83.58,58.8,0,0,0,0,0,
1779117063.598,C3,S4_walking_real,2,56,12.02,83.16,58.8,0,0,0,0,0,
1779117063.682,C3,S4_walking_real,2,57,12.05,83.0,58.8,0,0,0,0,0,
1779117063.766,C3,S4_walking_real,2,58,12.1,82.64,56.3,0,0,0,0,0,
1779117063.85,C3,S4_walking_real,2,59,12.01,83.29,57.6,0,0,0,0,0,
1779117063.934,C3,S4_walking_real,2,60,12.04,83.05,58.8,1,1,1,0,0,
1779117064.019,C3,S4_walking_real,2,61,11.94,83.73,61.1,0,0,0,0,0,
1779117064.103,C3,S4_walking_real,2,62,12.04,83.03,56.3,0,0,0,0,0,
1779117064.187,C3,S4_walking_real,2,63,12.1,82.66,56.3,0,0,0,0,0,
1779117064.271,C3,S4_walking_real,2,64,12.06,82.88,58.1,0,0,0,0,0,
1779117064.354,C3,S4_walking_real,2,65,12.1,82.65,54.8,0,0,0,0,0,
1779117064.44,C3,S4_walking_real,2,66,11.87,84.23,54.5,0,0,0,0,0,
1779117064.524,C3,S4_walking_real,2,67,12.07,82.86,61.8,0,0,0,0,0,
1779117064.607,C3,S4_walking_real,2,68,12.12,82.53,57.6,0,0,0,0,0,
1779117064.691,C3,S4_walking_real,2,69,12.09,82.69,54.8,0,0,0,0,0,
1779117064.775,C3,S4_walking_real,2,70,12.11,82.58,57.6,0,0,0,0,0,
1779117064.859,C3,S4_walking_real,2,71,12.06,82.88,57.6,0,0,0,0,0,
1779117064.942,C3,S4_walking_real,2,72,12.12,82.52,54.8,0,0,0,0,0,
1779117065.026,C3,S4_walking_real,2,73,12.07,82.88,56.3,0,0,0,0,0,
1779117065.111,C3,S4_walking_real,2,74,12.04,83.06,56.3,1,1,1,0,0,
1779117065.195,C3,S4_walking_real,2,75,12.1,82.65,56.2,0,0,0,0,0,
1779117065.277,C3,S4_walking_real,2,76,12.22,81.84,57.6,1,1,0,0,0,
1779117065.361,C3,S4_walking_real,2,77,12.08,82.81,57.6,0,0,0,0,0,
