tracker,scenario,run_id,frames,mean_fps,mean_latency_ms,mean_cpu_percent,total_detections,total_objects,unique_ids,avg_track_duration,stable_tracks_ratio,raw_messages,filtered_messages,decision_messages,mean_priority_score,output_csv
old,S3_multi_person,1,1749,11.8,84.82,58.44,5611,7677,131,58.6,0.366,5611,233,91,0.673,Experiments/results_csv/TRACK_old_S3_multi_person_run01.csv
