model,resolution,duration_s,frames,fps_mean,latency_mean_ms,cpu_mean_percent,ram_mean_percent,temperature_mean_c,detections_mean
yolov8n.pt,320,60,502,8.75,114.38,50.63,16.09,53.07,1.1
