tracker,scenario,run_id,frames,mean_fps,mean_latency_ms,mean_cpu_percent,total_detections,total_objects,unique_ids,avg_track_duration,stable_tracks_ratio,raw_messages,filtered_messages,decision_messages,mean_priority_score,output_csv
old,S4_walking_real,1,1745,11.67,85.73,58.25,1977,4647,198,23.47,0.182,1977,312,38,0.626,Experiments/results_csv/TRACK_old_S4_walking_real_run01.csv
