frame,time_s,latency_ms,fps,cpu_percent,ram_percent,temperature_c,detections,tracks,raw_messages,context_messages,message,reason
377,42.164,105.86,9.45,54.8,16.1,54.9,2,3,3,0,,
378,42.272,105.54,9.48,53.7,16.1,56.5,3,4,4,0,,
379,42.381,105.52,9.48,56.8,16.1,56.0,2,5,5,0,,
380,42.489,105.78,9.45,51.3,16.0,56.0,2,6,6,0,,
381,42.597,107.08,9.34,57.1,16.0,56.0,2,6,6,0,,
382,42.707,106.26,9.41,57.8,16.1,55.4,2,7,7,0,,
383,42.816,105.17,9.51,57.8,16.1,55.4,3,8,8,0,,
384,42.924,107.47,9.3,58.7,16.1,56.0,3,8,8,0,,
385,43.034,105.32,9.5,57.8,16.1,56.0,3,8,8,0,,
386,43.142,105.09,9.52,57.8,16.1,55.4,3,8,8,0,,
387,43.25,105.55,9.47,55.8,16.1,56.5,3,8,8,0,,
388,43.358,104.77,9.54,55.8,16.1,56.0,3,7,7,0,,
389,43.465,105.3,9.5,52.5,16.1,56.0,2,6,6,0,,
390,43.573,106.04,9.43,54.8,16.1,57.1,2,6,6,0,,
391,43.682,106.59,9.38,55.8,16.1,56.0,1,6,6,0,,
392,43.791,105.43,9.48,57.1,16.1,55.4,2,6,6,0,,
393,43.899,105.96,9.44,55.6,16.1,56.5,2,6,6,0,,
394,44.008,105.84,9.45,55.0,16.1,56.5,2,6,6,0,,
395,44.117,105.48,9.48,56.8,16.1,56.0,2,6,6,0,,
396,44.225,105.76,9.46,56.8,16.1,56.0,2,4,4,0,,
397,44.333,106.0,9.43,56.8,16.1,56.0,2,4,4,0,,
398,44.442,105.73,9.46,58.7,16.1,56.5,3,6,6,0,,
399,44.55,104.78,9.54,58.7,16.1,56.0,2,4,4,0,,
400,44.658,106.18,9.42,58.7,16.1,55.4,1,4,4,0,,
401,44.767,105.57,9.47,54.8,16.1,56.0,1,4,4,0,,
402,44.875,105.4,9.49,50.0,16.1,56.5,1,4,4,0,,
403,44.983,105.43,9.48,54.8,16.1,56.5,1,4,4,0,,
404,45.091,105.04,9.52,53.7,16.1,56.0,1,4,4,0,,
405,45.199,105.02,9.52,55.8,16.1,56.5,1,4,4,0,,
406,45.306,104.79,9.54,58.7,16.1,56.0,1,4,4,0,,
407,45.414,105.14,9.51,56.8,16.1,55.4,1,4,4,0,,
408,45.522,105.17,9.51,56.8,16.0,56.0,1,3,3,0,,
409,45.63,106.64,9.38,57.8,16.0,56.5,2,3,3,0,,
410,45.739,105.18,9.51,55.0,16.0,54.9,2,3,3,0,,
411,45.848,106.02,9.43,56.5,16.0,56.5,2,3,3,0,,
412,45.956,105.38,9.49,54.8,16.0,56.5,2,3,3,0,,
413,46.065,105.53,9.48,58.1,16.0,56.5,2,3,3,0,,
414,46.173,105.84,9.45,57.8,16.0,56.5,2,3,3,0,,
415,46.281,105.36,9.49,51.3,16.1,56.5,1,3,3,0,,
416,46.389,105.66,9.46,54.5,16.1,57.1,1,3,3,0,,
417,46.498,105.19,9.51,52.5,16.1,57.1,2,3,3,0,,
418,46.605,107.23,9.33,52.5,16.1,56.5,1,3,3,1,person on the right,cooldown
419,46.715,106.4,9.4,53.7,16.1,56.0,1,3,3,0,,
420,46.825,105.35,9.49,54.8,16.1,56.5,1,3,3,0,,
421,46.933,113.58,8.8,58.1,16.1,56.0,2,2,2,0,,
422,47.049,105.45,9.48,55.8,16.1,56.5,2,2,2,0,,
423,47.157,105.97,9.44,53.7,16.1,56.0,1,2,2,0,,
424,47.266,105.37,9.49,56.8,16.1,56.5,1,2,2,0,,
425,47.374,105.38,9.49,56.8,16.1,57.1,1,2,2,0,,
426,47.482,105.42,9.49,57.8,16.1,55.4,1,2,2,0,,
427,47.59,106.81,9.36,57.8,16.1,57.1,1,2,2,0,,
428,47.699,106.15,9.42,57.8,16.1,57.1,1,2,2,0,,
429,47.808,105.28,9.5,55.8,16.1,55.4,1,2,2,0,,
430,47.916,106.32,9.41,54.8,16.1,57.1,1,2,2,0,,
431,48.025,106.47,9.39,58.7,16.1,56.0,1,2,2,0,,
432,48.134,105.41,9.49,56.8,16.1,57.1,1,2,2,0,,
433,48.243,104.97,9.53,57.8,16.1,57.1,2,2,2,0,,
434,48.35,105.18,9.51,59.1,16.1,56.0,1,2,2,0,,
435,48.458,105.68,9.46,55.8,16.1,56.5,1,2,2,0,,
436,48.566,106.61,9.38,58.7,16.1,56.5,1,2,2,0,,
437,48.676,105.59,9.47,56.8,16.1,56.0,1,2,2,0,,
438,48.784,105.25,9.5,56.8,16.1,56.5,1,2,2,0,,
439,48.892,105.39,9.49,54.8,16.1,56.5,1,2,2,0,,
440,49.0,105.48,9.48,54.8,16.1,56.5,1,2,2,0,,
441,49.108,106.6,9.38,55.8,16.1,57.1,1,2,2,0,,
442,49.217,105.79,9.45,54.8,16.1,56.0,2,2,2,0,,
443,49.326,105.62,9.47,57.8,16.1,55.4,1,2,2,0,,
444,49.434,105.59,9.47,57.8,16.1,57.1,2,2,2,0,,
445,49.542,105.53,9.48,56.8,16.1,56.5,1,2,2,0,,
446,49.65,106.38,9.4,57.8,16.1,56.0,1,2,2,0,,
447,49.759,105.7,9.46,56.8,16.1,56.0,1,2,2,0,,
448,49.868,105.4,9.49,55.8,16.1,56.5,2,2,2,0,,
449,49.976,105.81,9.45,54.8,16.1,56.5,2,2,2,0,,
450,50.084,105.41,9.49,56.8,16.1,56.0,1,2,2,0,,
451,50.192,105.79,9.45,53.8,16.1,57.1,2,2,2,0,,
452,50.301,106.24,9.41,54.8,16.1,57.1,1,2,2,0,,
453,50.41,105.53,9.48,59.6,16.1,56.5,2,2,2,0,,
454,50.518,105.5,9.48,57.8,16.0,56.0,1,2,2,0,,
455,50.626,106.51,9.39,56.8,16.0,56.0,1,2,2,0,,
456,50.735,105.35,9.49,56.8,16.0,57.1,1,2,2,0,,
457,50.843,105.65,9.47,57.8,16.0,57.1,1,2,2,0,,
458,50.952,105.82,9.45,54.8,16.0,56.5,2,2,2,0,,
459,51.06,105.33,9.49,53.7,16.0,55.4,1,2,2,0,,
460,51.168,105.41,9.49,54.8,16.0,56.0,2,2,2,0,,
461,51.276,105.91,9.44,55.8,16.0,56.5,3,3,3,0,,
462,51.385,105.11,9.51,53.7,16.0,56.5,2,3,3,0,,
463,51.493,105.47,9.48,52.5,16.0,56.5,1,3,3,0,,
464,51.601,106.23,9.41,54.8,16.0,56.5,2,3,3,0,,
465,51.71,105.44,9.48,57.8,16.0,56.5,1,3,3,1,person on the right,cooldown
466,51.818,104.71,9.55,55.8,16.0,57.1,3,5,5,0,,
467,51.925,117.04,8.54,59.6,16.0,57.1,3,6,6,0,,
468,52.045,104.81,9.54,53.7,16.0,57.1,1,6,6,0,,
469,52.153,104.77,9.54,56.8,16.0,56.5,2,6,6,0,,
470,52.26,104.81,9.54,53.7,16.0,56.5,1,6,6,0,,
471,52.368,105.59,9.47,55.8,16.0,57.1,1,6,6,0,,
472,52.476,106.02,9.43,56.8,16.0,57.1,1,6,6,0,,
473,52.585,105.36,9.49,57.1,16.1,57.1,1,6,6,0,,
474,52.693,105.63,9.47,57.8,16.1,56.5,1,6,6,0,,
475,52.801,105.06,9.52,53.7,16.1,56.5,1,5,5,0,,
476,52.909,111.33,8.98,54.5,16.1,57.1,1,5,5,0,,
477,53.023,105.48,9.48,52.5,16.1,57.1,1,3,3,0,,
478,53.131,104.99,9.52,56.8,16.1,56.5,1,2,2,0,,
479,53.238,105.74,9.46,53.7,16.1,57.6,1,2,2,0,,
480,53.347,105.34,9.49,54.8,16.1,57.6,1,1,1,0,,
481,53.455,105.55,9.47,53.7,16.0,57.1,1,1,1,0,,
482,53.563,107.08,9.34,58.7,16.0,57.6,1,1,1,0,,
483,53.673,105.38,9.49,56.8,16.0,56.5,1,1,1,0,,
484,53.781,104.89,9.53,58.7,16.0,56.5,1,1,1,0,,
485,53.889,105.01,9.52,54.8,16.0,57.6,1,1,1,0,,
486,53.996,105.51,9.48,54.8,16.0,57.1,1,1,1,0,,
487,54.105,105.42,9.49,53.7,16.0,56.5,1,1,1,0,,
488,54.213,105.33,9.49,53.7,16.0,57.1,1,1,1,0,,
489,54.321,105.06,9.52,56.8,16.0,57.6,2,2,2,0,,
490,54.428,104.73,9.55,56.1,16.0,57.1,1,2,2,0,,
491,54.536,105.72,9.46,54.8,16.0,57.6,1,2,2,0,,
492,54.644,106.3,9.41,55.8,16.0,56.5,1,2,2,0,,
493,54.753,104.93,9.53,54.8,16.0,57.1,1,2,2,0,,
494,54.861,104.88,9.53,55.8,16.0,57.1,1,2,2,0,,
495,54.969,105.2,9.51,57.8,16.0,57.1,1,2,2,1,person ahead,position_changed
496,55.076,104.92,9.53,55.8,16.0,56.0,1,2,2,0,,
497,55.184,104.87,9.54,53.7,16.0,57.6,1,2,2,0,,
498,55.292,104.94,9.53,52.5,16.0,57.6,1,2,2,0,,
499,55.399,104.63,9.56,53.7,16.0,57.6,1,2,2,0,,
500,55.506,104.44,9.57,57.8,16.0,57.6,1,1,1,0,,
501,55.614,107.9,9.27,58.7,16.0,58.2,1,1,1,0,,
502,55.724,106.71,9.37,57.8,16.0,57.6,1,1,1,0,,
503,55.834,105.3,9.5,55.8,16.0,57.1,1,1,1,0,,
504,55.942,105.7,9.46,57.8,16.0,57.1,1,1,1,0,,
505,56.05,104.91,9.53,59.1,16.0,56.5,1,1,1,1,person on the left,position_changed
506,56.158,105.34,9.49,54.8,16.0,57.1,1,1,1,0,,
507,56.266,105.13,9.51,53.7,16.0,57.1,1,1,1,0,,
508,56.373,104.97,9.53,55.8,16.0,57.6,1,1,1,0,,
509,56.481,105.42,9.49,52.5,16.0,57.6,1,1,1,0,,
510,56.589,106.7,9.37,56.8,16.0,57.1,1,1,1,0,,
511,56.699,105.64,9.47,55.8,16.0,57.1,0,1,1,0,,
512,56.807,105.37,9.49,53.7,16.0,57.1,0,1,1,0,,
513,56.915,116.36,8.59,57.4,16.0,56.5,0,1,1,0,,
514,57.034,104.31,9.59,51.3,16.1,57.1,0,1,1,0,,
515,57.141,104.8,9.54,57.1,16.1,57.6,0,1,1,0,,
516,57.249,104.16,9.6,53.7,16.1,57.1,0,1,1,0,,
517,57.355,104.46,9.57,53.7,16.1,57.6,0,1,1,0,,
518,57.463,104.81,9.54,58.7,16.0,57.6,2,2,2,0,,
519,57.57,106.61,9.38,58.1,16.0,57.6,2,2,2,0,,
520,57.679,105.93,9.44,57.8,16.0,57.1,1,2,2,0,,
521,57.788,104.9,9.53,55.8,16.0,57.1,1,2,2,0,,
522,57.896,106.3,9.41,57.1,16.0,58.2,1,2,2,0,,
523,58.005,104.82,9.54,56.8,16.0,57.6,1,2,2,0,,
524,58.112,104.68,9.55,55.8,16.0,58.2,1,2,2,0,,
525,58.22,104.17,9.6,57.1,16.0,58.2,1,2,2,0,,
526,58.326,104.53,9.57,57.8,16.0,57.1,1,2,2,0,,
527,58.434,104.7,9.55,50.0,16.0,57.1,1,2,2,0,,
528,58.541,104.29,9.59,57.8,16.0,57.6,1,2,2,1,person ahead,position_changed
529,58.648,104.81,9.54,55.0,16.0,57.1,1,2,2,0,,
530,58.756,104.36,9.58,54.8,16.0,57.1,1,1,1,0,,
531,58.863,105.15,9.51,54.8,16.0,57.6,1,1,1,0,,
532,58.971,104.56,9.56,57.8,16.0,57.6,1,1,1,0,,
533,59.078,104.68,9.55,53.7,16.0,57.6,1,1,1,0,,
534,59.185,104.41,9.58,55.8,16.0,56.0,1,1,1,0,,
535,59.292,105.04,9.52,52.5,16.0,57.6,1,1,1,0,,
536,59.4,104.32,9.59,56.1,16.0,57.1,1,1,1,0,,
537,59.507,104.16,9.6,56.8,16.0,57.1,1,1,1,0,,
538,59.614,105.81,9.45,56.8,16.0,57.6,1,1,1,0,,
539,59.722,104.74,9.55,57.8,16.0,57.6,1,1,1,0,,
540,59.83,104.0,9.62,55.0,16.0,58.2,1,1,1,0,,
541,59.937,105.15,9.51,60.4,16.0,57.1,1,1,1,0,,
