frame,time_s,latency_ms,fps,cpu_percent,ram_percent,temperature_c,detections
53,6.975,104.73,9.55,54.8,16.4,48.3,1
54,7.082,105.28,9.5,57.8,16.4,47.7,1
55,7.19,104.89,9.53,59.1,16.4,47.2,1
56,7.298,105.47,9.48,58.7,16.4,47.7,1
57,7.406,104.42,9.58,53.7,16.4,48.3,1
58,7.513,106.81,9.36,58.7,16.4,48.3,1
59,7.622,105.34,9.49,58.7,16.4,48.3,1
60,7.73,105.27,9.5,57.8,16.4,48.3,1
61,7.838,105.66,9.46,56.1,16.4,47.7,1
62,7.947,104.77,9.54,55.8,16.4,48.8,1
63,8.054,104.77,9.54,57.8,16.4,48.3,1
64,8.162,104.99,9.52,55.8,16.4,47.2,1
65,8.269,105.37,9.49,53.7,16.4,48.3,1
66,8.378,105.79,9.45,54.8,16.4,48.8,1
67,8.486,106.64,9.38,56.8,16.4,48.3,1
68,8.595,105.7,9.46,56.8,16.4,48.8,1
69,8.704,105.33,9.49,56.8,16.4,48.3,1
70,8.812,105.04,9.52,55.8,16.4,48.8,1
71,8.92,105.5,9.48,60.9,16.4,48.3,1
72,9.028,105.46,9.48,56.8,16.4,48.3,1
73,9.136,105.07,9.52,55.8,16.4,47.7,1
74,9.244,105.55,9.47,55.8,16.4,48.3,1
75,9.352,105.34,9.49,54.8,16.3,48.8,1
76,9.46,106.51,9.39,52.5,16.3,48.8,1
77,9.569,105.72,9.46,56.8,16.3,48.8,1
78,9.678,105.01,9.52,52.5,16.3,49.9,1
79,9.785,105.4,9.49,54.8,16.3,49.9,1
80,9.894,105.35,9.49,53.7,16.3,48.8,1
81,10.002,105.69,9.46,58.1,16.3,49.4,1
82,10.11,105.38,9.49,58.7,16.3,49.9,1
83,10.218,105.07,9.52,57.8,16.3,48.8,2
84,10.326,105.38,9.49,54.8,16.3,49.4,2
85,10.434,105.01,9.52,57.8,16.2,49.9,2
86,10.542,112.05,8.92,62.5,16.3,49.4,2
87,10.656,104.75,9.55,55.0,16.3,49.9,2
88,10.764,105.05,9.52,58.7,16.3,48.8,2
89,10.871,104.95,9.53,55.8,16.3,49.4,2
90,10.979,104.58,9.56,56.8,16.3,49.9,1
91,11.086,105.27,9.5,56.8,16.3,50.5,1
92,11.194,104.73,9.55,58.7,16.3,50.5,2
93,11.302,105.0,9.52,55.0,16.3,49.9,1
94,11.41,104.73,9.55,53.7,16.3,50.5,1
95,11.517,106.05,9.43,56.8,16.3,49.9,1
96,11.627,105.65,9.46,55.8,16.3,50.5,1
97,11.735,104.19,9.6,55.8,16.3,51.0,1
98,11.842,104.91,9.53,54.8,16.3,48.8,1
99,11.949,105.05,9.52,54.8,16.3,50.5,1
100,12.057,104.55,9.56,53.7,16.3,49.9,1
101,12.164,105.11,9.51,57.1,16.3,49.4,1
102,12.272,105.15,9.51,55.8,16.3,50.5,1
103,12.38,104.74,9.55,57.8,16.2,50.5,2
104,12.488,105.62,9.47,56.8,16.2,49.9,2
105,12.596,105.13,9.51,56.8,16.2,50.5,1
106,12.704,104.75,9.55,54.8,16.2,49.9,1
107,12.811,105.03,9.52,56.1,16.2,49.9,1
108,12.919,105.41,9.49,56.8,16.2,51.0,1
109,13.027,105.0,9.52,52.5,16.2,51.0,1
110,13.135,105.3,9.5,54.8,16.2,50.5,1
111,13.243,105.79,9.45,53.7,16.2,50.5,1
112,13.351,105.08,9.52,52.5,16.2,49.9,1
113,13.459,106.58,9.38,54.8,16.2,51.6,1
114,13.568,106.2,9.42,55.8,16.2,51.0,1
115,13.677,105.82,9.45,53.7,16.2,49.9,1
116,13.786,105.79,9.45,57.8,16.2,50.5,1
117,13.894,106.4,9.4,55.8,16.2,51.0,1
118,14.003,105.53,9.48,56.8,16.2,51.0,2
119,14.112,105.09,9.52,55.8,16.2,50.5,1
120,14.219,105.25,9.5,55.8,16.2,49.9,2
121,14.327,105.44,9.48,54.8,16.1,51.0,2
122,14.436,105.56,9.47,53.7,16.1,50.5,2
123,14.544,107.33,9.32,55.8,16.1,50.5,1
124,14.654,104.99,9.52,56.8,16.1,51.0,1
125,14.762,105.49,9.48,55.8,16.1,51.6,1
126,14.87,105.08,9.52,53.7,16.1,51.6,1
127,14.978,105.32,9.49,55.8,16.1,50.5,1
128,15.086,105.39,9.49,55.8,16.1,51.0,1
129,15.194,105.16,9.51,56.8,16.1,50.5,1
130,15.302,105.62,9.47,57.8,16.1,51.6,1
131,15.41,106.26,9.41,55.0,16.1,51.0,1
132,15.519,111.43,8.97,60.0,16.1,51.6,1
133,15.633,106.02,9.43,56.8,16.1,51.0,1
134,15.743,105.9,9.44,50.0,16.1,51.6,1
135,15.851,105.51,9.48,60.0,16.1,51.0,1
136,15.96,105.71,9.46,52.5,16.1,51.0,1
137,16.068,105.82,9.45,55.8,16.1,52.1,1
138,16.177,105.54,9.48,54.8,16.1,51.6,1
139,16.285,106.24,9.41,55.6,16.1,52.1,1
140,16.394,106.33,9.4,57.8,16.1,51.0,1
141,16.503,108.28,9.23,55.8,16.1,51.6,1
142,16.614,106.51,9.39,56.1,16.1,50.5,1
143,16.723,105.68,9.46,55.8,16.1,52.1,1
144,16.832,105.76,9.46,56.8,16.1,52.1,1
145,16.94,105.69,9.46,54.8,16.1,51.6,1
146,17.049,105.64,9.47,55.8,16.1,52.1,1
147,17.157,106.27,9.41,55.8,16.1,50.5,1
148,17.266,105.87,9.45,57.8,16.1,51.6,1
149,17.374,106.35,9.4,54.5,16.1,51.6,1
150,17.484,106.88,9.36,57.8,16.1,52.1,1
151,17.593,106.88,9.36,59.1,16.1,51.6,1
152,17.703,106.43,9.4,57.8,16.1,52.7,1
153,17.812,106.47,9.39,54.8,16.1,51.6,1
154,17.921,106.67,9.37,58.7,16.1,51.6,1
155,18.031,106.23,9.41,54.5,16.1,52.1,1
156,18.14,106.35,9.4,54.8,16.1,52.1,1
157,18.249,106.62,9.38,55.8,16.1,52.7,1
158,18.358,106.78,9.37,55.8,16.1,52.1,1
159,18.467,106.44,9.39,54.8,16.1,52.1,1
160,18.577,106.9,9.35,56.8,16.1,51.0,1
161,18.686,106.5,9.39,59.6,16.1,52.1,1
162,18.796,106.36,9.4,52.5,16.1,51.0,1
163,18.905,107.18,9.33,55.8,16.1,52.7,1
164,19.015,106.16,9.42,56.8,16.1,52.7,1
165,19.123,106.51,9.39,53.7,16.1,51.6,1
166,19.233,106.7,9.37,53.5,16.1,53.2,1
167,19.342,106.89,9.36,57.8,16.0,52.7,1
168,19.452,108.2,9.24,53.7,16.0,52.7,1
169,19.563,108.08,9.25,55.8,16.0,51.6,1
170,19.673,106.0,9.43,58.7,16.0,52.1,1
171,19.782,107.14,9.33,57.8,16.0,52.1,1
172,19.892,106.46,9.39,54.8,16.0,52.1,1
173,20.001,106.05,9.43,58.7,16.0,52.7,1
174,20.11,108.24,9.24,58.7,16.0,53.2,1
175,20.221,106.15,9.42,58.7,16.0,52.7,1
176,20.33,107.59,9.29,53.7,16.0,51.6,1
177,20.44,106.51,9.39,54.8,16.0,53.2,1
178,20.55,112.83,8.86,58.1,16.0,52.7,1
179,20.667,105.73,9.46,56.5,16.1,52.7,1
180,20.776,106.32,9.41,54.8,16.1,52.7,1
181,20.885,106.92,9.35,56.8,16.1,52.7,1
182,20.994,106.46,9.39,58.7,16.1,52.7,1
183,21.105,106.59,9.38,54.8,16.1,53.2,1
184,21.214,106.37,9.4,54.8,16.1,52.1,1
185,21.323,105.99,9.44,57.8,16.1,51.6,1
186,21.432,105.95,9.44,53.7,16.0,53.2,1
187,21.54,108.57,9.21,59.6,16.0,52.1,1
188,21.652,105.94,9.44,54.8,16.0,53.2,1
189,21.76,105.83,9.45,53.7,16.0,53.2,1
190,21.869,106.05,9.43,58.7,16.0,53.2,1
191,21.978,107.49,9.3,57.8,16.0,52.1,1
192,22.088,105.91,9.44,56.8,16.0,53.8,1
193,22.197,106.39,9.4,56.8,16.0,53.2,1
194,22.306,105.72,9.46,57.8,16.0,52.7,1
195,22.414,106.4,9.4,53.7,16.0,53.2,1
196,22.523,106.77,9.37,53.7,16.0,53.2,1
197,22.633,105.27,9.5,56.8,16.0,51.6,1
198,22.741,105.76,9.46,55.8,16.0,53.2,1
199,22.849,105.68,9.46,57.8,16.0,52.7,1
200,22.958,105.71,9.46,57.8,16.0,52.1,1
201,23.066,106.61,9.38,56.8,16.0,53.2,1
202,23.176,105.13,9.51,57.8,16.0,53.2,1
203,23.284,105.37,9.49,57.8,16.0,53.2,1
204,23.392,105.46,9.48,57.1,16.0,53.2,1
205,23.5,108.62,9.21,52.4,16.0,52.7,1
206,23.611,105.84,9.45,56.8,16.0,52.7,1
207,23.72,105.28,9.5,55.8,16.0,52.7,1
208,23.828,105.52,9.48,53.7,16.0,52.7,1
209,23.936,105.68,9.46,58.1,16.0,52.1,1
210,24.044,105.24,9.5,55.8,16.0,52.7,1
211,24.152,106.05,9.43,53.7,16.0,53.2,1
212,24.261,105.88,9.44,55.8,16.0,53.8,1
213,24.37,105.5,9.48,56.8,16.0,53.2,1
214,24.478,106.85,9.36,56.8,16.0,51.6,1
215,24.588,106.07,9.43,52.5,16.0,53.2,1
216,24.696,105.47,9.48,57.8,16.0,52.7,1
217,24.805,106.78,9.37,56.8,16.0,52.7,1
218,24.914,105.19,9.51,58.7,16.0,53.8,1
219,25.022,105.4,9.49,58.7,16.0,53.2,1
220,25.13,105.65,9.47,57.8,16.0,53.8,1
221,25.239,106.04,9.43,56.8,16.0,53.8,1
222,25.347,106.55,9.39,51.3,16.0,52.1,1
223,25.457,106.78,9.37,56.8,16.0,52.1,1
224,25.566,112.08,8.92,61.7,16.0,53.8,1
225,25.681,105.32,9.49,55.8,16.0,53.8,1
226,25.789,104.9,9.53,54.8,16.0,52.7,1
227,25.897,105.27,9.5,55.8,16.0,53.8,1
228,26.005,105.44,9.48,54.8,16.0,53.2,1
229,26.113,105.15,9.51,56.8,16.0,53.8,1
230,26.221,105.52,9.48,52.5,16.0,53.8,1
231,26.329,106.62,9.38,57.8,16.0,53.8,1
232,26.438,105.08,9.52,59.1,16.0,53.2,1
233,26.546,107.47,9.31,56.8,16.0,54.3,1
234,26.656,105.02,9.52,53.7,16.0,52.7,1
235,26.865,105.31,9.5,27.2,16.0,53.2,1
236,26.973,105.04,9.52,54.8,16.0,53.2,1
237,27.081,105.58,9.47,53.7,16.0,52.7,1
238,27.189,104.87,9.54,54.8,16.0,53.8,1
239,27.297,105.91,9.44,54.8,16.0,53.8,1
240,27.405,106.08,9.43,54.8,16.0,52.7,1
241,27.514,107.28,9.32,57.8,16.0,53.2,1
242,27.624,106.43,9.4,54.8,16.0,52.7,1
243,27.733,106.36,9.4,53.7,16.0,53.8,1
244,27.842,106.39,9.4,55.8,16.0,53.8,1
245,27.952,105.7,9.46,57.8,16.0,54.3,1
246,28.06,105.22,9.5,55.8,16.0,54.3,1
247,28.168,105.27,9.5,55.8,16.0,54.3,1
248,28.276,106.04,9.43,55.8,16.0,53.8,1
249,28.385,105.64,9.47,55.8,16.0,53.2,1
250,28.493,107.78,9.28,54.8,16.0,53.8,1
251,28.604,106.57,9.38,54.5,16.0,53.8,1
252,28.713,105.99,9.43,55.8,16.0,53.2,1
253,28.822,105.93,9.44,57.8,16.0,54.3,1
254,28.93,106.1,9.42,56.8,16.0,53.8,1
255,29.039,105.79,9.45,58.7,16.0,54.3,1
256,29.148,105.54,9.48,56.8,16.0,53.8,1
257,29.256,105.96,9.44,54.8,16.0,54.3,1
258,29.365,105.63,9.47,57.8,16.0,54.3,1
259,29.473,106.79,9.36,54.8,16.0,53.8,1
260,29.583,105.84,9.45,52.5,16.0,53.8,1
261,29.691,105.9,9.44,58.7,16.0,54.3,1
262,29.8,106.27,9.41,53.7,16.0,53.8,1
263,29.909,105.68,9.46,53.7,16.0,54.3,1
264,30.017,105.83,9.45,57.8,16.0,53.2,1
265,30.126,105.8,9.45,56.8,16.0,53.2,1
266,30.234,105.69,9.46,56.8,16.0,54.3,1
267,30.343,106.37,9.4,58.7,16.0,54.9,1
268,30.452,107.19,9.33,54.8,16.0,53.8,1
269,30.562,118.74,8.42,55.3,16.0,54.9,1
270,30.683,105.91,9.44,57.8,16.0,55.4,1
271,30.792,105.83,9.45,55.8,16.0,54.9,1
272,30.901,106.43,9.4,56.8,16.0,54.9,1
273,31.01,106.1,9.43,58.7,16.0,55.4,1
274,31.119,105.78,9.45,52.5,16.0,54.3,1
275,31.227,106.73,9.37,56.8,16.0,54.9,1
276,31.337,105.75,9.46,55.8,16.0,55.4,1
277,31.445,106.17,9.42,57.8,16.0,55.4,1
278,31.555,109.09,9.17,55.8,16.0,54.9,1
279,31.667,105.47,9.48,52.5,16.0,55.4,1
280,31.775,106.13,9.42,58.7,16.0,54.9,1
281,31.884,107.05,9.34,56.8,16.0,55.4,1
282,31.994,106.06,9.43,59.6,16.0,55.4,1
283,32.103,106.11,9.42,58.7,16.0,54.3,1
284,32.211,105.71,9.46,56.8,16.0,54.9,1
285,32.32,106.3,9.41,52.5,16.0,54.9,1
286,32.429,105.92,9.44,56.5,16.0,55.4,1
287,32.538,107.72,9.28,58.7,16.0,53.8,1
288,32.649,106.23,9.41,55.8,16.0,56.0,1
289,32.758,105.93,9.44,53.7,16.0,55.4,1
290,32.866,105.86,9.45,55.8,16.0,55.4,1
291,32.975,106.48,9.39,58.7,16.0,54.9,1
292,33.084,106.65,9.38,53.7,16.0,54.9,1
293,33.193,105.88,9.45,56.8,16.0,55.4,1
294,33.302,105.36,9.49,57.8,16.0,55.4,1
295,33.41,106.91,9.35,58.7,16.0,55.4,1
296,33.52,107.15,9.33,54.8,16.0,55.4,1
297,33.631,105.75,9.46,54.5,16.0,54.9,1
298,33.739,105.62,9.47,54.8,16.0,55.4,1
299,33.847,106.08,9.43,59.6,16.0,54.9,1
300,33.956,106.24,9.41,57.8,16.0,54.9,1
301,34.065,107.01,9.34,56.8,16.0,54.9,1
302,34.175,105.72,9.46,56.8,16.0,54.9,1
303,34.283,106.57,9.38,57.8,16.0,54.9,1
304,34.393,106.38,9.4,55.8,15.9,56.0,1
305,34.502,107.09,9.34,58.7,16.0,55.4,1
306,34.612,106.63,9.38,55.8,16.0,54.9,1
307,34.721,105.97,9.44,54.8,16.0,54.3,1
308,34.83,106.3,9.41,59.6,16.0,54.9,1
309,34.939,105.72,9.46,51.3,16.0,54.9,1
310,35.047,105.51,9.48,58.7,16.0,54.9,1
311,35.155,106.83,9.36,52.4,16.0,54.3,1
312,35.265,105.75,9.46,53.7,16.0,55.4,1
313,35.374,105.84,9.45,53.7,16.0,55.4,1
314,35.482,107.17,9.33,57.8,16.0,56.0,1
315,35.592,111.29,8.99,62.2,16.0,56.5,1
316,35.706,105.96,9.44,58.7,16.0,56.0,1
317,35.815,105.98,9.44,52.5,16.0,56.0,1
318,35.923,105.99,9.43,57.8,16.0,53.8,1
319,36.032,105.54,9.48,54.8,16.0,55.4,1
320,36.14,106.02,9.43,54.8,16.0,55.4,1
321,36.249,106.03,9.43,56.8,16.0,56.5,1
322,36.358,106.51,9.39,55.8,16.0,56.0,1
323,36.467,106.42,9.4,57.8,16.0,55.4,1
324,36.576,108.33,9.23,54.8,16.0,55.4,1
325,36.687,105.99,9.43,57.8,16.0,54.9,1
326,36.796,106.71,9.37,53.5,16.0,55.4,1
327,36.906,105.59,9.47,58.1,16.0,56.0,1
328,37.014,105.48,9.48,58.7,16.0,56.0,1
329,37.122,106.08,9.43,56.8,16.0,56.0,1
330,37.231,105.31,9.5,53.7,16.0,56.0,1
331,37.339,106.38,9.4,55.8,16.0,55.4,1
332,37.448,107.35,9.32,56.8,16.0,56.0,1
333,37.558,107.11,9.34,58.7,16.0,55.4,1
334,37.668,106.01,9.43,56.8,16.0,56.5,1
335,37.777,106.12,9.42,53.7,16.0,56.0,1
336,37.886,105.75,9.46,55.8,16.0,55.4,1
337,37.994,105.43,9.49,57.8,16.0,56.0,1
338,38.102,105.78,9.45,55.8,16.0,56.0,1
339,38.211,105.58,9.47,54.8,16.0,56.0,1
340,38.319,105.77,9.45,58.7,16.0,56.5,1
341,38.428,106.63,9.38,54.8,16.0,56.0,1
342,38.537,106.85,9.36,58.7,16.0,56.0,2
343,38.647,106.16,9.42,55.8,16.0,56.0,1
344,38.755,106.09,9.43,55.8,16.0,55.4,2
345,38.864,105.41,9.49,53.7,16.0,56.0,1
346,38.972,105.99,9.43,56.8,16.0,56.0,1
347,39.081,106.02,9.43,57.8,16.0,55.4,1
348,39.19,105.59,9.47,57.8,16.0,56.5,1
349,39.298,106.05,9.43,52.5,16.0,56.5,1
350,39.407,106.11,9.42,58.7,15.9,56.5,1
351,39.516,108.41,9.22,57.8,15.9,55.4,1
352,39.627,105.83,9.45,60.4,15.9,56.0,1
353,39.736,106.12,9.42,58.7,15.9,56.5,1
354,39.844,105.65,9.47,54.8,15.9,56.0,1
355,39.953,106.12,9.42,54.8,15.9,55.4,1
356,40.062,106.04,9.43,56.8,15.9,54.3,1
357,40.17,106.18,9.42,54.8,15.9,56.0,1
358,40.279,105.45,9.48,56.8,15.9,56.0,1
359,40.388,106.06,9.43,56.8,15.9,55.4,1
360,40.496,107.2,9.33,55.8,15.9,55.4,1
361,40.606,110.53,9.05,59.1,16.0,56.0,1
362,40.721,106.09,9.43,55.8,16.0,56.5,1
363,40.829,105.62,9.47,54.8,16.0,56.5,1
364,40.938,105.42,9.49,55.8,16.0,56.5,1
365,41.046,106.02,9.43,58.7,16.0,55.4,1
366,41.155,106.01,9.43,52.5,16.0,56.0,1
367,41.263,105.35,9.49,55.8,16.0,56.0,1
368,41.371,106.25,9.41,55.8,16.0,56.5,1
369,41.48,106.67,9.37,55.8,16.0,55.4,1
370,41.59,107.7,9.28,54.8,16.0,56.5,1
371,41.7,106.6,9.38,53.7,16.0,56.0,1
372,41.81,105.53,9.48,55.8,16.0,56.0,1
373,41.918,105.36,9.49,56.8,16.0,57.1,1
374,42.026,106.0,9.43,58.7,16.0,55.4,1
375,42.135,105.81,9.45,55.8,16.0,56.0,1
376,42.243,105.67,9.46,57.8,16.0,57.1,1
377,42.352,106.25,9.41,56.8,16.0,56.5,1
378,42.461,106.97,9.35,57.8,16.0,56.0,1
379,42.57,106.64,9.38,57.8,16.0,56.5,1
380,42.68,106.21,9.42,53.7,16.0,56.0,1
381,42.789,106.8,9.36,57.8,16.0,56.0,1
382,42.898,106.64,9.38,54.8,16.0,57.1,1
383,43.008,106.17,9.42,54.8,16.0,56.0,1
384,43.117,109.29,9.15,57.8,16.0,56.5,1
385,43.229,106.22,9.41,55.8,16.0,56.0,1
386,43.338,105.98,9.44,59.6,16.0,55.4,1
387,43.447,107.23,9.33,57.8,16.0,56.0,1
388,43.557,106.51,9.39,55.8,16.0,56.0,1
389,43.666,106.53,9.39,55.8,16.0,56.5,1
390,43.775,105.7,9.46,57.8,16.0,56.5,1
391,43.884,107.27,9.32,54.8,16.0,57.1,1
392,43.994,106.73,9.37,56.8,16.0,56.0,1
393,44.103,105.34,9.49,58.7,16.0,56.5,1
394,44.211,106.32,9.41,51.3,16.0,56.5,1
395,44.32,105.56,9.47,56.8,16.0,57.1,1
396,44.429,105.54,9.48,53.7,15.9,56.0,1
397,44.537,107.53,9.3,57.8,15.9,56.0,1
398,44.647,105.72,9.46,57.8,15.9,56.5,1
399,44.756,106.03,9.43,52.5,15.9,56.0,1
400,44.865,105.3,9.5,56.8,15.9,57.1,1
401,44.973,106.74,9.37,53.7,15.9,57.1,1
402,45.082,105.73,9.46,59.6,15.9,57.6,1
403,45.191,105.76,9.46,54.8,15.9,56.0,1
404,45.299,105.55,9.47,57.8,15.9,56.0,1
405,45.407,106.44,9.39,54.8,15.9,56.5,1
406,45.517,113.26,8.83,62.5,15.9,56.5,1
407,45.633,106.74,9.37,56.8,16.0,56.5,1
408,45.742,105.1,9.52,59.6,16.0,57.1,1
409,45.85,105.73,9.46,58.7,16.0,56.0,1
410,45.958,106.38,9.4,55.8,16.0,56.0,1
411,46.068,106.5,9.39,52.5,16.0,57.1,1
412,46.177,106.28,9.41,56.8,16.0,57.1,1
413,46.286,106.58,9.38,58.7,16.0,56.5,1
414,46.395,105.98,9.44,58.7,16.0,57.1,1
415,46.504,106.76,9.37,52.5,16.0,56.5,1
416,46.613,107.65,9.29,59.6,16.0,57.1,1
417,46.724,105.45,9.48,54.8,16.0,56.5,1
418,46.832,106.22,9.41,56.8,16.0,56.5,1
419,46.941,105.79,9.45,55.8,16.0,56.5,1
420,47.049,106.19,9.42,55.8,16.0,56.5,1
421,47.158,106.61,9.38,57.8,16.0,57.1,1
422,47.268,106.54,9.39,53.7,16.0,56.0,1
423,47.377,106.65,9.38,55.8,16.0,56.5,1
424,47.486,106.87,9.36,58.7,16.0,57.1,1
425,47.596,106.73,9.37,55.8,16.0,57.1,1
426,47.705,106.28,9.41,57.8,16.0,56.0,1
427,47.814,106.1,9.42,53.7,16.0,57.1,1
428,47.923,105.69,9.46,57.8,16.0,57.6,1
429,48.032,106.48,9.39,48.6,16.0,57.1,1
430,48.141,105.71,9.46,55.8,16.0,57.1,1
431,48.249,107.18,9.33,58.7,16.0,56.0,1
432,48.359,105.74,9.46,56.8,16.0,57.1,1
433,48.468,106.83,9.36,53.7,16.0,56.0,1
434,48.577,106.41,9.4,56.8,16.0,57.1,1
435,48.687,106.06,9.43,55.8,16.0,56.5,1
436,48.795,105.51,9.48,57.8,16.0,57.1,1
437,48.904,105.5,9.48,56.8,16.0,57.1,1
438,49.012,106.05,9.43,53.7,16.0,57.1,1
439,49.121,105.4,9.49,54.8,16.0,56.5,1
440,49.229,105.56,9.47,56.8,16.0,57.1,1
441,49.337,106.81,9.36,57.8,16.0,56.5,1
442,49.447,107.29,9.32,58.7,15.9,57.1,1
443,49.557,106.37,9.4,57.8,15.9,57.6,1
444,49.666,105.23,9.5,56.8,15.9,57.1,1
445,49.774,105.75,9.46,58.7,15.9,57.6,1
446,49.882,104.9,9.53,57.8,15.9,57.1,1
447,49.99,105.26,9.5,57.8,15.9,56.5,1
448,50.098,105.79,9.45,56.8,15.9,57.1,1
449,50.206,105.5,9.48,53.7,15.9,56.5,1
450,50.315,106.02,9.43,55.8,15.9,57.1,1
451,50.423,107.26,9.32,56.1,15.9,56.5,1
452,50.533,111.59,8.96,60.9,16.0,57.1,1
453,50.648,105.37,9.49,57.8,16.0,57.1,1
454,50.756,105.28,9.5,54.8,16.0,57.1,1
455,50.864,105.77,9.45,52.5,16.0,57.1,1
456,50.972,105.77,9.45,53.7,16.0,57.1,1
457,51.081,105.54,9.48,56.8,16.0,56.5,1
458,51.189,106.48,9.39,55.8,16.0,57.6,1
459,51.298,105.76,9.46,56.8,16.0,57.1,1
460,51.407,106.48,9.39,58.7,16.0,57.6,1
461,51.516,109.0,9.17,59.6,16.0,57.1,1
462,51.628,106.21,9.42,55.8,16.0,57.1,1
463,51.737,106.06,9.43,54.8,16.0,57.1,1
464,51.846,106.13,9.42,58.7,16.0,57.1,1
465,51.955,106.04,9.43,55.8,16.0,57.1,1
466,52.064,106.56,9.38,50.0,16.0,58.2,1
467,52.173,105.81,9.45,53.7,16.0,57.6,1
468,52.282,106.16,9.42,54.8,16.0,57.1,1
469,52.39,106.53,9.39,53.7,16.0,57.6,1
470,52.5,106.87,9.36,55.6,16.0,57.1,1
471,52.609,108.19,9.24,55.0,16.0,56.5,1
472,52.72,106.56,9.38,55.8,16.0,57.6,1
473,52.83,106.3,9.41,56.8,16.0,57.1,1
474,52.939,106.42,9.4,54.5,16.0,57.1,1
475,53.048,106.52,9.39,52.5,16.0,57.6,1
476,53.157,106.19,9.42,54.8,16.0,57.6,1
477,53.266,105.71,9.46,56.8,16.0,56.5,1
478,53.374,105.34,9.49,54.8,16.0,57.6,1
479,53.482,106.86,9.36,58.7,16.0,57.1,1
480,53.592,106.55,9.39,54.8,16.0,57.1,1
481,53.701,107.59,9.29,57.8,16.0,57.1,1
482,53.812,105.56,9.47,56.8,16.0,57.6,1
483,53.92,106.27,9.41,54.8,16.0,57.6,1
484,54.029,105.47,9.48,55.8,16.0,56.5,1
485,54.137,105.36,9.49,53.7,16.0,57.6,1
486,54.245,105.65,9.47,54.8,16.0,56.5,1
487,54.354,106.08,9.43,55.8,15.9,56.5,1
488,54.462,107.16,9.33,56.8,15.9,57.1,1
489,54.572,106.33,9.41,54.8,15.9,57.6,1
490,54.681,105.48,9.48,54.8,15.9,56.5,1
491,54.79,106.74,9.37,56.8,15.9,57.6,1
492,54.899,106.15,9.42,58.7,15.9,57.1,1
493,55.008,106.48,9.39,57.8,15.9,57.6,1
494,55.117,106.26,9.41,55.8,15.9,56.5,1
495,55.226,105.54,9.48,57.8,15.9,57.1,1
496,55.334,105.33,9.49,57.8,15.9,57.6,1
