model,scenario,run_id,imgsz,frames,mean_fps,min_fps,max_fps,mean_latency_ms,min_latency_ms,max_latency_ms,mean_cpu_percent,mean_detections_per_frame,total_detections,output_csv
yolo11n,S4_walking_real,1,640,1745,3.41,2.79,3.44,293.39,290.58,358.05,51.37,1.34,2344,Experiments/results_csv/YOLO_yolo11n_S4_walking_real_img640_run01.csv
