model,scenario,run_id,imgsz,frames,mean_fps,min_fps,max_fps,mean_latency_ms,min_latency_ms,max_latency_ms,mean_cpu_percent,mean_detections_per_frame,total_detections,output_csv
yolo11n,S4_walking_real,1,416,1745,7.65,5.18,7.76,130.68,128.9,193.16,55.04,1.19,2077,Experiments/results_csv/YOLO_yolo11n_S4_walking_real_img416_run01.csv
