phase,scenario,run_id,frames,mean_fps,mean_latency_ms,mean_cpu_percent,total_detections,raw_messages,filtered_messages,decision_messages,raw_decision_messages,mean_priority_score,output_csv
C3,P3_static_small_movement,1,1563,12.88,78.77,70.94,5366,5366,247,12,55,0.557,Experiments/results_csv/C3_P3_static_small_movement_run01.csv
