frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
398,1778951587.01,11.62,85.47,56.3,1,person
399,1778951587.09,11.65,85.19,60.0,1,person
400,1778951587.18,11.74,84.6,60.0,1,person
401,1778951587.27,11.58,85.72,57.6,1,person
402,1778951587.35,11.58,85.74,60.6,1,person
403,1778951587.44,11.69,84.87,60.0,1,person
404,1778951587.53,11.67,84.97,60.0,1,person
405,1778951587.61,11.72,84.72,56.2,1,person
406,1778951587.7,11.74,84.58,53.3,1,person
407,1778951587.78,11.69,84.95,58.8,1,person
408,1778951587.87,11.71,84.82,58.1,1,person
409,1778951587.95,11.62,85.45,62.2,1,person
410,1778951588.04,11.49,86.43,56.3,1,person
411,1778951588.13,11.67,85.05,56.2,1,person
412,1778951588.21,11.64,85.3,62.2,1,person
413,1778951588.3,11.72,84.68,57.6,1,person
414,1778951588.38,11.69,84.92,53.3,1,person
415,1778951588.47,11.72,84.7,60.0,1,person
416,1778951588.56,11.65,85.24,56.3,1,person
417,1778951588.64,11.57,85.81,58.8,1,person
418,1778951588.73,11.69,84.9,59.4,1,person
419,1778951588.81,11.63,85.38,57.6,1,person
420,1778951588.9,11.67,85.1,56.2,1,person
421,1778951588.99,11.62,85.42,58.8,1,person
422,1778951589.07,11.53,86.06,62.2,1,person
423,1778951589.16,11.6,85.57,57.6,1,person
424,1778951589.25,11.66,85.17,57.6,1,person
425,1778951589.33,11.72,84.72,56.3,1,person
426,1778951589.42,11.65,85.2,60.0,1,person
427,1778951589.5,11.64,85.27,54.8,1,person
428,1778951589.59,11.69,84.94,62.2,1,person
429,1778951589.68,11.76,84.4,60.6,1,person
430,1778951589.76,11.69,84.93,63.2,1,person
431,1778951589.85,11.72,84.7,57.6,1,person
432,1778951589.93,11.64,85.29,57.6,1,person
433,1778951590.02,11.45,86.75,57.6,1,person
434,1778951590.11,11.65,85.26,62.2,1,person
435,1778951590.19,11.78,84.27,54.8,1,person
436,1778951590.28,11.8,84.15,58.1,1,person
437,1778951590.36,11.73,84.61,61.1,1,person
438,1778951590.45,11.77,84.33,56.2,1,person
439,1778951590.53,11.75,84.51,57.6,1,person
440,1778951590.62,11.63,85.39,62.2,1,person
441,1778951590.7,11.9,83.4,57.6,1,person
442,1778951590.79,11.75,84.5,58.1,1,person
443,1778951590.87,11.75,84.48,62.2,1,person
444,1778951590.96,11.68,84.98,57.6,1,person
445,1778951591.05,11.58,85.72,60.0,1,person
446,1778951591.13,11.73,84.6,56.3,1,person
447,1778951591.22,11.75,84.5,61.8,1,person
448,1778951591.3,11.45,86.75,61.1,1,person
449,1778951591.39,11.31,87.77,63.9,1,person
450,1778951591.48,11.7,84.86,57.6,1,person
451,1778951591.56,11.73,84.66,59.4,1,person
452,1778951591.65,11.74,84.57,62.2,1,person
453,1778951591.73,11.73,84.66,57.6,1,person
454,1778951591.82,11.82,83.99,54.8,1,person
455,1778951591.91,11.7,84.89,62.2,1,person
456,1778951591.99,11.46,86.67,57.6,1,person
457,1778951592.08,11.74,84.38,58.8,1,person
458,1778951592.16,11.78,84.3,58.8,1,person
459,1778951592.25,11.81,84.06,60.0,1,person
460,1778951592.34,11.57,85.86,64.9,1,person
461,1778951592.42,11.84,83.85,56.2,1,person
462,1778951592.5,11.84,83.82,60.0,1,person
463,1778951592.59,11.82,83.98,61.1,1,person
464,1778951592.67,11.81,84.04,59.4,1,person
465,1778951592.76,11.88,83.58,51.7,1,person
