frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
314,1778952075.73,11.66,84.98,62.2,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
315,1778952075.81,11.66,85.08,58.1,6,"bottle,chair,microwave,bottle,bottle,bottle"
316,1778952075.9,11.6,85.4,60.0,7,"bottle,chair,microwave,bottle,bottle,bowl,bottle"
317,1778952075.99,11.54,85.94,54.8,5,"bottle,chair,microwave,bottle,bottle"
318,1778952076.07,11.49,86.29,58.8,5,"bottle,microwave,chair,bottle,bottle"
319,1778952076.16,11.62,85.4,63.2,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
320,1778952076.25,11.53,85.93,57.6,6,"microwave,bottle,chair,bottle,bottle,bottle"
321,1778952076.33,11.5,86.26,56.3,6,"bottle,microwave,chair,bottle,bottle,bottle"
322,1778952076.42,11.45,86.59,58.8,6,"bottle,chair,microwave,bottle,bottle,bottle"
323,1778952076.51,11.49,86.31,56.2,6,"bottle,microwave,chair,bottle,bottle,bottle"
324,1778952076.59,11.51,86.09,63.2,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
325,1778952076.68,11.46,86.55,58.3,6,"bottle,microwave,chair,bottle,bottle,bottle"
326,1778952076.77,11.44,86.61,58.8,6,"bottle,microwave,chair,bottle,bottle,bottle"
327,1778952076.86,11.53,85.99,57.6,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
328,1778952076.94,11.73,84.47,60.6,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
329,1778952077.03,11.42,86.88,57.6,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
330,1778952077.12,11.56,85.72,56.3,6,"bottle,microwave,chair,bowl,bottle,bottle"
331,1778952077.2,11.58,85.65,60.0,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
332,1778952077.29,11.49,86.24,62.5,6,"bottle,microwave,chair,bottle,bottle,bottle"
333,1778952077.38,11.73,84.49,61.8,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
334,1778952077.46,11.6,85.49,62.2,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
335,1778952077.55,11.62,85.32,57.6,5,"bottle,chair,microwave,bottle,bottle"
336,1778952077.64,11.48,86.32,56.3,8,"bottle,microwave,chair,bottle,bottle,bottle,bowl,bottle"
337,1778952077.72,11.41,86.95,58.8,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
338,1778952077.81,11.5,86.2,60.0,7,"bottle,microwave,chair,bottle,bottle,bottle,bottle"
339,1778952077.9,11.36,87.34,55.9,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
340,1778952077.99,11.51,86.09,64.1,6,"bottle,chair,microwave,bottle,bottle,bottle"
341,1778952078.08,11.34,87.45,60.0,6,"bottle,microwave,chair,bottle,bottle,bottle"
342,1778952078.16,11.31,87.62,61.1,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
343,1778952078.25,11.29,87.84,61.1,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
344,1778952078.34,11.69,84.85,59.4,7,"bottle,microwave,chair,bowl,bottle,bottle,bottle"
345,1778952078.42,11.78,84.18,56.2,6,"bottle,microwave,chair,bottle,bottle,bottle"
346,1778952078.51,11.52,86.05,63.2,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
347,1778952078.6,11.48,86.4,58.8,5,"bottle,microwave,chair,bottle,bottle"
348,1778952078.69,11.5,86.22,56.2,6,"bottle,microwave,chair,bottle,bottle,bowl"
349,1778952078.77,11.79,84.07,57.6,5,"microwave,bottle,chair,bottle,bottle"
350,1778952078.86,11.68,84.9,57.6,5,"bottle,microwave,chair,bottle,bottle"
351,1778952078.94,11.71,84.68,61.1,7,"bottle,microwave,chair,bottle,bottle,bottle,bottle"
352,1778952079.04,10.41,95.39,60.6,6,"microwave,bottle,chair,bottle,bottle,bottle"
353,1778952079.12,11.56,85.79,51.7,6,"microwave,bottle,chair,bottle,bottle,bottle"
354,1778952079.21,11.38,87.11,58.8,6,"bottle,chair,microwave,bottle,bottle,bottle"
355,1778952079.3,11.44,86.72,58.8,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
356,1778952079.39,11.61,85.35,58.8,6,"bottle,microwave,chair,bottle,bottle,bottle"
357,1778952079.47,11.71,84.72,57.6,8,"microwave,bottle,chair,bottle,bottle,bowl,bottle,bottle"
358,1778952079.56,11.68,84.92,60.0,6,"bottle,chair,microwave,bottle,bottle,bottle"
359,1778952079.64,11.58,85.7,57.6,6,"bottle,chair,microwave,bottle,bottle,bottle"
360,1778952079.73,11.6,85.47,58.8,6,"bottle,microwave,chair,bottle,bottle,bottle"
361,1778952079.82,11.46,86.5,62.2,7,"bottle,microwave,chair,bottle,bottle,bottle,bottle"
362,1778952079.91,11.4,86.97,62.2,6,"bottle,chair,microwave,bottle,bottle,bottle"
363,1778952080.0,11.1,89.35,59.5,7,"bottle,microwave,chair,bottle,bowl,bottle,bottle"
364,1778952080.09,11.4,86.91,61.8,7,"bottle,microwave,chair,bottle,bowl,bottle,bottle"
365,1778952080.17,11.43,86.76,56.3,6,"microwave,bottle,chair,bottle,bottle,bottle"
366,1778952080.26,11.5,86.15,58.8,8,"bottle,chair,microwave,bottle,bottle,bowl,bottle,bottle"
367,1778952080.35,11.52,86.05,59.5,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
368,1778952080.44,11.38,87.08,62.2,6,"bottle,microwave,chair,bottle,bowl,bottle"
369,1778952080.52,11.43,86.75,62.2,7,"bottle,chair,microwave,bottle,bottle,bowl,bottle"
370,1778952080.61,11.44,86.62,60.0,7,"bottle,chair,microwave,bottle,bottle,bowl,bottle"
371,1778952080.7,11.47,86.44,57.6,6,"bottle,chair,microwave,bottle,bottle,bottle"
372,1778952080.78,11.52,86.04,57.6,6,"bottle,microwave,chair,bottle,bottle,bottle"
373,1778952080.87,11.51,86.11,56.2,6,"bottle,chair,microwave,bottle,bottle,bottle"
374,1778952080.96,11.36,87.24,58.8,6,"microwave,bottle,chair,bottle,bottle,bottle"
375,1778952081.05,11.24,88.27,60.0,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
376,1778952081.14,11.41,86.86,57.1,6,"bottle,microwave,chair,bottle,bottle,bottle"
377,1778952081.22,11.49,86.28,56.3,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
378,1778952081.31,11.43,86.76,60.0,7,"bottle,chair,microwave,bottle,bottle,bowl,bottle"
379,1778952081.4,11.52,86.06,58.8,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
380,1778952081.49,11.38,87.1,63.2,6,"bottle,microwave,chair,bottle,bottle,bottle"
381,1778952081.58,11.45,86.63,62.2,7,"bottle,chair,microwave,bottle,bowl,bottle,bottle"
382,1778952081.66,11.41,86.89,60.0,8,"bottle,chair,microwave,bottle,bottle,bowl,bottle,bottle"
383,1778952081.75,11.38,87.13,63.4,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
384,1778952081.84,11.69,84.78,63.9,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
385,1778952081.92,11.65,85.15,56.3,7,"bottle,microwave,chair,bottle,bowl,bottle,bottle"
386,1778952082.01,11.7,84.72,58.8,7,"bottle,microwave,chair,bottle,bottle,bowl,bottle"
387,1778952082.09,11.62,85.39,60.0,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
388,1778952082.18,11.56,85.77,62.2,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
389,1778952082.27,11.4,86.94,58.8,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
390,1778952082.36,11.46,86.45,57.6,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
391,1778952082.44,11.44,86.66,58.8,6,"bottle,microwave,chair,bottle,bottle,bottle"
392,1778952082.53,11.35,87.33,56.2,6,"bottle,microwave,chair,bottle,bottle,bottle"
393,1778952082.62,11.47,86.48,61.1,7,"microwave,bottle,chair,bottle,bottle,bowl,bottle"
394,1778952082.71,11.45,86.57,56.3,7,"microwave,bottle,chair,bottle,bottle,bowl,bottle"
395,1778952082.8,11.49,86.28,61.5,7,"bottle,chair,microwave,bottle,bottle,bowl,bottle"
396,1778952082.88,11.36,87.17,62.2,7,"microwave,bottle,chair,bottle,bottle,bottle,bowl"
397,1778952082.97,11.41,86.89,62.2,7,"bottle,microwave,chair,bottle,bottle,bottle,bowl"
398,1778952083.06,11.3,87.7,57.6,7,"bottle,chair,microwave,bottle,bowl,bottle,bottle"
399,1778952083.15,11.47,86.46,61.1,7,"bottle,chair,microwave,bottle,bottle,bottle,bowl"
