frame,time_s,latency_ms,fps,cpu_percent,ram_percent,temperature_c,detections
62,27.893,423.52,2.36,43.0,16.5,52.7,1
63,28.321,423.31,2.36,43.0,16.6,52.7,1
64,28.749,423.61,2.36,44.0,16.6,52.1,1
65,29.177,424.88,2.35,43.7,16.5,52.7,1
66,29.607,423.56,2.36,45.0,16.5,52.7,1
67,30.035,424.87,2.35,44.1,16.6,53.2,1
68,30.465,422.97,2.36,45.3,16.6,52.7,1
69,30.892,427.79,2.34,46.8,16.5,53.8,1
70,31.325,424.29,2.36,43.4,16.6,52.7,1
71,31.754,426.07,2.35,47.5,16.5,53.2,1
72,32.184,424.44,2.36,45.0,16.5,52.7,1
73,32.614,424.25,2.36,43.5,16.5,54.3,1
74,33.042,425.11,2.35,45.3,16.6,53.2,1
75,33.472,424.51,2.36,44.7,16.7,52.7,1
76,33.901,423.42,2.36,43.7,16.6,53.2,1
77,34.329,423.58,2.36,43.7,16.6,53.2,1
78,34.758,423.67,2.36,44.1,16.5,53.8,1
79,35.186,422.92,2.36,43.0,16.6,54.3,1
80,35.613,423.46,2.36,43.4,16.5,53.2,1
81,36.042,428.98,2.33,46.6,16.6,53.8,1
82,36.475,423.97,2.36,45.0,16.6,53.2,1
83,36.904,426.0,2.35,44.0,16.6,53.8,1
84,37.334,424.44,2.36,43.7,16.6,54.3,1
85,37.763,425.2,2.35,45.7,16.5,53.8,1
86,38.193,424.76,2.35,44.4,16.6,53.8,1
87,38.623,423.72,2.36,45.3,16.6,54.3,1
88,39.051,425.86,2.35,43.5,16.6,54.3,1
89,39.481,423.94,2.36,43.4,16.6,55.4,1
90,39.911,424.23,2.36,46.0,16.6,54.3,1
91,40.34,424.78,2.35,44.7,16.6,54.9,0
92,40.769,428.2,2.34,45.0,16.5,54.3,1
93,41.202,424.22,2.36,46.0,16.5,53.8,1
94,41.631,424.19,2.36,45.7,16.6,54.3,1
95,42.06,427.24,2.34,46.6,16.6,55.4,1
96,42.492,423.76,2.36,45.0,16.6,54.3,1
97,42.92,424.76,2.35,43.1,16.6,54.3,1
98,43.349,424.0,2.36,42.7,16.7,55.4,1
99,43.778,424.12,2.36,45.0,16.6,54.9,1
100,44.207,423.82,2.36,45.7,16.7,54.9,1
101,44.635,425.22,2.35,45.0,16.6,54.9,1
102,45.065,424.43,2.36,45.7,16.6,54.3,1
103,45.494,423.23,2.36,45.3,16.6,52.7,1
104,45.922,429.0,2.33,46.2,16.5,54.9,1
105,46.356,424.99,2.35,45.7,16.6,54.9,1
106,46.785,425.41,2.35,43.0,16.5,55.4,2
107,47.215,424.86,2.35,44.4,16.6,54.3,2
108,47.645,424.11,2.36,42.7,16.6,55.4,1
109,48.074,425.51,2.35,45.1,16.6,55.4,1
110,48.504,423.43,2.36,45.0,16.5,54.9,1
111,48.932,424.97,2.35,44.0,16.5,54.3,1
112,49.362,424.45,2.36,45.0,16.6,54.9,1
113,49.791,423.83,2.36,43.7,16.5,54.9,1
114,50.219,422.76,2.37,44.7,16.5,55.4,8
115,50.646,424.61,2.36,46.3,16.6,55.4,6
116,51.076,431.61,2.32,47.8,16.7,54.9,6
117,51.512,425.04,2.35,44.0,17.0,54.3,6
118,51.942,423.98,2.36,44.4,17.1,54.3,2
119,52.37,426.12,2.35,44.7,17.3,54.3,1
120,52.801,427.57,2.34,46.0,17.6,54.9,1
121,53.235,425.81,2.35,44.1,17.8,54.3,1
122,53.665,424.93,2.35,46.3,18.0,54.3,1
123,54.095,426.36,2.35,44.0,18.0,54.3,1
124,54.526,425.39,2.35,45.3,18.1,53.8,1
125,54.956,427.37,2.34,46.0,17.8,54.9,5
126,55.389,424.79,2.35,44.0,17.8,54.9,5
127,55.818,427.66,2.34,47.5,17.6,55.4,3
128,56.251,423.87,2.36,46.3,17.6,55.4,9
129,56.679,426.16,2.35,44.4,17.5,54.9,7
130,57.11,427.63,2.34,43.7,17.4,54.3,6
131,57.543,425.62,2.35,45.0,17.6,54.3,6
132,57.973,424.36,2.36,44.4,17.4,54.9,6
133,58.402,427.03,2.34,43.8,17.4,54.9,6
134,58.834,425.56,2.35,46.6,17.3,55.4,7
135,59.264,426.38,2.35,46.3,17.2,55.4,7
136,59.695,426.41,2.35,44.0,17.1,54.9,6
