frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
170,1778952356.22,11.12,89.08,58.3,4,"bottle,bowl,bottle,bottle"
171,1778952356.31,11.12,89.1,59.5,4,"bottle,microwave,bottle,bottle"
172,1778952356.4,11.15,88.89,59.5,5,"person,bottle,bottle,bottle,microwave"
173,1778952356.49,11.11,89.22,61.5,5,"person,bottle,microwave,bottle,bottle"
174,1778952356.58,11.16,88.81,55.9,5,"person,bottle,bottle,bottle,bottle"
175,1778952356.67,11.1,89.22,60.5,6,"person,bottle,microwave,bottle,bottle,bottle"
176,1778952356.76,11.06,89.65,59.5,6,"person,bottle,bottle,microwave,bottle,bottle"
177,1778952356.85,11.15,88.96,57.1,4,"person,bottle,bottle,bottle"
178,1778952356.94,11.23,88.27,57.1,5,"person,bottle,bottle,bottle,bowl"
179,1778952357.03,10.9,91.0,57.1,4,"person,bottle,bowl,bottle"
180,1778952357.12,11.02,89.96,57.1,4,"person,bottle,bowl,microwave"
181,1778952357.21,11.09,89.41,58.3,1,person
182,1778952357.3,11.16,88.87,59.5,2,"person,person"
183,1778952357.39,11.04,89.73,58.3,3,"person,person,person"
184,1778952357.5,9.95,99.77,60.0,5,"person,person,bottle,bowl,sink"
185,1778952357.59,11.12,89.2,61.5,5,"person,person,bottle,person,bowl"
186,1778952357.68,11.12,89.11,57.1,2,"person,person"
187,1778952357.77,11.13,89.09,61.5,4,"person,person,bottle,bottle"
188,1778952357.86,11.16,88.88,53.1,4,"person,person,bottle,bottle"
189,1778952357.95,11.16,88.85,61.5,2,"person,bottle"
190,1778952358.04,10.89,90.99,55.9,2,"person,bottle"
191,1778952358.13,10.89,91.08,59.5,5,"person,person,bottle,bottle,bottle"
192,1778952358.22,11.05,89.74,58.3,5,"person,bottle,person,bottle,bottle"
193,1778952358.31,11.03,89.85,58.3,7,"person,bottle,bottle,bottle,person,microwave,bottle"
194,1778952358.4,11.02,89.97,59.5,7,"microwave,bottle,person,bottle,bottle,bottle,person"
195,1778952358.49,10.94,90.72,60.5,6,"bottle,bottle,person,bottle,bottle,person"
196,1778952358.59,10.97,90.41,59.5,5,"bottle,bottle,bottle,microwave,bottle"
197,1778952358.68,10.98,90.35,57.9,4,"bottle,bottle,bottle,bottle"
198,1778952358.77,11.05,89.71,58.3,5,"bottle,microwave,person,bottle,bottle"
199,1778952358.86,11.08,89.54,59.5,6,"bottle,bottle,bottle,microwave,bowl,bottle"
200,1778952358.95,11.02,90.01,57.1,6,"bottle,bottle,bottle,bowl,bottle,microwave"
201,1778952359.04,10.84,91.47,58.3,5,"bottle,bowl,bottle,bottle,bottle"
202,1778952359.13,11.04,89.73,54.5,4,"bottle,bottle,bottle,bowl"
203,1778952359.22,11.1,89.28,60.5,6,"bottle,bottle,bottle,bowl,bottle,microwave"
204,1778952359.31,11.02,89.98,58.3,4,"bottle,bowl,bottle,bottle"
205,1778952359.4,11.06,89.68,57.1,3,"bottle,bottle,bottle"
