frame,fps,latency_ms,cpu_percent,raw_messages,filtered_messages,blocked_messages,messages
144,11.57,85.79,62.2,3,1,2,tv ahead
145,11.69,84.92,58.8,2,0,2,
146,11.7,84.86,56.3,3,0,3,
147,11.59,85.65,59.5,3,1,2,microwave ahead
148,11.59,85.65,60.0,3,0,3,
149,11.76,84.39,58.8,3,1,2,microwave on your left
150,11.68,85.03,56.3,3,0,3,
151,11.71,84.76,57.6,3,1,2,person on your right
152,11.63,85.42,57.6,4,2,2,person on your left | person on your left
153,11.48,86.45,60.0,4,0,4,
154,11.7,84.91,62.2,4,0,4,
155,11.57,85.79,60.0,4,0,4,
156,11.72,84.66,60.0,1,0,1,
157,11.67,85.08,54.8,1,0,1,
158,11.67,85.09,60.0,1,0,1,
159,11.72,84.72,58.8,1,0,1,
160,11.79,84.15,57.6,1,0,1,
161,11.75,84.5,61.1,1,0,1,
162,11.72,84.73,60.0,1,0,1,
163,11.72,84.75,58.8,2,0,2,
164,11.88,83.6,61.1,2,1,1,person on your right
165,11.74,84.62,61.1,2,0,2,
166,11.76,84.44,53.3,2,1,1,person on your right
167,11.55,85.96,61.1,2,0,2,
168,11.8,84.18,54.8,2,0,2,
169,11.71,84.81,60.0,2,0,2,
170,11.67,85.08,60.0,2,0,2,
171,11.62,85.41,57.6,2,0,2,
172,11.64,85.27,60.0,2,0,2,
173,11.64,85.23,61.1,2,0,2,
174,11.66,85.08,57.6,2,1,1,person ahead
175,11.44,86.79,60.5,2,0,2,
176,11.66,85.11,58.8,2,0,2,
177,11.46,86.59,60.0,2,0,2,
178,11.17,88.84,58.3,2,0,2,
179,11.47,86.5,57.6,1,0,1,
180,11.51,86.18,53.3,1,0,1,
181,10.99,90.44,63.9,1,0,1,
182,11.45,86.67,58.8,1,1,0,person on your left
183,11.62,85.46,61.1,1,0,1,
184,11.68,85.01,56.3,1,0,1,
185,11.66,85.18,61.1,1,0,1,
186,11.63,85.38,56.3,1,0,1,
187,11.55,85.98,57.6,1,0,1,
188,11.55,85.96,60.0,2,1,1,microwave ahead
189,11.66,85.17,58.8,2,0,2,
190,11.39,87.22,60.0,2,0,2,
191,11.56,85.94,61.1,2,2,0,person on your left | microwave on your left
192,11.59,85.62,58.8,2,1,1,microwave ahead
193,11.41,87.05,58.8,2,1,1,person on your left
194,11.58,85.72,58.8,2,0,2,
195,11.68,85.05,63.9,2,0,2,
196,11.6,85.57,57.1,2,0,2,
197,11.57,85.76,64.1,2,0,2,
198,11.49,86.34,56.3,2,0,2,
199,11.63,85.33,60.0,2,0,2,
200,11.58,85.78,63.2,2,0,2,
201,11.32,87.66,57.6,2,1,1,person on your left
202,11.73,84.64,58.8,2,0,2,
203,11.57,85.87,61.1,2,1,1,microwave on your left
204,11.84,83.84,58.8,2,0,2,
205,11.78,84.31,58.8,2,0,2,
206,11.76,84.43,60.0,1,1,0,person on your left
207,11.8,84.12,56.3,1,0,1,
208,11.86,83.66,61.8,2,1,1,person on your left
209,11.83,83.96,56.3,2,0,2,
210,11.83,83.86,62.2,2,0,2,
211,11.79,84.22,60.0,2,0,2,
212,11.64,85.27,53.3,2,0,2,
213,11.46,86.64,58.8,2,0,2,
214,11.74,84.53,61.1,2,0,2,
215,11.8,84.11,60.0,2,0,2,
216,11.8,84.14,56.3,2,1,1,person ahead
217,11.79,84.19,56.2,3,1,2,person on your left
218,11.81,84.1,60.0,3,0,3,
219,11.78,84.27,58.8,2,0,2,
220,11.72,84.74,58.8,3,1,2,microwave on your left
221,11.76,84.33,60.0,2,0,2,
222,11.74,84.54,60.6,2,0,2,
223,11.64,85.28,56.3,2,0,2,
224,11.83,83.94,61.1,2,0,2,
225,11.55,85.98,58.8,3,1,2,microwave ahead
226,11.76,84.45,60.0,2,0,2,
227,11.68,84.96,58.8,2,0,2,
228,11.71,84.76,58.8,2,0,2,
229,11.6,85.54,60.0,2,0,2,
230,11.42,86.87,61.5,2,0,2,
231,11.41,87.0,57.6,2,1,1,person ahead
232,11.58,85.67,61.1,1,1,0,person ahead
233,11.6,85.58,58.8,1,1,0,person on your left
234,11.73,84.66,63.2,1,1,0,person ahead
235,11.62,85.42,58.8,1,0,1,
236,11.38,87.28,62.2,1,0,1,
237,11.59,85.71,61.1,1,0,1,
238,11.67,85.04,57.6,1,0,1,
239,11.03,90.04,64.9,1,0,1,
240,11.4,87.02,61.1,1,0,1,
241,11.6,85.62,58.8,1,0,1,
242,11.68,84.99,57.6,1,0,1,
243,11.6,85.63,58.8,1,0,1,
244,11.61,85.53,61.1,1,0,1,
245,11.65,85.23,62.2,2,2,0,person on your right | person ahead
246,11.53,86.1,56.3,2,0,2,
247,11.58,85.76,58.8,2,0,2,
248,11.44,86.85,60.0,2,0,2,
249,11.6,85.59,60.0,2,0,2,
250,11.58,85.72,60.0,2,0,2,
251,11.43,86.88,61.1,2,0,2,
252,11.5,86.34,62.2,2,0,2,
253,11.73,84.63,61.1,2,0,2,
254,11.55,86.0,54.8,2,0,2,
255,11.71,84.72,58.8,2,0,2,
256,11.46,86.61,58.8,2,0,2,
257,11.64,85.27,58.8,2,1,1,person on your right
258,11.64,85.33,58.8,2,1,1,person on your left
259,11.51,86.29,57.6,2,0,2,
260,11.5,86.19,60.0,2,0,2,
261,11.61,85.54,61.1,2,0,2,
262,11.64,85.25,57.6,2,0,2,
263,11.66,85.16,61.1,2,0,2,
264,11.65,85.21,58.8,2,0,2,
265,11.67,85.08,62.2,2,0,2,
266,11.64,85.31,60.0,2,0,2,
267,11.66,85.13,56.3,2,0,2,
268,11.6,85.55,57.6,2,1,1,person ahead
269,11.72,84.75,61.1,2,0,2,
270,11.61,85.49,56.2,2,0,2,
271,11.55,86.02,64.9,2,0,2,
272,11.65,85.19,58.8,2,0,2,
273,11.66,85.18,58.8,2,0,2,
274,11.68,84.99,56.3,2,0,2,
275,11.67,85.07,58.8,2,0,2,
276,11.63,85.39,56.3,2,0,2,
277,11.66,85.14,60.0,3,2,1,person on your right | tv ahead
278,11.68,85.02,56.3,3,0,3,
279,11.58,85.73,57.6,4,1,3,microwave ahead
280,11.62,85.49,61.1,3,0,3,
281,11.37,87.32,56.3,3,1,2,microwave on your left
282,11.46,86.6,55.9,3,0,3,
283,11.31,87.75,60.0,3,0,3,
284,11.62,85.36,57.6,3,1,2,person on your right
285,11.45,86.65,63.2,3,0,3,
286,11.39,87.13,61.1,4,2,2,person on your right | person on your left
287,11.65,85.18,62.2,4,0,4,
288,11.6,85.6,58.8,4,0,4,
289,11.63,85.37,63.2,4,0,4,
290,11.68,84.98,56.3,3,0,3,
291,11.56,85.89,62.2,4,0,4,
292,11.44,86.74,58.8,4,0,4,
293,11.42,86.89,58.3,4,1,3,person on your right
294,11.38,87.21,57.6,4,0,4,
295,11.65,85.21,58.8,3,0,3,
296,11.42,86.88,54.5,3,0,3,
297,9.75,101.91,59.0,3,0,3,
298,11.5,86.32,58.8,3,1,2,person on your right
299,11.48,86.44,53.1,2,0,2,
300,11.53,86.07,58.8,2,0,2,
301,11.43,86.81,61.1,3,0,3,
302,11.7,84.82,61.1,2,0,2,
303,11.66,85.17,58.8,2,0,2,
304,11.61,85.56,61.1,3,0,3,
305,11.55,86.0,57.6,3,0,3,
306,11.63,85.22,58.8,2,0,2,
307,11.6,85.52,60.0,2,0,2,
308,11.55,85.86,58.8,2,0,2,
309,11.5,86.28,64.9,2,0,2,
310,11.68,85.02,63.2,3,0,3,
311,11.56,85.8,57.6,3,0,3,
312,11.79,84.13,62.2,2,0,2,
313,11.68,85.02,56.3,2,0,2,
314,11.75,84.53,57.6,2,0,2,
315,11.75,84.52,62.2,2,0,2,
316,11.74,84.61,57.6,2,0,2,
317,11.45,86.74,61.1,2,0,2,
318,11.59,85.71,56.2,2,0,2,
319,11.63,85.35,56.3,2,0,2,
320,11.66,85.16,63.2,2,0,2,
321,11.7,84.81,58.8,2,0,2,
322,11.79,84.22,58.8,2,0,2,
323,11.76,84.46,62.9,2,0,2,
324,11.66,85.12,58.8,2,0,2,
325,11.76,84.44,58.8,3,1,2,person on your left
326,11.75,84.51,57.6,2,0,2,
327,11.77,84.38,57.6,3,0,3,
328,11.72,84.71,61.1,2,0,2,
329,11.48,86.55,60.0,2,0,2,
330,11.76,84.47,61.1,3,1,2,person on your right
331,11.68,85.0,60.6,3,0,3,
332,11.69,84.9,57.6,2,0,2,
333,11.61,85.56,60.0,3,1,2,person on your right
334,11.68,84.96,62.2,2,0,2,
335,11.55,85.94,57.6,2,0,2,
336,11.66,85.14,60.0,2,0,2,
337,11.65,85.22,56.3,2,0,2,
338,11.73,84.64,62.2,2,0,2,
339,11.62,85.45,58.8,2,1,1,person ahead
340,11.44,86.76,63.2,2,0,2,
341,11.73,84.64,62.2,2,0,2,
342,11.64,85.33,57.6,2,0,2,
343,11.66,85.18,60.0,2,0,2,
344,11.63,85.35,58.8,2,1,1,person ahead
345,11.7,84.8,58.8,2,1,1,microwave on your left
346,11.66,85.15,58.8,2,0,2,
347,11.71,84.8,58.8,1,0,1,
348,11.47,86.59,58.8,1,0,1,
349,11.7,84.81,63.9,1,0,1,
350,11.47,86.51,57.1,1,0,1,
351,11.65,85.17,58.8,2,1,1,person on your right
352,11.42,86.98,60.0,2,0,2,
353,11.6,85.6,60.0,2,0,2,
354,11.34,87.53,60.0,2,0,2,
355,10.15,97.83,60.5,2,1,1,person on your left
356,11.37,87.27,60.0,2,0,2,
357,11.58,85.72,60.0,2,1,1,person on your right
358,11.4,87.04,63.2,2,0,2,
359,11.4,87.09,60.5,2,0,2,
360,11.41,86.95,62.2,2,0,2,
361,11.45,86.64,62.2,2,0,2,
362,11.47,86.52,57.6,2,0,2,
363,11.3,87.85,55.9,2,1,1,person on your right
364,11.37,87.25,60.0,2,0,2,
365,11.34,87.54,60.6,2,0,2,
366,11.21,88.5,61.1,2,0,2,
367,11.47,86.56,60.0,2,0,2,
368,11.39,87.14,57.6,2,1,1,person ahead
369,11.5,86.32,58.3,2,0,2,
370,11.32,87.7,60.0,2,1,1,person on your right
371,11.39,87.16,62.2,2,1,1,person on your left
372,11.47,86.49,60.0,2,0,2,
373,11.38,87.21,60.5,2,1,1,person ahead
374,11.41,86.99,62.2,2,2,0,person on your left | person on your right
375,11.24,88.29,60.0,1,0,1,
376,11.33,87.6,59.5,1,0,1,
377,11.41,86.95,62.2,1,0,1,
378,11.42,86.88,57.6,1,0,1,
379,11.41,86.99,58.8,1,0,1,
380,11.43,86.83,60.0,1,0,1,
381,11.49,86.41,56.3,1,0,1,
382,11.43,86.84,59.5,1,0,1,
383,11.6,85.55,58.8,2,1,1,microwave ahead
384,11.49,86.37,57.6,2,0,2,
385,11.5,86.28,60.0,2,0,2,
386,11.22,88.45,57.1,2,1,1,microwave on your left
387,11.45,86.69,58.8,2,0,2,
388,11.48,86.42,60.0,2,0,2,
389,11.51,86.22,61.1,3,1,2,person on your left
390,11.53,86.04,63.2,3,0,3,
391,11.5,86.33,56.2,2,0,2,
392,11.56,85.84,56.3,3,0,3,
393,11.52,86.12,58.8,3,0,3,
394,11.41,86.99,61.5,2,0,2,
395,11.46,86.58,63.2,1,0,1,
396,11.5,86.27,57.6,2,1,1,person on your left
397,11.22,88.4,57.1,1,0,1,
398,11.5,86.3,61.1,1,0,1,
399,11.43,86.85,60.0,1,0,1,
400,11.49,86.36,58.8,1,0,1,
401,11.55,85.9,58.8,1,0,1,
402,11.49,86.38,60.0,1,0,1,
403,11.52,86.15,61.5,1,0,1,
404,11.52,86.14,54.8,1,0,1,
405,11.5,86.28,58.8,1,0,1,
406,11.54,85.98,57.6,1,0,1,
407,11.45,86.65,62.2,1,0,1,
408,11.63,85.34,61.1,1,0,1,
409,11.32,87.63,57.6,1,0,1,
410,11.44,86.76,57.6,1,0,1,
411,11.54,85.95,55.9,1,0,1,
412,10.12,98.09,62.2,2,1,1,tv on your left
413,11.34,87.51,60.0,2,0,2,
414,11.35,87.41,59.5,1,0,1,
415,11.44,86.79,57.6,2,1,1,person on your left
416,11.44,86.78,61.1,2,0,2,
417,11.39,87.11,60.0,2,0,2,
418,11.4,87.04,59.5,1,0,1,
419,11.36,87.35,62.2,1,0,1,
420,11.23,88.4,60.0,2,0,2,
421,11.4,87.04,61.1,1,0,1,
422,11.43,86.84,59.5,1,0,1,
423,11.27,88.09,60.0,2,1,1,person on your right
424,11.38,87.16,58.8,3,0,3,
425,11.39,87.13,58.8,2,0,2,
426,11.46,86.61,56.3,3,0,3,
427,11.45,86.65,58.8,4,2,2,person on your right | person on your right
428,11.51,86.24,54.5,2,0,2,
429,11.49,86.37,63.2,2,0,2,
430,11.37,87.27,62.2,3,0,3,
431,11.19,88.7,60.5,3,1,2,microwave ahead
432,11.53,85.94,60.0,3,1,2,refrigerator ahead
433,11.52,86.12,64.1,2,0,2,
434,11.61,85.48,56.3,2,0,2,
435,11.52,86.14,57.6,2,0,2,
436,11.42,86.89,55.9,2,0,2,
437,11.43,86.85,57.6,2,0,2,
438,11.41,86.99,61.1,2,0,2,
439,11.45,86.69,61.5,2,0,2,
440,11.39,87.13,62.2,2,0,2,
441,11.32,87.66,60.0,2,0,2,
442,11.46,86.58,60.0,2,1,1,person ahead
443,11.19,88.7,59.5,2,0,2,
444,11.41,86.94,62.2,2,0,2,
445,11.36,87.36,54.5,2,0,2,
446,11.39,87.14,60.0,2,0,2,
447,11.49,86.34,61.1,2,0,2,
448,11.47,86.53,58.8,2,0,2,
449,11.46,86.57,62.2,2,0,2,
450,11.4,87.03,58.3,2,0,2,
451,11.48,86.44,63.2,1,0,1,
452,11.45,86.69,54.8,1,0,1,
453,11.46,86.57,58.8,1,0,1,
454,11.36,87.31,60.0,1,1,0,person on your right
455,11.37,87.33,54.8,1,0,1,
456,11.36,87.38,57.6,3,2,1,person ahead | tv on your left
457,11.42,86.88,54.5,2,0,2,
458,11.46,86.56,57.6,2,0,2,
459,11.64,85.23,54.8,2,0,2,
460,11.45,86.69,62.2,2,0,2,
461,11.37,87.3,62.2,2,0,2,
462,11.3,87.84,59.5,2,0,2,
463,11.46,86.62,61.1,2,0,2,
464,11.44,86.74,60.0,2,0,2,
465,11.43,86.85,63.2,2,1,1,person on your left
466,11.24,88.31,55.9,2,0,2,
467,11.41,86.98,57.6,2,1,1,person ahead
468,11.44,86.77,58.8,2,0,2,
469,10.81,91.79,64.7,2,0,2,
470,11.33,87.6,59.5,2,0,2,
471,11.45,86.67,60.0,2,1,1,person ahead
472,11.36,87.27,58.8,2,0,2,
473,11.47,86.53,57.6,2,1,1,person on your left
474,11.36,87.33,60.0,2,0,2,
475,11.45,86.67,57.1,2,0,2,
476,11.42,86.94,57.6,2,0,2,
477,11.13,89.23,64.1,2,0,2,
478,11.35,87.47,56.3,2,0,2,
479,11.36,87.28,57.6,2,0,2,
480,11.23,88.37,58.8,2,0,2,
481,11.42,86.89,62.2,2,0,2,
482,11.41,87.0,59.5,2,0,2,
483,11.41,86.98,62.2,3,1,2,person on your left
484,11.4,87.08,62.2,3,1,2,person on your right
485,11.59,85.63,57.6,3,0,3,
486,11.48,86.46,57.6,3,1,2,person on your left
487,11.46,86.56,61.1,3,0,3,
488,11.27,88.09,58.8,2,0,2,
489,11.5,86.25,53.1,4,1,3,tv ahead
490,11.52,86.16,58.8,3,1,2,person on your right
491,11.52,86.17,63.2,2,0,2,
492,11.54,85.99,58.8,2,0,2,
493,11.49,86.39,57.6,2,0,2,
494,11.53,86.05,60.0,3,0,3,
495,11.52,86.14,61.1,2,0,2,
496,11.53,86.08,60.0,2,0,2,
497,11.56,85.86,54.8,2,0,2,
498,11.47,86.53,60.0,2,0,2,
499,11.58,85.73,62.2,2,0,2,
500,11.36,87.33,60.0,3,0,3,
501,11.47,86.52,63.2,3,1,2,person on your right
502,11.52,86.15,57.6,3,0,3,
503,11.51,86.21,54.8,3,1,2,person ahead
504,11.4,87.02,58.8,4,1,3,couch on your left
505,11.61,85.46,57.6,4,0,4,
506,11.44,86.72,62.2,4,0,4,
507,11.51,86.24,57.6,3,0,3,
508,11.58,85.72,56.3,3,0,3,
509,11.54,85.98,58.8,2,0,2,
510,11.54,85.98,57.6,3,2,1,person on your right | microwave ahead
511,11.48,86.43,60.0,3,0,3,
512,11.39,87.13,57.6,3,1,2,microwave on your left
513,11.51,86.22,56.3,3,0,3,
514,11.47,86.53,55.9,3,0,3,
515,11.46,86.58,62.2,3,1,2,person on your left
516,11.47,86.53,61.1,4,1,3,person on your left
517,11.45,86.64,61.1,4,0,4,
518,11.51,86.2,53.3,4,0,4,
519,11.54,86.01,58.8,3,0,3,
520,11.48,86.42,62.2,4,0,4,
521,11.49,86.37,63.2,4,0,4,
522,11.51,86.21,57.6,4,0,4,
523,11.32,87.71,57.6,4,0,4,
524,11.49,86.4,57.6,4,0,4,
525,11.49,86.36,57.6,4,0,4,
526,10.4,95.44,61.5,4,0,4,
527,11.32,87.66,60.0,4,0,4,
528,11.4,87.09,54.8,4,0,4,
529,11.44,86.76,56.3,4,0,4,
530,11.39,87.11,57.1,4,0,4,
531,11.33,87.64,57.6,5,2,3,person ahead | clock on your left
532,11.5,86.27,53.1,4,0,4,
533,11.41,86.93,61.1,4,0,4,
534,11.15,88.97,60.0,4,0,4,
535,11.44,86.77,60.5,3,0,3,
536,11.52,86.16,57.6,4,0,4,
537,11.07,89.66,54.8,3,0,3,
538,11.41,86.97,54.5,3,1,2,person on your left
539,11.4,87.09,57.6,3,0,3,
540,11.38,87.22,58.8,3,1,2,microwave ahead
541,11.38,87.19,55.9,3,0,3,
542,11.33,87.56,56.3,3,1,2,person on your left
543,11.41,87.02,61.1,2,0,2,
544,11.4,87.03,58.8,4,1,3,person on your left
545,11.21,88.56,58.3,3,0,3,
546,11.36,87.36,56.3,3,1,2,person ahead
547,11.37,87.29,57.6,3,0,3,
548,11.34,87.49,57.1,4,1,3,tv ahead
549,11.36,87.38,61.1,2,0,2,
550,11.24,88.33,62.2,2,0,2,
551,11.42,86.93,55.9,2,0,2,
552,11.37,87.31,58.8,2,0,2,
553,11.38,87.19,56.3,2,1,1,person ahead
554,11.43,86.85,54.5,3,1,2,remote on your left
555,11.4,87.06,58.8,2,0,2,
556,11.37,87.24,60.0,1,0,1,
557,11.31,87.76,58.8,1,0,1,
558,11.43,86.85,61.1,1,0,1,
559,11.42,86.9,55.9,1,0,1,
560,11.37,87.26,57.6,2,2,0,person ahead | person ahead
561,11.39,87.11,58.8,2,0,2,
562,11.41,87.01,54.5,2,0,2,
563,11.35,87.45,56.3,2,0,2,
564,11.4,87.07,57.6,2,0,2,
565,11.42,86.92,57.6,2,0,2,
566,11.38,87.23,55.9,2,1,1,person on your right
567,11.38,87.22,57.6,2,0,2,
568,11.24,88.28,61.1,2,0,2,
569,11.25,88.25,55.9,2,0,2,
570,11.23,88.35,61.1,2,1,1,person ahead
571,11.37,87.28,58.3,2,0,2,
572,11.39,87.14,58.8,2,0,2,
573,11.33,87.63,57.6,2,2,0,person on your left | person on your right
574,11.46,86.6,60.0,2,0,2,
575,11.33,87.61,57.1,3,1,2,person on your left
576,11.35,87.46,62.2,2,0,2,
577,11.33,87.57,60.0,2,0,2,
578,11.24,88.28,57.1,2,0,2,
579,11.25,88.24,60.0,2,0,2,
580,11.34,87.55,57.6,2,1,1,person on your right
581,11.4,87.01,55.9,2,0,2,
582,10.69,92.91,61.8,2,1,1,person on your left
583,11.28,87.96,60.0,2,0,2,
584,11.29,87.88,58.3,2,0,2,
585,11.34,87.52,60.0,2,0,2,
586,11.34,87.49,56.3,2,0,2,
587,11.53,86.04,62.2,3,1,2,tv ahead
588,11.33,87.59,58.3,3,0,3,
589,11.39,87.13,57.6,3,0,3,
590,11.43,86.83,61.1,3,0,3,
591,11.25,88.2,61.1,2,0,2,
592,11.42,86.87,58.3,3,0,3,
593,11.54,86.0,58.8,3,0,3,
594,11.08,89.55,64.1,3,0,3,
595,11.43,86.82,58.8,2,0,2,
596,11.45,86.65,54.5,3,1,2,person on your right
597,11.36,87.33,58.8,3,0,3,
598,11.48,86.4,60.0,3,0,3,
599,11.41,86.98,61.1,3,1,2,person on your right
600,11.48,86.42,54.5,2,1,1,microwave ahead
601,11.41,86.98,60.0,2,0,2,
602,11.35,87.44,60.0,2,0,2,
603,11.39,87.15,58.8,2,0,2,
604,11.45,86.68,58.3,2,0,2,
605,11.42,86.95,62.2,2,0,2,
606,11.39,87.16,61.1,3,0,3,
607,11.38,87.26,60.0,2,0,2,
608,11.41,86.94,61.5,3,0,3,
609,11.37,87.29,60.0,2,0,2,
610,11.39,87.12,60.0,3,0,3,
611,11.41,87.01,57.1,2,0,2,
612,11.39,87.11,62.2,2,0,2,
613,11.27,88.08,62.2,3,0,3,
614,11.45,86.7,54.5,2,0,2,
615,11.42,86.9,61.1,2,0,2,
616,11.45,86.67,63.2,2,0,2,
617,11.42,86.93,60.5,3,0,3,
618,11.44,86.76,62.2,2,0,2,
619,11.45,86.66,62.2,2,0,2,
620,11.39,87.13,54.5,2,0,2,
621,11.33,87.6,57.6,2,0,2,
622,11.45,86.64,58.8,2,0,2,
623,11.39,87.14,55.9,3,0,3,
624,11.4,87.06,54.8,2,0,2,
625,11.37,87.31,58.8,2,0,2,
626,11.42,86.93,54.8,2,0,2,
627,11.48,86.49,58.8,2,0,2,
628,11.3,87.8,54.5,2,0,2,
629,11.46,86.61,57.6,2,1,1,microwave on your left
