frame,fps,latency_ms,cpu_percent,raw_messages,filtered_messages,blocked_messages,messages
630,11.51,86.23,57.6,2,0,2,
631,11.45,86.67,58.8,2,0,2,
632,11.51,86.22,55.9,2,0,2,
633,11.46,86.63,61.1,2,0,2,
634,11.45,86.7,62.2,2,0,2,
635,11.42,86.93,60.0,2,0,2,
636,11.24,88.26,58.3,2,0,2,
637,11.44,86.79,58.8,2,0,2,
638,11.4,87.05,62.2,2,0,2,
639,10.54,94.22,65.8,1,0,1,
640,11.3,87.87,55.9,3,2,1,person on your left | person on your right
641,11.26,88.14,61.1,3,0,3,
642,11.38,87.23,61.1,3,0,3,
643,11.37,87.25,57.1,3,0,3,
644,11.33,87.57,58.8,3,0,3,
645,11.39,87.18,60.0,2,0,2,
646,11.33,87.56,59.5,3,0,3,
647,11.24,88.33,57.6,3,1,2,tv ahead
648,11.32,87.7,63.2,2,0,2,
649,11.35,87.49,62.2,2,0,2,
650,11.15,89.02,59.5,3,0,3,
651,11.37,87.27,58.8,2,0,2,
652,11.35,87.43,58.8,2,0,2,
653,11.35,87.41,56.3,2,0,2,
654,11.36,87.36,54.5,2,0,2,
655,11.37,87.33,54.8,2,0,2,
656,11.39,87.11,63.2,2,0,2,
657,11.35,87.28,60.5,2,0,2,
658,11.38,87.18,62.2,2,0,2,
659,11.08,89.62,58.8,2,0,2,
660,11.28,88.0,55.9,2,0,2,
661,11.37,87.26,62.2,2,1,1,person on your right
662,11.4,87.02,62.2,2,0,2,
663,11.31,87.81,62.2,2,0,2,
664,11.49,86.38,57.1,2,1,1,person ahead
665,11.44,86.76,57.6,2,0,2,
666,11.37,87.27,54.8,2,0,2,
667,11.36,87.4,55.9,2,1,1,person ahead
668,11.25,88.21,61.1,2,0,2,
669,11.42,86.91,61.1,2,0,2,
670,11.28,88.02,59.5,1,0,1,
671,11.35,87.45,58.8,1,0,1,
672,11.39,87.16,57.6,1,0,1,
673,11.54,86.02,56.3,1,0,1,
