frame,fps,latency_ms,cpu_percent,raw_messages,filtered_messages,blocked_messages,messages
646,11.76,84.34,60.6,2,0,2,
647,11.72,84.63,61.1,2,0,2,
648,11.69,84.87,58.8,2,0,2,
649,11.44,86.75,54.8,2,0,2,
650,11.63,85.23,54.8,2,0,2,
651,11.74,84.52,60.0,2,0,2,
652,11.64,85.12,58.8,2,0,2,
653,11.74,84.47,63.9,2,0,2,
654,11.74,84.39,57.6,2,0,2,
655,11.73,84.58,54.8,2,0,2,
656,11.67,84.93,61.1,2,0,2,
657,11.75,84.42,58.1,2,0,2,
658,11.69,84.86,60.0,2,1,1,person on your right
659,11.14,89.13,67.6,2,0,2,
660,11.76,84.33,57.6,2,0,2,
661,11.46,86.61,62.2,2,0,2,
662,11.63,85.25,62.9,3,2,1,person on your right | chair on your right
663,11.74,84.52,56.3,2,0,2,
664,11.73,84.54,56.3,2,0,2,
665,11.48,86.41,57.6,3,2,1,person ahead | chair ahead
666,11.77,84.24,62.2,2,0,2,
667,11.62,85.35,59.4,2,0,2,
668,11.63,85.2,61.1,2,0,2,
669,11.76,84.37,56.3,2,0,2,
670,11.53,86.07,63.9,2,0,2,
671,11.66,85.1,53.3,2,1,1,microwave on your left
672,11.78,84.15,62.2,2,1,1,person ahead
673,11.4,87.04,56.3,2,0,2,
674,11.72,84.54,58.8,2,0,2,
675,11.63,85.31,59.4,2,0,2,
676,11.76,84.32,58.8,2,0,2,
677,11.64,85.2,54.8,2,0,2,
678,11.71,84.71,63.2,2,0,2,
679,11.77,84.29,56.3,2,0,2,
680,11.76,84.36,62.9,2,0,2,
681,11.75,84.4,57.6,1,0,1,
682,11.68,84.91,58.8,1,0,1,
683,11.75,84.4,62.2,1,0,1,
