frame,fps,latency_ms,cpu_percent,raw_messages,filtered_messages,blocked_messages,messages
644,11.75,84.47,61.1,2,0,2,
645,11.66,85.19,57.6,3,2,1,person on your right | chair on your right
646,11.62,85.45,61.1,2,0,2,
647,11.73,84.65,56.7,2,1,1,person on your right
648,11.69,84.95,61.1,1,0,1,
649,11.72,84.77,57.6,1,0,1,
650,11.77,84.36,58.8,1,0,1,
651,11.76,84.48,61.1,1,1,0,person on your right
652,11.56,85.86,57.6,1,0,1,
653,11.64,85.35,63.2,1,0,1,
654,11.74,84.59,55.2,1,0,1,
655,11.6,85.6,61.1,1,1,0,person on your right
656,11.7,84.9,56.3,1,0,1,
657,10.4,95.63,63.4,2,1,1,microwave ahead
658,11.77,84.36,61.1,1,0,1,
659,11.74,84.6,59.4,2,0,2,
660,11.7,84.83,60.0,1,0,1,
661,11.79,84.24,57.6,1,0,1,
662,11.76,84.39,57.6,1,0,1,
663,11.6,85.65,58.8,1,0,1,
664,11.88,83.58,60.6,1,0,1,
665,11.67,85.1,56.3,1,0,1,
666,11.62,85.48,61.1,1,0,1,
667,11.74,84.59,54.8,1,0,1,
668,11.7,84.84,62.2,1,0,1,
669,11.53,86.12,60.6,1,0,1,
670,11.71,84.76,61.1,1,0,1,
671,11.73,84.63,57.6,1,1,0,person ahead
672,11.59,85.69,61.1,1,0,1,
673,11.72,84.76,58.8,1,0,1,
674,11.72,84.69,58.8,1,0,1,
675,11.6,85.63,58.8,1,0,1,
676,11.6,85.63,60.0,1,0,1,
677,11.72,84.74,61.1,1,0,1,
678,11.7,84.84,63.9,1,0,1,
679,11.78,84.32,57.6,1,0,1,
680,11.73,84.61,57.6,1,0,1,
