frame,timestamp,fps,latency_ms,cpu_percent,detections_count,active_tracks,track_ids,labels,directions,proximities,risk_scores,missing_tracks
305,1778953275.35,11.65,85.22,56.3,2,2,"17,18","person,tv","right,center","0.39,0.21","0.41,0.17",0
306,1778953275.44,11.66,85.15,60.6,2,2,"17,18","person,tv","right,center","0.39,0.21","0.41,0.17",0
307,1778953275.52,11.67,85.07,57.6,2,2,"17,18","person,tv","right,center","0.39,0.21","0.4,0.17",0
308,1778953275.61,11.67,85.07,58.8,1,1,17,person,right,0.39,0.4,1
309,1778953275.7,11.54,86.03,56.2,1,1,17,person,right,0.39,0.4,1
310,1778953275.78,11.67,85.09,60.0,1,1,17,person,right,0.39,0.4,1
311,1778953275.87,11.62,85.48,60.0,2,2,"17,18","person,tv","right,center","0.38,0.21","0.4,0.17",0
312,1778953275.96,11.62,85.42,57.6,2,2,"17,18","person,tv","right,center","0.38,0.21","0.4,0.17",0
313,1778953276.04,11.51,86.26,62.2,1,1,17,person,right,0.38,0.4,1
314,1778953276.13,11.5,86.37,63.2,2,2,"17,18","person,tv","right,center","0.38,0.21","0.39,0.17",0
315,1778953276.22,11.7,84.85,53.3,1,1,17,person,right,0.39,0.39,1
316,1778953276.3,11.63,85.38,63.2,1,1,17,person,right,0.39,0.39,1
317,1778953276.39,11.59,85.63,57.6,1,1,17,person,right,0.39,0.39,1
318,1778953276.47,11.63,85.34,57.6,1,1,17,person,right,0.39,0.39,1
319,1778953276.56,11.51,86.29,63.2,1,1,17,person,right,0.39,0.39,1
320,1778953276.65,11.65,85.24,54.8,1,1,17,person,right,0.39,0.39,1
321,1778953276.73,11.71,84.77,61.1,1,1,17,person,right,0.39,0.4,1
322,1778953276.82,11.74,84.59,56.3,1,1,17,person,right,0.39,0.4,1
323,1778953276.91,11.55,85.97,62.2,2,2,"17,18","person,tv","right,center","0.39,0.21","0.4,0.17",0
324,1778953276.99,11.43,86.83,57.6,2,2,"17,18","person,tv","right,center","0.39,0.21","0.4,0.17",0
325,1778953277.08,11.64,85.27,57.6,1,1,17,person,right,0.39,0.4,1
326,1778953277.17,11.68,84.97,62.2,2,2,"17,18","person,tv","right,center","0.39,0.22","0.4,0.17",0
327,1778953277.25,11.73,84.66,57.6,2,2,"17,18","person,tv","right,center","0.39,0.25","0.4,0.2",0
328,1778953277.34,11.64,85.27,58.8,2,2,"17,18","person,tv","right,center","0.39,0.23","0.4,0.18",0
329,1778953277.42,11.71,84.74,58.8,2,2,"17,18","person,tv","right,center","0.4,0.22","0.4,0.17",0
330,1778953277.51,11.59,85.68,62.2,1,1,17,person,right,0.4,0.4,1
331,1778953277.6,11.72,84.68,58.8,2,2,"17,18","person,tv","right,center","0.4,0.22","0.4,0.17",0
332,1778953277.68,11.67,85.1,57.6,1,1,17,person,right,0.39,0.4,1
333,1778953277.77,11.76,84.38,58.8,2,2,"17,18","person,tv","right,center","0.39,0.21","0.4,0.17",0
334,1778953277.85,11.63,85.37,57.6,2,2,"17,18","person,tv","right,center","0.39,0.22","0.4,0.17",0
335,1778953277.94,11.64,85.33,57.6,1,1,17,person,right,0.39,0.4,1
336,1778953278.03,11.44,86.83,63.2,2,2,"17,18","person,tv","right,center","0.39,0.21","0.4,0.17",0
337,1778953278.11,11.66,85.15,54.8,1,1,17,person,right,0.39,0.4,1
338,1778953278.2,11.73,84.62,57.6,2,2,"17,18","person,tv","right,center","0.39,0.23","0.4,0.18",0
339,1778953278.28,11.65,85.22,54.8,1,1,17,person,right,0.39,0.4,1
340,1778953278.37,11.76,84.37,63.9,1,1,17,person,right,0.39,0.4,1
341,1778953278.46,11.69,84.9,58.8,1,1,17,person,right,0.39,0.4,1
342,1778953278.55,11.13,89.24,65.8,1,1,17,person,right,0.39,0.4,1
343,1778953278.63,11.46,86.5,64.1,1,1,17,person,right,0.39,0.4,1
344,1778953278.72,11.69,84.95,58.8,1,1,17,person,right,0.39,0.4,1
345,1778953278.8,11.66,85.15,56.3,1,1,17,person,right,0.39,0.4,1
346,1778953278.89,11.69,84.88,58.8,1,1,17,person,right,0.39,0.4,1
347,1778953278.98,11.61,85.45,61.8,1,1,17,person,right,0.39,0.4,1
348,1778953279.06,11.58,85.73,60.0,1,1,17,person,right,0.39,0.4,1
349,1778953279.15,11.56,85.92,60.0,1,1,17,person,right,0.39,0.4,0
350,1778953279.24,11.6,85.6,56.3,1,1,17,person,right,0.39,0.4,0
351,1778953279.32,11.66,85.14,58.8,1,1,17,person,right,0.39,0.4,0
352,1778953279.41,11.63,85.37,57.6,2,2,"17,19","person,tv","right,center","0.39,0.22","0.4,0.0",0
353,1778953279.49,11.66,85.14,58.8,2,2,"17,19","person,tv","right,center","0.39,0.23","0.4,0.17",0
354,1778953279.58,11.43,86.86,63.2,2,2,"17,19","person,tv","right,center","0.39,0.23","0.4,0.18",0
355,1778953279.67,11.58,85.75,57.6,1,1,17,person,right,0.39,0.4,1
356,1778953279.76,11.66,85.11,58.8,2,2,"17,20","person,microwave","right,center","0.39,0.24","0.4,0.0",1
357,1778953279.84,11.65,85.25,58.8,2,2,"17,19","person,tv","right,center","0.4,0.23","0.41,0.18",1
358,1778953279.93,11.78,84.29,57.6,1,1,17,person,right,0.39,0.4,2
359,1778953280.01,11.6,85.63,59.4,1,1,17,person,right,0.4,0.4,2
360,1778953280.1,11.79,84.21,58.8,1,1,17,person,right,0.39,0.41,2
361,1778953280.18,11.73,84.64,57.6,2,2,"17,19","person,tv","right,center","0.39,0.26","0.42,0.2",1
362,1778953280.27,11.67,85.06,60.0,2,2,"17,19","person,tv","right,center","0.38,0.21","0.43,0.17",1
363,1778953280.35,11.75,84.49,60.0,1,1,17,person,center,0.38,0.43,2
364,1778953280.44,11.72,84.74,57.6,1,1,17,person,center,0.38,0.45,2
365,1778953280.52,11.86,83.68,60.0,1,1,17,person,center,0.38,0.45,2
366,1778953280.61,11.83,83.9,57.6,1,1,17,person,center,0.38,0.45,2
367,1778953280.7,11.71,84.73,59.4,1,1,17,person,center,0.38,0.45,1
368,1778953280.78,11.69,84.96,59.5,1,1,17,person,center,0.38,0.44,1
369,1778953280.87,11.75,84.48,59.4,1,1,17,person,center,0.38,0.44,1
370,1778953280.95,11.7,84.87,57.6,1,1,17,person,center,0.38,0.45,1
371,1778953281.04,11.61,85.5,63.2,1,1,17,person,center,0.39,0.45,1
372,1778953281.12,11.71,84.77,57.6,1,1,17,person,center,0.39,0.46,1
373,1778953281.21,11.8,84.12,62.2,1,1,17,person,center,0.4,0.48,0
374,1778953281.29,11.75,84.5,58.8,1,1,17,person,center,0.4,0.47,0
375,1778953281.38,11.69,84.9,56.3,2,2,"17,21","person,tv","center,center","0.42,0.22","0.48,0.0",0
376,1778953281.47,11.67,85.07,61.1,2,2,"17,21","person,tv","center,center","0.42,0.22","0.47,0.17",0
377,1778953281.55,11.82,83.97,56.3,2,2,"17,21","person,tv","left,center","0.43,0.22","0.47,0.18",0
378,1778953281.64,11.66,85.14,60.0,2,2,"17,21","person,tv","left,center","0.43,0.22","0.47,0.18",0
379,1778953281.72,11.82,83.99,57.6,1,1,17,person,left,0.43,0.46,1
380,1778953281.81,11.73,84.61,59.4,2,2,"17,21","person,tv","left,center","0.42,0.22","0.44,0.18",0
381,1778953281.89,11.62,85.45,61.1,1,1,17,person,left,0.41,0.43,1
382,1778953281.98,11.63,85.36,53.1,1,1,17,person,left,0.39,0.42,1
383,1778953282.07,11.56,85.89,65.8,1,1,17,person,left,0.39,0.42,1
384,1778953282.15,11.61,85.55,55.9,1,1,17,person,left,0.38,0.41,1
385,1778953282.24,11.64,85.32,60.0,1,1,17,person,left,0.37,0.4,1
386,1778953282.33,11.66,85.13,61.1,1,1,17,person,left,0.37,0.4,1
387,1778953282.41,11.63,85.36,60.0,1,1,17,person,left,0.36,0.39,1
388,1778953282.5,11.64,85.26,61.1,1,1,17,person,left,0.35,0.38,1
389,1778953282.58,11.7,84.84,58.8,2,2,"17,21","person,tv","left,center","0.35,0.22","0.38,0.17",0
390,1778953282.67,11.59,85.65,63.2,1,1,17,person,left,0.34,0.38,1
391,1778953282.76,11.65,85.24,58.8,1,1,17,person,left,0.33,0.38,1
392,1778953282.84,11.76,84.44,64.9,1,1,17,person,left,0.33,0.37,1
393,1778953282.93,11.69,84.87,57.6,2,2,"17,21","person,tv","left,center","0.32,0.22","0.37,0.17",0
394,1778953283.01,11.54,86.04,58.8,2,2,"17,21","person,tv","left,center","0.32,0.21","0.36,0.17",0
395,1778953283.1,11.69,84.94,56.3,1,1,17,person,left,0.31,0.36,1
396,1778953283.19,11.65,85.26,60.0,2,2,"17,21","person,tv","left,center","0.31,0.21","0.36,0.17",0
397,1778953283.27,11.63,85.37,58.8,1,1,17,person,left,0.31,0.37,1
398,1778953283.36,11.64,85.3,62.2,2,2,"17,21","person,tv","left,center","0.31,0.22","0.37,0.18",0
399,1778953283.44,11.63,85.38,54.8,2,2,"17,21","person,tv","left,center","0.32,0.22","0.37,0.18",0
400,1778953283.53,11.7,84.88,61.1,2,2,"17,21","person,tv","left,center","0.32,0.22","0.37,0.18",0
401,1778953283.62,11.14,89.05,64.7,1,1,17,person,left,0.32,0.37,1
402,1778953283.71,11.7,84.83,61.1,2,2,"17,21","person,tv","left,center","0.32,0.22","0.37,0.18",0
403,1778953283.79,11.7,84.88,58.8,1,1,17,person,left,0.32,0.37,1
404,1778953283.88,11.67,85.06,62.2,1,1,17,person,left,0.31,0.37,1
405,1778953283.96,11.65,85.17,58.8,1,1,17,person,left,0.32,0.37,1
406,1778953284.05,11.54,86.05,60.0,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
407,1778953284.14,11.68,84.99,56.3,1,1,17,person,left,0.31,0.36,1
408,1778953284.22,11.68,84.97,62.2,1,1,17,person,left,0.31,0.36,1
409,1778953284.31,11.86,83.69,57.6,1,1,17,person,left,0.31,0.36,1
410,1778953284.39,11.69,84.91,58.8,1,1,17,person,left,0.31,0.36,1
411,1778953284.48,11.76,84.39,61.8,1,1,17,person,left,0.31,0.36,1
412,1778953284.57,11.47,86.57,58.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
413,1778953284.65,11.72,84.68,58.8,1,1,17,person,left,0.31,0.36,1
414,1778953284.74,11.64,85.3,58.8,1,1,17,person,left,0.31,0.36,1
415,1778953284.82,11.72,84.71,57.6,1,1,17,person,left,0.31,0.36,1
416,1778953284.91,11.6,85.6,58.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
417,1778953285.0,11.57,85.79,60.0,1,1,17,person,left,0.31,0.36,1
418,1778953285.08,11.66,85.15,62.2,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
419,1778953285.17,11.72,84.66,58.8,1,1,17,person,left,0.31,0.36,1
420,1778953285.25,11.64,85.29,60.0,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
421,1778953285.34,11.7,84.84,57.6,1,1,17,person,left,0.31,0.36,1
422,1778953285.43,11.63,85.38,58.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
423,1778953285.51,11.72,84.67,58.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
424,1778953285.6,11.66,85.15,58.8,1,1,17,person,left,0.31,0.35,1
425,1778953285.68,11.68,85.03,58.8,1,1,17,person,left,0.31,0.35,1
426,1778953285.77,11.65,85.22,60.0,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
427,1778953285.85,11.66,85.11,58.8,1,1,17,person,left,0.31,0.35,1
428,1778953285.94,11.63,85.39,61.1,1,1,17,person,left,0.31,0.35,1
429,1778953286.03,11.47,86.55,60.6,1,1,17,person,left,0.31,0.35,1
430,1778953286.11,11.7,84.85,61.1,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
431,1778953286.2,11.75,84.53,54.8,1,1,17,person,left,0.31,0.35,1
432,1778953286.29,11.59,85.7,60.0,1,1,17,person,left,0.31,0.35,1
433,1778953286.37,11.7,84.85,56.3,1,1,17,person,left,0.31,0.35,1
434,1778953286.46,11.76,84.42,61.1,1,1,17,person,left,0.31,0.35,1
435,1778953286.54,11.67,85.08,57.6,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
436,1778953286.63,11.61,85.5,60.0,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
437,1778953286.72,11.68,84.98,58.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
438,1778953286.8,11.43,86.88,63.2,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
439,1778953286.89,11.58,85.74,62.2,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
440,1778953286.98,11.62,85.47,58.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
441,1778953287.06,11.45,86.75,61.1,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
442,1778953287.15,11.57,85.78,61.1,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
443,1778953287.24,11.69,84.91,54.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
444,1778953287.32,11.65,85.24,58.8,1,1,17,person,left,0.31,0.35,1
445,1778953287.41,11.73,84.62,58.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
446,1778953287.49,11.66,85.14,61.1,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
447,1778953287.58,11.67,85.09,54.8,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
448,1778953287.67,11.62,85.44,62.2,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
449,1778953287.75,11.68,85.02,56.2,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
450,1778953287.84,11.68,85.03,63.2,2,2,"17,21","person,tv","left,center","0.31,0.21","0.36,0.17",0
451,1778953287.92,11.63,85.34,57.6,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
452,1778953288.01,11.53,86.13,62.2,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
453,1778953288.1,11.54,86.01,60.0,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
454,1778953288.18,11.69,84.93,57.6,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
455,1778953288.27,11.68,84.99,62.2,2,2,"17,21","person,tv","left,center","0.31,0.22","0.35,0.17",0
456,1778953288.36,11.68,84.99,60.6,2,2,"17,21","person,tv","left,center","0.3,0.22","0.35,0.17",0
457,1778953288.44,11.6,85.58,62.2,2,2,"17,21","person,tv","left,center","0.3,0.22","0.35,0.17",0
458,1778953288.53,11.67,85.11,57.6,2,2,"17,21","person,tv","left,center","0.31,0.22","0.36,0.17",0
459,1778953288.62,11.09,89.53,65.8,2,2,"17,21","person,tv","left,center","0.3,0.22","0.36,0.17",0
460,1778953288.7,11.88,83.55,58.1,2,2,"17,21","person,tv","left,center","0.3,0.22","0.36,0.17",0
461,1778953288.79,11.73,84.53,58.8,1,1,17,person,left,0.3,0.36,1
462,1778953288.87,11.72,84.7,62.2,2,2,"17,21","person,tv","left,center","0.3,0.22","0.36,0.17",0
463,1778953288.96,11.71,84.79,57.6,1,1,17,person,left,0.3,0.36,1
464,1778953289.05,11.54,86.08,63.2,2,2,"17,21","person,tv","left,center","0.3,0.22","0.36,0.18",0
465,1778953289.13,11.83,83.93,56.3,2,2,"17,21","person,tv","left,center","0.29,0.22","0.35,0.18",0
466,1778953289.22,11.72,84.68,56.3,2,2,"17,21","person,tv","left,center","0.29,0.22","0.35,0.18",0
467,1778953289.3,11.71,84.75,57.6,2,2,"17,21","person,tv","left,center","0.29,0.22","0.35,0.18",0
468,1778953289.39,11.76,84.45,57.6,2,2,"17,21","person,tv","left,center","0.29,0.22","0.36,0.18",0
469,1778953289.47,11.71,84.81,63.9,1,1,17,person,left,0.29,0.36,1
470,1778953289.56,11.63,85.34,57.6,1,1,17,person,left,0.29,0.36,1
471,1778953289.65,11.68,84.87,61.1,1,1,17,person,left,0.29,0.36,1
472,1778953289.73,11.79,84.17,56.2,1,1,17,person,left,0.29,0.36,1
473,1778953289.82,11.79,84.22,53.3,1,1,17,person,left,0.29,0.37,1
474,1778953289.9,11.66,85.16,61.1,1,1,17,person,center,0.3,0.38,1
475,1778953289.99,11.63,85.33,62.9,1,1,17,person,center,0.31,0.39,1
476,1778953290.07,11.56,85.92,60.0,1,1,17,person,center,0.32,0.4,1
477,1778953290.16,11.76,84.39,57.6,1,1,17,person,center,0.33,0.4,1
478,1778953290.25,11.66,85.17,61.1,1,1,17,person,center,0.35,0.42,1
479,1778953290.33,11.72,84.69,57.6,1,1,17,person,center,0.35,0.41,0
480,1778953290.42,11.64,85.27,61.1,1,1,17,person,center,0.35,0.42,0
481,1778953290.5,11.74,84.55,57.6,1,1,17,person,center,0.36,0.42,0
482,1778953290.59,11.66,85.12,61.1,1,1,17,person,center,0.36,0.42,0
483,1778953290.67,11.73,84.62,57.6,1,1,17,person,center,0.36,0.42,0
484,1778953290.76,11.77,84.36,60.6,1,1,17,person,center,0.36,0.43,0
485,1778953290.85,11.7,84.82,61.1,1,1,17,person,center,0.35,0.44,0
486,1778953290.93,11.74,84.54,57.6,1,1,17,person,center,0.37,0.48,0
487,1778953291.02,11.57,85.84,58.8,1,1,17,person,center,0.37,0.47,0
488,1778953291.1,11.73,84.61,61.1,1,1,17,person,right,0.38,0.47,0
489,1778953291.19,11.69,84.95,63.2,1,1,17,person,right,0.39,0.47,0
490,1778953291.27,11.65,85.17,58.8,1,1,17,person,right,0.4,0.47,0
491,1778953291.36,11.77,84.33,54.8,1,1,17,person,right,0.41,0.46,0
492,1778953291.45,11.66,85.14,62.9,1,1,17,person,right,0.42,0.48,0
493,1778953291.53,11.76,84.4,57.6,1,1,17,person,right,0.42,0.47,0
494,1778953291.62,11.7,84.85,62.2,1,1,17,person,right,0.44,0.48,0
495,1778953291.7,11.74,84.56,60.0,1,1,17,person,right,0.45,0.47,0
496,1778953291.79,11.77,84.37,56.3,2,2,"17,22","person,tv","right,center","0.46,0.23","0.47,0.0",0
497,1778953291.87,11.6,85.57,62.2,2,2,"17,22","person,tv","right,center","0.48,0.22","0.48,0.17",0
498,1778953291.96,11.77,84.34,57.6,1,1,17,person,right,0.51,0.5,1
499,1778953292.05,11.52,86.23,61.1,1,1,17,person,right,0.55,0.52,1
500,1778953292.13,11.76,84.39,56.3,1,1,17,person,right,0.57,0.53,1
501,1778953292.22,11.64,85.33,61.1,1,1,17,person,right,0.58,0.53,1
502,1778953292.3,11.72,84.73,59.4,1,1,17,person,right,0.58,0.52,1
503,1778953292.39,11.84,83.88,60.0,0,0,,,,,,2
504,1778953292.47,11.68,84.99,61.1,1,1,23,person,center,0.34,0.0,2
505,1778953292.56,11.74,84.55,56.3,1,1,17,person,right,0.34,0.39,2
506,1778953292.65,11.67,85.08,62.2,1,1,17,person,right,0.32,0.42,2
507,1778953292.73,11.7,84.83,60.0,1,1,17,person,right,0.31,0.41,2
508,1778953292.82,11.63,85.39,62.2,1,1,17,person,right,0.28,0.4,1
509,1778953292.9,11.78,84.26,57.6,0,0,,,,,,2
510,1778953292.99,11.73,84.62,56.3,0,0,,,,,,2
511,1778953293.07,11.68,85.03,62.9,0,0,,,,,,2
512,1778953293.16,11.78,84.28,56.3,0,0,,,,,,2
513,1778953293.24,11.7,84.83,61.1,0,0,,,,,,2
514,1778953293.33,11.68,84.98,58.8,1,1,24,microwave,center,0.22,0.0,2
515,1778953293.42,11.71,84.78,57.6,1,1,24,microwave,center,0.22,0.17,1
516,1778953293.5,11.68,85.02,60.0,0,0,,,,,,2
517,1778953293.59,11.06,89.79,64.7,0,0,,,,,,2
518,1778953293.68,11.71,84.78,60.0,0,0,,,,,,2
519,1778953293.76,11.75,84.48,56.3,0,0,,,,,,1
520,1778953293.85,11.7,84.85,61.1,0,0,,,,,,1
521,1778953293.93,11.75,84.47,57.6,0,0,,,,,,1
522,1778953294.02,11.51,86.25,61.1,0,0,,,,,,1
523,1778953294.11,11.59,85.68,57.6,0,0,,,,,,1
524,1778953294.19,11.74,84.55,57.6,0,0,,,,,,1
525,1778953294.28,11.69,84.9,58.1,0,0,,,,,,1
526,1778953294.37,11.71,84.79,62.2,0,0,,,,,,0
527,1778953294.45,11.78,84.26,56.3,0,0,,,,,,0
528,1778953294.54,11.76,84.41,57.6,0,0,,,,,,0
529,1778953294.62,11.56,85.87,63.2,0,0,,,,,,0
530,1778953294.71,11.74,84.56,54.8,0,0,,,,,,0
531,1778953294.79,11.67,85.06,61.8,0,0,,,,,,0
532,1778953294.88,11.64,85.32,58.8,0,0,,,,,,0
533,1778953294.97,11.69,84.9,58.8,0,0,,,,,,0
534,1778953295.05,11.56,85.92,58.8,1,1,25,microwave,center,0.22,0.0,0
535,1778953295.14,11.64,85.28,60.0,0,0,,,,,,1
536,1778953295.22,11.82,83.99,57.6,0,0,,,,,,1
537,1778953295.31,11.88,83.56,58.8,0,0,,,,,,1
538,1778953295.39,11.74,84.53,62.9,0,0,,,,,,1
539,1778953295.48,11.68,85.02,60.0,0,0,,,,,,1
540,1778953295.57,11.71,84.78,63.2,0,0,,,,,,1
541,1778953295.65,11.73,84.55,60.0,0,0,,,,,,1
542,1778953295.74,11.75,84.49,56.3,0,0,,,,,,1
543,1778953295.82,11.71,84.78,62.2,0,0,,,,,,1
544,1778953295.91,11.68,85.01,58.8,0,0,,,,,,1
545,1778953295.99,11.48,86.49,63.2,0,0,,,,,,0
546,1778953296.08,11.65,85.26,62.9,0,0,,,,,,0
547,1778953296.17,11.75,84.45,60.0,0,0,,,,,,0
548,1778953296.25,11.68,84.96,57.6,0,0,,,,,,0
549,1778953296.34,11.73,84.62,60.0,0,0,,,,,,0
550,1778953296.42,11.7,84.82,56.3,1,1,26,microwave,center,0.23,0.0,0
551,1778953296.51,11.69,84.94,61.1,0,0,,,,,,1
552,1778953296.59,11.74,84.5,58.8,0,0,,,,,,1
553,1778953296.68,11.76,84.44,56.2,0,0,,,,,,1
554,1778953296.77,11.73,84.63,58.8,0,0,,,,,,1
555,1778953296.85,11.73,84.65,59.4,0,0,,,,,,1
556,1778953296.94,11.67,85.06,61.1,0,0,,,,,,1
557,1778953297.02,11.57,85.78,60.0,1,1,26,microwave,center,0.23,0.18,0
558,1778953297.11,11.65,85.23,61.1,0,0,,,,,,1
559,1778953297.21,10.13,98.09,61.5,0,0,,,,,,1
560,1778953297.29,11.69,84.85,57.6,1,1,26,microwave,center,0.24,0.18,0
561,1778953297.38,11.67,85.04,57.6,1,1,26,microwave,center,0.24,0.18,0
562,1778953297.47,11.67,85.05,58.8,1,1,27,tv,center,0.22,0.0,1
563,1778953297.55,11.72,84.73,56.3,0,0,,,,,,2
564,1778953297.64,11.66,85.13,58.8,0,0,,,,,,2
565,1778953297.72,11.73,84.64,56.2,0,0,,,,,,2
566,1778953297.81,11.73,84.66,61.1,0,0,,,,,,2
567,1778953297.89,11.73,84.6,60.6,0,0,,,,,,2
568,1778953297.98,11.69,84.91,54.8,0,0,,,,,,2
569,1778953298.07,11.65,85.19,57.6,0,0,,,,,,2
570,1778953298.15,11.7,84.85,56.3,1,1,27,tv,center,0.22,0.17,1
571,1778953298.24,11.62,85.45,60.0,1,1,27,tv,center,0.22,0.17,1
572,1778953298.32,11.75,84.51,56.3,0,0,,,,,,1
573,1778953298.41,11.75,84.49,62.2,0,0,,,,,,1
574,1778953298.49,11.72,84.74,61.1,0,0,,,,,,1
575,1778953298.6,9.51,104.56,57.9,1,1,28,person,right,0.18,0.0,1
576,1778953298.69,11.56,85.83,61.1,0,0,,,,,,2
577,1778953298.77,11.67,85.07,58.8,0,0,,,,,,2
578,1778953298.86,11.74,84.59,58.1,0,0,,,,,,2
579,1778953298.94,11.67,85.06,51.7,0,0,,,,,,2
580,1778953299.03,11.52,86.2,61.1,0,0,,,,,,2
581,1778953299.12,11.65,85.21,61.1,0,0,,,,,,2
582,1778953299.2,11.73,84.63,56.3,0,0,,,,,,1
583,1778953299.29,11.79,84.19,56.3,0,0,,,,,,1
584,1778953299.37,11.67,85.05,58.8,0,0,,,,,,1
585,1778953299.46,11.74,84.53,58.8,0,0,,,,,,1
586,1778953299.54,11.72,84.67,60.0,0,0,,,,,,0
587,1778953299.63,11.55,86.0,59.4,0,0,,,,,,0
588,1778953299.72,11.81,84.04,60.0,0,0,,,,,,0
589,1778953299.8,11.69,84.93,58.8,0,0,,,,,,0
590,1778953299.89,11.78,84.28,57.6,0,0,,,,,,0
591,1778953299.97,11.73,84.66,61.1,0,0,,,,,,0
592,1778953300.06,11.64,85.25,60.6,0,0,,,,,,0
593,1778953300.14,11.69,84.91,60.0,0,0,,,,,,0
594,1778953300.23,11.74,84.55,58.8,0,0,,,,,,0
595,1778953300.32,11.75,84.5,53.3,0,0,,,,,,0
596,1778953300.4,11.71,84.78,60.0,0,0,,,,,,0
597,1778953300.49,11.7,84.82,56.3,0,0,,,,,,0
598,1778953300.57,11.69,84.9,60.0,1,1,29,person,right,0.17,0.0,0
599,1778953300.66,11.61,85.53,57.6,1,1,29,person,right,0.18,0.3,0
600,1778953300.74,11.71,84.81,62.2,1,1,29,person,right,0.19,0.3,0
601,1778953300.83,11.73,84.54,61.8,1,1,29,person,right,0.19,0.31,0
602,1778953300.92,11.72,84.71,58.8,1,1,29,person,right,0.2,0.31,0
603,1778953301.0,11.37,87.39,63.2,1,1,29,person,right,0.21,0.32,0
604,1778953301.09,11.68,84.99,61.1,1,1,29,person,right,0.21,0.33,0
605,1778953301.18,11.67,85.05,57.6,1,1,29,person,right,0.22,0.33,0
606,1778953301.26,11.73,84.67,60.0,1,1,29,person,right,0.23,0.33,0
607,1778953301.35,11.7,84.84,57.6,2,2,"29,30","person,person","right,right","0.52,0.23","0.63,0.0",0
608,1778953301.43,11.74,84.55,62.2,1,1,29,person,right,0.53,0.54,1
609,1778953301.52,11.64,85.33,57.6,1,1,29,person,right,0.55,0.53,1
610,1778953301.6,11.8,84.14,57.6,1,1,29,person,right,0.55,0.51,1
611,1778953301.69,11.67,85.08,61.1,1,1,29,person,right,0.57,0.52,1
612,1778953301.78,11.65,85.19,57.6,1,1,29,person,right,0.57,0.51,1
613,1778953301.86,11.7,84.87,61.1,1,1,29,person,right,0.57,0.51,1
614,1778953301.95,11.88,83.56,59.4,1,1,29,person,right,0.57,0.51,1
615,1778953302.03,11.6,85.63,58.8,1,1,29,person,right,0.58,0.5,1
616,1778953302.12,11.71,84.79,58.8,1,1,29,person,right,0.58,0.51,1
617,1778953302.2,11.65,85.25,54.8,1,1,29,person,right,0.58,0.51,1
618,1778953302.29,11.57,85.84,60.0,1,1,29,person,right,0.59,0.52,0
619,1778953302.38,11.72,84.72,58.8,1,1,29,person,right,0.59,0.52,0
620,1778953302.46,11.62,85.45,57.6,1,1,29,person,right,0.59,0.52,0
621,1778953302.55,11.69,84.95,53.3,1,1,29,person,right,0.59,0.52,0
622,1778953302.63,11.63,85.4,60.0,1,1,29,person,right,0.58,0.52,0
623,1778953302.72,11.7,84.86,58.8,1,1,29,person,right,0.57,0.51,0
624,1778953302.81,11.68,84.99,58.8,1,1,29,person,right,0.56,0.52,0
625,1778953302.89,11.61,85.55,53.3,1,1,29,person,right,0.54,0.52,0
626,1778953302.98,11.65,85.22,57.6,2,2,"29,31","person,microwave","right,center","0.53,0.52","0.52,0.0",0
627,1778953303.07,11.61,85.51,62.2,1,1,29,person,right,0.52,0.51,1
628,1778953303.15,11.62,85.4,54.8,1,1,29,person,right,0.51,0.5,1
629,1778953303.24,11.7,84.85,63.2,1,1,29,person,right,0.5,0.49,1
