frame,timestamp,fps,latency_ms,cpu_percent,detections_count,active_tracks,track_ids,labels,directions,proximities,risk_scores,missing_tracks
271,1778953095.9,11.67,85.06,61.1,1,1,1,person,center,0.86,0.63,0
272,1778953095.99,11.62,85.41,53.3,1,1,1,person,center,0.86,0.63,0
273,1778953096.08,11.5,86.34,60.0,1,1,1,person,center,0.86,0.63,0
274,1778953096.16,11.69,84.88,61.1,1,1,1,person,center,0.86,0.63,0
275,1778953096.25,11.67,85.09,60.0,1,1,1,person,center,0.86,0.63,0
276,1778953096.33,11.65,85.18,62.9,1,1,1,person,center,0.86,0.63,0
277,1778953096.42,11.7,84.87,57.6,1,1,1,person,center,0.86,0.63,0
278,1778953096.5,11.68,84.91,61.1,1,1,1,person,center,0.86,0.63,0
279,1778953096.59,11.64,85.26,57.6,1,1,1,person,center,0.86,0.63,0
280,1778953096.68,11.79,84.13,56.2,1,1,1,person,center,0.86,0.63,0
281,1778953096.76,11.79,84.19,62.2,1,1,1,person,center,0.86,0.63,0
282,1778953096.85,11.68,84.97,57.6,1,1,1,person,center,0.86,0.63,0
283,1778953096.93,11.73,84.61,56.2,1,1,1,person,center,0.86,0.63,0
284,1778953097.02,11.58,85.71,61.1,1,1,1,person,center,0.86,0.63,0
285,1778953097.1,11.86,83.69,58.8,1,1,1,person,center,0.86,0.63,0
286,1778953097.19,11.74,84.52,60.0,1,1,1,person,center,0.86,0.63,0
287,1778953097.27,11.78,84.26,58.1,1,1,1,person,center,0.86,0.63,0
288,1778953097.36,11.75,84.43,56.3,1,1,1,person,center,0.86,0.63,0
289,1778953097.44,11.87,83.63,58.8,1,1,1,person,center,0.86,0.63,0
290,1778953097.53,11.78,84.24,62.2,1,1,1,person,center,0.86,0.63,0
291,1778953097.61,11.75,84.46,57.6,1,1,1,person,center,0.86,0.63,0
292,1778953097.7,11.74,84.48,55.2,1,1,1,person,center,0.86,0.63,0
293,1778953097.79,11.75,84.36,62.2,1,1,1,person,center,0.86,0.63,0
294,1778953097.87,11.81,83.98,56.2,1,1,1,person,center,0.86,0.63,0
295,1778953097.96,11.76,84.38,56.3,1,1,1,person,center,0.86,0.63,0
296,1778953098.04,11.58,85.7,62.2,1,1,1,person,center,0.86,0.63,0
297,1778953098.13,11.67,85.08,56.7,1,1,1,person,center,0.86,0.63,0
298,1778953098.21,11.79,84.13,61.1,1,1,1,person,center,0.86,0.63,0
299,1778953098.3,11.73,84.64,60.0,1,1,1,person,center,0.86,0.63,0
300,1778953098.39,10.71,92.71,60.0,1,1,1,person,center,0.86,0.63,0
301,1778953098.48,11.79,84.18,63.2,1,1,1,person,center,0.86,0.63,0
302,1778953098.56,11.78,84.21,60.6,1,1,1,person,center,0.86,0.63,0
303,1778953098.65,11.77,84.3,57.6,1,1,1,person,center,0.86,0.63,0
304,1778953098.73,11.7,84.8,61.1,1,1,1,person,center,0.86,0.63,0
305,1778953098.82,11.76,84.41,57.6,1,1,1,person,center,0.86,0.63,0
306,1778953098.9,11.7,84.83,56.2,1,1,1,person,center,0.86,0.63,0
307,1778953098.99,11.68,85.0,60.0,1,1,1,person,center,0.86,0.63,0
308,1778953099.08,11.57,85.76,62.9,1,1,1,person,center,0.86,0.63,0
309,1778953099.16,11.72,84.73,57.6,1,1,1,person,center,0.86,0.63,0
310,1778953099.25,11.74,84.5,53.3,1,1,1,person,center,0.86,0.63,0
311,1778953099.33,11.66,85.1,63.2,1,1,1,person,center,0.86,0.63,0
312,1778953099.42,11.4,87.09,61.1,1,1,1,person,center,0.86,0.63,0
313,1778953099.51,11.71,84.74,57.6,1,1,1,person,center,0.86,0.63,0
314,1778953099.59,11.64,85.24,62.2,1,1,1,person,center,0.86,0.63,0
315,1778953099.68,11.7,84.83,57.6,1,1,1,person,center,0.86,0.63,0
316,1778953099.77,11.65,85.2,60.0,1,1,1,person,center,0.86,0.63,0
317,1778953099.85,11.7,84.79,58.8,1,1,1,person,center,0.86,0.63,0
318,1778953099.94,11.62,85.39,60.0,1,1,1,person,center,0.86,0.63,0
319,1778953100.02,11.65,85.16,61.8,1,1,1,person,center,0.86,0.63,0
320,1778953100.11,11.62,85.42,61.1,1,1,1,person,center,0.86,0.63,0
321,1778953100.2,11.67,85.04,56.3,1,1,1,person,center,0.86,0.63,0
322,1778953100.28,11.67,85.07,60.0,1,1,1,person,center,0.86,0.63,0
323,1778953100.37,11.67,85.05,57.6,1,1,1,person,center,0.86,0.63,0
324,1778953100.45,11.62,85.37,61.1,1,1,1,person,center,0.86,0.63,0
325,1778953100.54,11.76,84.43,53.3,1,1,1,person,center,0.86,0.63,0
326,1778953100.63,11.64,85.25,62.2,1,1,1,person,center,0.86,0.63,0
327,1778953100.71,11.65,85.22,61.1,1,1,1,person,center,0.86,0.63,0
328,1778953100.8,11.66,85.07,61.1,1,1,1,person,center,0.86,0.63,0
329,1778953100.88,11.57,85.78,58.8,1,1,1,person,center,0.86,0.63,0
330,1778953100.97,11.7,84.84,62.2,1,1,1,person,center,0.86,0.63,0
331,1778953101.06,11.46,86.66,58.8,1,1,1,person,center,0.86,0.63,0
