frame,timestamp,fps,latency_ms,cpu_percent,detections_count,active_tracks,track_ids,labels,directions,proximities,risk_scores,missing_tracks
330,1778953532.79,11.67,84.93,57.6,1,1,7,microwave,right,0.29,0.21,0
331,1778953532.88,11.72,84.61,61.1,0,0,,,,,,1
332,1778953532.96,11.82,83.9,60.0,0,0,,,,,,1
333,1778953533.05,11.5,86.28,57.6,1,1,7,microwave,right,0.3,0.21,0
334,1778953533.14,11.56,85.81,56.3,1,1,7,microwave,right,0.29,0.21,0
335,1778953533.22,11.61,85.44,59.5,0,0,,,,,,1
336,1778953533.31,11.71,84.65,56.3,1,1,7,microwave,right,0.29,0.21,0
337,1778953533.39,11.62,85.4,61.1,0,0,,,,,,1
338,1778953533.48,11.43,86.77,56.2,0,0,,,,,,1
339,1778953533.57,11.61,85.36,57.6,1,1,7,microwave,right,0.29,0.21,0
340,1778953533.65,11.57,85.74,60.0,1,1,7,microwave,right,0.29,0.21,0
341,1778953533.74,11.58,85.66,56.3,1,1,7,microwave,right,0.3,0.21,0
342,1778953533.83,11.61,85.43,58.8,0,0,,,,,,1
343,1778953533.91,11.69,84.88,60.0,0,0,,,,,,1
344,1778953534.0,11.5,86.21,58.8,0,0,,,,,,1
345,1778953534.09,11.46,86.58,57.6,1,1,7,microwave,right,0.3,0.21,0
346,1778953534.18,10.63,93.2,62.2,0,0,,,,,,1
347,1778953534.27,11.69,84.87,56.3,1,1,7,microwave,right,0.3,0.21,0
348,1778953534.35,11.76,84.28,60.0,0,0,,,,,,1
349,1778953534.44,11.73,84.51,58.8,0,0,,,,,,1
350,1778953534.52,11.72,84.63,61.1,1,1,7,microwave,right,0.3,0.21,0
351,1778953534.61,11.65,85.15,60.0,1,1,7,microwave,right,0.3,0.21,0
352,1778953534.7,11.74,84.48,56.7,1,1,7,microwave,right,0.3,0.21,0
353,1778953534.78,11.6,85.55,58.8,1,1,7,microwave,right,0.3,0.21,0
354,1778953534.87,11.76,84.3,54.8,0,0,,,,,,1
355,1778953534.95,11.71,84.71,61.1,1,1,7,microwave,right,0.3,0.21,0
356,1778953535.04,11.43,86.79,57.6,1,1,7,microwave,right,0.3,0.21,0
357,1778953535.13,11.4,87.05,57.6,1,1,7,microwave,right,0.3,0.21,0
358,1778953535.21,11.83,83.82,56.3,0,0,,,,,,1
359,1778953535.3,11.79,84.12,56.7,0,0,,,,,,1
360,1778953535.39,11.65,85.16,62.2,1,1,7,microwave,right,0.3,0.21,0
361,1778953535.47,11.68,84.88,57.6,1,1,7,microwave,right,0.3,0.21,0
362,1778953535.56,11.78,84.19,60.0,1,1,7,microwave,right,0.29,0.21,0
363,1778953535.64,11.65,85.13,57.6,0,0,,,,,,1
364,1778953535.73,11.64,85.2,53.3,1,1,7,microwave,right,0.3,0.21,0
365,1778953535.81,11.67,84.99,61.1,1,1,7,microwave,right,0.3,0.21,0
366,1778953535.9,11.72,84.66,56.3,1,1,7,microwave,right,0.3,0.21,0
367,1778953535.99,11.74,84.51,62.2,0,0,,,,,,1
368,1778953536.07,11.51,86.13,61.1,1,1,7,microwave,right,0.3,0.21,0
369,1778953536.16,11.68,84.95,56.2,0,0,,,,,,1
370,1778953536.24,11.77,84.24,56.7,0,0,,,,,,1
371,1778953536.33,11.69,84.9,60.0,0,0,,,,,,1
372,1778953536.42,11.67,84.98,57.6,1,1,7,microwave,right,0.3,0.21,0
373,1778953536.5,11.67,85.0,61.1,0,0,,,,,,1
374,1778953536.59,11.78,84.14,54.8,0,0,,,,,,1
375,1778953536.67,11.77,84.29,57.6,0,0,,,,,,1
376,1778953536.76,11.5,86.21,64.1,1,1,7,microwave,right,0.3,0.21,0
377,1778953536.84,11.74,84.49,61.1,2,2,"7,9","microwave,person","right,right","0.29,0.34","0.21,0.0",0
378,1778953536.93,11.64,85.22,60.0,2,2,"7,9","microwave,person","right,right","0.29,0.38","0.21,0.41",0
379,1778953537.02,11.43,86.8,57.6,2,2,"7,9","microwave,person","right,right","0.29,0.65","0.21,0.69",0
380,1778953537.1,11.68,84.89,54.8,2,2,"7,9","microwave,person","right,right","0.29,0.65","0.21,0.58",0
381,1778953537.19,11.62,85.35,60.0,2,2,"7,9","microwave,person","right,right","0.29,0.64","0.21,0.57",0
382,1778953537.28,11.7,84.74,54.8,1,1,9,person,right,0.65,0.56,1
383,1778953537.36,11.74,84.51,60.0,1,1,9,person,right,0.64,0.55,1
384,1778953537.45,11.71,84.64,58.1,1,1,9,person,right,0.65,0.55,1
385,1778953537.53,11.67,84.98,61.1,1,1,9,person,right,0.65,0.54,1
386,1778953537.62,11.75,84.37,56.3,1,1,9,person,right,0.66,0.55,1
387,1778953537.7,11.69,84.84,57.6,1,1,9,person,right,0.67,0.55,1
388,1778953537.79,11.68,84.88,61.1,1,1,9,person,right,0.68,0.56,1
389,1778953537.88,11.68,84.91,54.8,1,1,9,person,right,0.68,0.55,1
390,1778953537.96,11.65,85.13,62.2,1,1,9,person,right,0.68,0.55,1
391,1778953538.05,11.52,86.13,56.3,1,1,9,person,right,0.68,0.55,1
392,1778953538.13,11.71,84.68,56.3,1,1,9,person,right,0.68,0.55,0
393,1778953538.22,11.7,84.82,61.1,1,1,9,person,right,0.69,0.55,0
394,1778953538.31,11.66,85.04,56.3,1,1,9,person,right,0.68,0.55,0
395,1778953538.39,11.71,84.71,58.1,1,1,9,person,right,0.68,0.55,0
396,1778953538.48,11.74,84.45,60.0,1,1,9,person,right,0.68,0.55,0
397,1778953538.56,11.71,84.71,53.3,1,1,9,person,right,0.68,0.55,0
398,1778953538.65,11.66,85.04,58.8,1,1,9,person,right,0.68,0.55,0
399,1778953538.74,11.69,84.85,54.8,1,1,9,person,right,0.68,0.55,0
400,1778953538.82,11.66,85.02,60.0,1,1,9,person,right,0.67,0.55,0
401,1778953538.91,11.74,84.49,60.0,1,1,9,person,right,0.67,0.55,0
402,1778953538.99,11.41,86.91,56.2,1,1,9,person,right,0.67,0.55,0
403,1778953539.08,11.61,85.49,56.3,1,1,9,person,right,0.67,0.54,0
404,1778953539.17,10.78,92.05,65.8,1,1,9,person,right,0.67,0.54,0
405,1778953539.26,11.69,84.79,56.2,1,1,9,person,right,0.67,0.54,0
406,1778953539.35,11.54,85.94,61.1,1,1,9,person,right,0.67,0.54,0
407,1778953539.43,11.65,85.15,58.8,1,1,9,person,right,0.67,0.54,0
408,1778953539.52,11.62,85.3,58.8,1,1,9,person,right,0.67,0.54,0
409,1778953539.6,11.77,84.3,57.6,1,1,9,person,right,0.67,0.54,0
410,1778953539.69,11.65,85.08,61.1,1,1,9,person,right,0.67,0.54,0
411,1778953539.78,11.57,85.72,58.8,1,1,9,person,right,0.67,0.54,0
412,1778953539.86,11.54,85.92,58.3,1,1,9,person,right,0.67,0.54,0
413,1778953539.95,11.6,85.49,63.2,1,1,9,person,right,0.68,0.54,0
414,1778953540.04,11.36,87.3,54.8,1,1,9,person,right,0.67,0.54,0
415,1778953540.13,11.38,87.19,58.8,1,1,9,person,right,0.67,0.54,0
416,1778953540.21,11.58,85.64,62.9,1,1,9,person,right,0.67,0.54,0
417,1778953540.3,11.63,85.31,55.9,1,1,9,person,right,0.68,0.54,0
418,1778953540.39,11.49,86.31,58.8,1,1,9,person,right,0.68,0.54,0
419,1778953540.47,11.61,85.33,61.1,1,1,9,person,right,0.68,0.54,0
420,1778953540.56,11.62,85.32,56.3,1,1,9,person,right,0.68,0.54,0
421,1778953540.65,11.71,84.75,58.8,1,1,9,person,right,0.68,0.54,0
422,1778953540.73,11.53,85.99,58.8,1,1,9,person,right,0.68,0.54,0
423,1778953540.82,11.64,85.24,62.2,1,1,9,person,right,0.68,0.54,0
424,1778953540.9,11.64,85.16,58.8,1,1,9,person,right,0.68,0.54,0
425,1778953540.99,11.39,87.14,58.8,1,1,9,person,right,0.68,0.54,0
426,1778953541.08,11.55,85.57,56.3,1,1,9,person,right,0.68,0.54,0
427,1778953541.17,11.53,86.06,60.5,1,1,9,person,right,0.68,0.54,0
428,1778953541.25,11.66,85.06,57.6,1,1,9,person,right,0.68,0.54,0
429,1778953541.34,11.59,85.55,60.0,1,1,9,person,right,0.68,0.54,0
430,1778953541.42,11.68,84.88,60.0,1,1,9,person,right,0.68,0.54,0
431,1778953541.51,11.56,85.86,57.6,1,1,9,person,right,0.68,0.54,0
432,1778953541.6,11.63,85.26,57.6,1,1,9,person,right,0.69,0.55,0
433,1778953541.68,11.58,85.68,58.8,1,1,9,person,right,0.68,0.54,0
434,1778953541.77,11.65,85.13,58.8,1,1,9,person,right,0.68,0.54,0
435,1778953541.86,11.58,85.65,57.6,1,1,9,person,right,0.69,0.55,0
436,1778953541.94,11.59,85.6,58.8,1,1,9,person,right,0.68,0.54,0
437,1778953542.03,11.4,87.06,62.2,1,1,9,person,right,0.68,0.54,0
438,1778953542.12,11.58,85.6,61.1,1,1,9,person,right,0.69,0.55,0
439,1778953542.2,11.59,85.6,56.3,1,1,9,person,right,0.68,0.55,0
440,1778953542.29,11.54,85.92,54.5,1,1,9,person,right,0.69,0.55,0
441,1778953542.38,11.62,85.35,62.9,1,1,9,person,right,0.69,0.55,0
442,1778953542.46,11.65,85.09,56.3,1,1,9,person,right,0.69,0.55,0
443,1778953542.55,11.6,85.53,61.1,1,1,9,person,right,0.69,0.55,0
444,1778953542.64,11.63,85.28,57.6,1,1,9,person,right,0.69,0.55,0
445,1778953542.72,11.57,85.76,57.1,1,1,9,person,right,0.69,0.55,0
446,1778953542.81,11.64,85.17,61.1,1,1,9,person,right,0.69,0.55,0
447,1778953542.9,11.61,85.41,58.8,1,1,9,person,right,0.67,0.54,0
448,1778953542.98,11.54,85.97,61.1,1,1,9,person,right,0.67,0.54,0
449,1778953543.07,11.41,86.96,58.8,1,1,9,person,right,0.66,0.54,0
450,1778953543.16,11.55,85.85,58.8,1,1,9,person,right,0.65,0.54,0
451,1778953543.24,11.59,85.59,58.8,1,1,9,person,right,0.64,0.55,0
452,1778953543.33,11.61,85.4,61.1,1,1,9,person,right,0.63,0.56,0
453,1778953543.42,11.64,85.26,56.3,1,1,9,person,right,0.61,0.56,0
454,1778953543.5,11.57,85.67,56.3,1,1,9,person,right,0.61,0.56,0
455,1778953543.59,11.59,85.6,61.1,1,1,9,person,right,0.61,0.56,0
456,1778953543.68,11.61,85.44,58.8,1,1,9,person,right,0.61,0.55,0
457,1778953543.76,11.56,85.8,58.8,1,1,9,person,center,0.61,0.55,0
458,1778953543.85,11.58,85.61,60.0,2,2,"9,10","person,tv","center,right","0.6,0.23","0.54,0.0",0
459,1778953543.94,11.65,85.15,60.0,2,2,"9,10","person,tv","center,right","0.59,0.24","0.55,0.2",0
460,1778953544.02,11.5,86.24,57.6,2,2,"9,10","person,tv","center,right","0.58,0.25","0.55,0.2",0
461,1778953544.11,10.91,90.91,65.8,1,1,9,person,center,0.57,0.55,1
462,1778953544.2,11.57,85.74,60.0,1,1,9,person,center,0.55,0.54,1
463,1778953544.29,11.59,85.57,58.8,1,1,9,person,center,0.56,0.53,1
464,1778953544.37,11.67,84.99,62.2,1,1,9,person,center,0.55,0.53,1
465,1778953544.46,11.72,84.66,57.6,1,1,9,person,center,0.55,0.52,1
466,1778953544.55,11.6,85.47,60.0,1,1,9,person,center,0.54,0.51,1
467,1778953544.63,11.57,85.72,57.6,2,2,"9,11","person,microwave","center,right","0.54,0.28","0.5,0.0",1
468,1778953544.72,11.56,85.76,56.3,1,1,9,person,center,0.53,0.5,2
469,1778953544.81,11.62,85.36,58.8,2,2,"9,11","person,microwave","center,right","0.51,0.29","0.48,0.21",1
470,1778953544.89,11.66,85.05,57.6,0,0,,,,,,3
471,1778953544.98,11.6,85.53,64.1,1,1,11,microwave,right,0.29,0.2,1
472,1778953545.07,11.42,86.81,57.6,1,1,11,microwave,right,0.3,0.22,1
473,1778953545.15,11.45,86.61,58.8,1,1,11,microwave,right,0.3,0.21,1
474,1778953545.24,11.62,85.31,57.6,0,0,,,,,,2
475,1778953545.33,11.73,84.52,62.2,0,0,,,,,,2
476,1778953545.41,11.59,85.56,58.8,0,0,,,,,,2
477,1778953545.5,11.69,84.86,64.9,0,0,,,,,,2
478,1778953545.58,11.61,85.4,56.3,0,0,,,,,,2
479,1778953545.67,11.52,86.12,61.5,1,1,11,microwave,right,0.31,0.22,1
480,1778953545.76,11.65,85.09,58.8,0,0,,,,,,1
481,1778953545.84,11.59,85.57,60.0,1,1,11,microwave,right,0.3,0.21,0
482,1778953545.93,11.64,85.17,63.2,1,1,11,microwave,right,0.3,0.21,0
483,1778953546.02,11.35,87.45,57.6,0,0,,,,,,1
484,1778953546.1,11.62,85.31,58.8,0,0,,,,,,1
485,1778953546.19,11.51,86.18,58.8,1,1,11,microwave,right,0.29,0.21,0
486,1778953546.28,11.76,84.3,61.1,1,1,11,microwave,right,0.29,0.21,0
487,1778953546.36,11.65,85.13,58.8,1,1,11,microwave,right,0.29,0.21,0
488,1778953546.45,11.68,84.91,61.1,1,1,11,microwave,right,0.29,0.21,0
489,1778953546.53,11.64,85.21,58.8,1,1,11,microwave,right,0.29,0.21,0
490,1778953546.62,11.56,85.77,60.0,1,1,11,microwave,right,0.3,0.21,0
491,1778953546.71,11.7,84.79,58.8,0,0,,,,,,1
492,1778953546.79,11.59,85.57,61.1,1,1,11,microwave,right,0.29,0.21,0
493,1778953546.88,11.54,86.0,56.3,1,1,11,microwave,right,0.3,0.21,0
494,1778953546.97,11.6,85.53,58.8,1,1,11,microwave,right,0.29,0.21,0
495,1778953547.05,11.45,86.66,62.2,1,1,11,microwave,right,0.29,0.21,0
496,1778953547.14,11.42,86.84,61.1,0,0,,,,,,1
497,1778953547.23,11.69,84.81,60.0,1,1,11,microwave,right,0.29,0.21,0
498,1778953547.32,11.56,85.78,54.8,1,1,11,microwave,right,0.29,0.21,0
499,1778953547.4,11.65,85.16,61.1,1,1,11,microwave,right,0.29,0.21,0
500,1778953547.49,11.63,85.22,56.3,1,1,11,microwave,right,0.29,0.21,0
501,1778953547.57,11.59,85.58,63.2,1,1,11,microwave,right,0.29,0.21,0
502,1778953547.66,11.62,85.33,53.3,1,1,11,microwave,right,0.29,0.21,0
503,1778953547.75,11.66,85.08,57.6,1,1,11,microwave,right,0.29,0.21,0
504,1778953547.83,11.62,85.39,62.2,1,1,11,microwave,right,0.29,0.21,0
505,1778953547.92,11.61,85.44,57.1,1,1,11,microwave,right,0.29,0.21,0
506,1778953548.01,11.45,86.64,62.2,1,1,11,microwave,right,0.29,0.21,0
507,1778953548.09,11.62,85.36,60.0,1,1,11,microwave,right,0.29,0.21,0
508,1778953548.18,11.6,85.46,60.0,1,1,11,microwave,right,0.29,0.21,0
509,1778953548.27,11.67,85.04,62.2,1,1,11,microwave,right,0.29,0.21,0
510,1778953548.35,11.62,85.31,57.6,1,1,11,microwave,right,0.29,0.21,0
511,1778953548.44,11.71,84.72,63.9,1,1,11,microwave,right,0.29,0.21,0
512,1778953548.52,11.64,85.17,56.3,1,1,11,microwave,right,0.29,0.21,0
513,1778953548.61,11.61,85.41,63.2,1,1,11,microwave,right,0.29,0.21,0
514,1778953548.7,11.6,85.46,56.3,1,1,11,microwave,right,0.29,0.21,0
515,1778953548.78,11.57,85.73,55.9,1,1,11,microwave,right,0.29,0.21,0
516,1778953548.87,11.67,84.98,63.9,0,0,,,,,,1
517,1778953548.96,11.56,85.75,57.1,1,1,11,microwave,right,0.29,0.21,0
518,1778953549.04,11.48,86.38,60.0,1,1,11,microwave,right,0.29,0.21,0
519,1778953549.14,10.71,92.7,67.5,1,1,11,microwave,right,0.29,0.21,0
520,1778953549.22,11.57,85.71,61.1,1,1,11,microwave,right,0.3,0.21,0
521,1778953549.31,11.65,85.16,63.2,1,1,11,microwave,right,0.29,0.21,0
522,1778953549.4,11.61,85.43,53.3,1,1,11,microwave,right,0.3,0.21,0
523,1778953549.48,11.71,84.69,61.1,1,1,11,microwave,right,0.29,0.21,0
524,1778953549.57,11.56,85.75,56.3,1,1,11,microwave,right,0.29,0.2,0
525,1778953549.65,11.64,85.21,58.8,1,1,11,microwave,right,0.29,0.21,0
526,1778953549.74,11.66,85.04,61.1,1,1,11,microwave,right,0.29,0.21,0
527,1778953549.83,11.63,85.31,56.2,1,1,11,microwave,right,0.29,0.21,0
528,1778953549.91,11.66,85.06,64.1,1,1,11,microwave,right,0.29,0.21,0
529,1778953550.0,11.31,87.76,58.8,1,1,11,microwave,right,0.3,0.21,0
530,1778953550.09,11.62,85.29,58.8,1,1,11,microwave,right,0.29,0.21,0
531,1778953550.18,11.39,87.1,62.2,1,1,11,microwave,right,0.29,0.21,0
532,1778953550.26,11.7,84.73,61.1,0,0,,,,,,1
533,1778953550.35,11.74,84.52,57.6,1,1,11,microwave,right,0.29,0.2,0
534,1778953550.43,11.52,86.07,58.8,1,1,11,microwave,right,0.29,0.2,0
535,1778953550.52,11.66,85.1,56.3,1,1,11,microwave,right,0.29,0.21,0
536,1778953550.61,11.61,85.45,62.2,1,1,11,microwave,right,0.29,0.21,0
537,1778953550.69,11.67,85.01,56.3,1,1,11,microwave,right,0.29,0.21,0
538,1778953550.78,11.58,85.67,60.0,1,1,11,microwave,right,0.29,0.21,0
539,1778953550.86,11.69,84.87,62.2,1,1,11,microwave,right,0.3,0.21,0
540,1778953550.95,11.63,85.26,56.2,1,1,11,microwave,right,0.3,0.21,0
541,1778953551.04,11.45,86.62,63.2,1,1,11,microwave,right,0.29,0.2,0
542,1778953551.13,11.54,85.89,62.2,1,1,11,microwave,right,0.29,0.21,0
543,1778953551.21,11.62,85.33,57.6,1,1,11,microwave,right,0.29,0.21,0
544,1778953551.3,11.63,85.3,61.1,1,1,11,microwave,right,0.3,0.21,0
545,1778953551.38,11.56,85.78,54.8,1,1,11,microwave,right,0.29,0.21,0
546,1778953551.47,11.56,85.79,60.0,1,1,11,microwave,right,0.29,0.2,0
547,1778953551.56,11.58,85.69,62.2,1,1,11,microwave,right,0.3,0.21,0
548,1778953551.64,11.59,85.55,56.3,1,1,11,microwave,right,0.29,0.21,0
549,1778953551.73,11.67,85.0,60.0,0,0,,,,,,1
550,1778953551.82,11.51,86.17,57.6,1,1,11,microwave,right,0.29,0.21,0
551,1778953551.9,11.61,85.44,56.3,1,1,11,microwave,right,0.29,0.21,0
552,1778953551.99,11.5,86.29,60.0,1,1,11,microwave,right,0.29,0.21,0
553,1778953552.08,11.29,87.53,57.1,1,1,11,microwave,right,0.3,0.21,0
554,1778953552.17,11.5,86.28,57.6,1,1,11,microwave,right,0.3,0.21,0
555,1778953552.25,11.58,85.64,60.0,1,1,11,microwave,right,0.3,0.21,0
556,1778953552.34,11.64,85.18,58.8,1,1,11,microwave,right,0.3,0.21,0
557,1778953552.43,11.69,84.86,60.0,1,1,11,microwave,right,0.3,0.21,0
558,1778953552.51,11.67,84.96,56.3,0,0,,,,,,1
559,1778953552.6,11.64,85.18,62.2,1,1,11,microwave,right,0.31,0.22,0
560,1778953552.68,11.62,85.31,57.6,0,0,,,,,,1
561,1778953552.77,11.66,85.08,57.6,0,0,,,,,,1
562,1778953552.86,11.69,84.82,56.2,0,0,,,,,,1
563,1778953552.94,11.76,84.36,58.8,0,0,,,,,,1
564,1778953553.03,11.47,86.47,56.3,0,0,,,,,,1
565,1778953553.12,11.64,85.19,57.6,0,0,,,,,,1
566,1778953553.2,11.63,85.23,58.8,0,0,,,,,,1
567,1778953553.29,11.68,84.89,58.8,0,0,,,,,,1
568,1778953553.37,11.72,84.6,58.8,0,0,,,,,,1
569,1778953553.46,11.65,85.17,58.8,0,0,,,,,,1
570,1778953553.54,11.68,84.9,61.8,0,0,,,,,,0
571,1778953553.63,11.61,85.46,57.1,1,1,12,microwave,right,0.29,0.0,0
572,1778953553.72,11.69,84.85,61.8,1,1,12,microwave,right,0.29,0.21,0
573,1778953553.8,11.62,85.35,54.8,1,1,12,microwave,right,0.29,0.21,0
574,1778953553.89,11.6,85.46,58.8,1,1,12,microwave,right,0.29,0.21,0
575,1778953553.98,11.6,85.5,55.9,1,1,12,microwave,right,0.29,0.21,0
576,1778953554.06,11.43,86.78,61.1,1,1,13,person,center,0.3,0.0,1
577,1778953554.16,10.87,91.35,67.6,3,3,"12,13,14","microwave,person,refrigerator","right,center,right","0.28,0.51,0.69","0.2,0.57,0.0",0
578,1778953554.24,11.77,84.3,63.2,3,3,"12,13,14","microwave,person,refrigerator","right,center,right","0.27,0.52,0.7","0.2,0.5,0.42",0
579,1778953554.33,11.6,85.48,57.6,2,2,"12,13","microwave,person","right,center","0.26,0.52","0.2,0.49",1
580,1778953554.41,11.7,84.78,62.2,1,1,13,person,center,0.52,0.49,2
581,1778953554.5,11.67,84.99,58.8,1,1,13,person,center,0.53,0.51,2
582,1778953554.59,11.69,84.84,62.2,1,1,13,person,center,0.53,0.51,2
583,1778953554.67,11.64,85.19,58.8,1,1,13,person,center,0.55,0.52,2
584,1778953554.76,11.65,85.07,58.8,1,1,13,person,center,0.56,0.53,2
585,1778953554.84,11.55,85.87,56.3,1,1,13,person,center,0.56,0.52,2
586,1778953554.93,11.69,84.85,63.2,1,1,13,person,center,0.57,0.53,2
587,1778953555.02,11.39,87.1,60.0,2,2,"13,15","person,tv","center,right","0.57,0.22","0.54,0.0",2
588,1778953555.1,11.67,84.99,54.8,2,2,"13,15","person,tv","center,right","0.57,0.22","0.53,0.17",2
589,1778953555.19,11.39,87.08,60.0,1,1,13,person,right,0.57,0.53,2
590,1778953555.28,11.61,85.43,61.1,1,1,13,person,right,0.59,0.53,1
591,1778953555.37,11.59,85.6,56.3,1,1,13,person,right,0.6,0.54,1
592,1778953555.45,11.53,86.0,60.0,1,1,13,person,right,0.6,0.54,1
593,1778953555.54,11.59,85.6,62.2,1,1,13,person,right,0.62,0.56,1
594,1778953555.62,11.62,85.32,53.3,1,1,13,person,right,0.63,0.57,1
595,1778953555.71,11.56,85.79,54.8,1,1,13,person,right,0.64,0.56,1
596,1778953555.8,11.61,85.4,59.5,1,1,13,person,right,0.65,0.57,1
597,1778953555.88,11.56,85.79,56.7,1,1,13,person,right,0.66,0.57,1
598,1778953555.97,11.61,85.42,58.8,1,1,13,person,right,0.67,0.57,1
599,1778953556.06,11.51,86.2,62.2,1,1,13,person,right,0.68,0.57,0
600,1778953556.14,11.63,85.22,54.8,1,1,13,person,right,0.69,0.57,0
601,1778953556.23,11.6,85.56,57.6,1,1,13,person,right,0.69,0.57,0
602,1778953556.32,11.65,85.1,60.0,1,1,13,person,right,0.69,0.57,0
603,1778953556.4,11.51,86.21,61.1,1,1,13,person,right,0.69,0.57,0
604,1778953556.49,11.64,85.17,60.0,1,1,13,person,right,0.7,0.57,0
605,1778953556.58,11.57,85.72,57.6,1,1,13,person,right,0.7,0.57,0
606,1778953556.66,11.6,85.51,55.9,1,1,13,person,right,0.71,0.57,0
607,1778953556.75,11.69,84.85,62.2,1,1,13,person,right,0.71,0.57,0
608,1778953556.84,11.61,85.39,58.8,1,1,13,person,right,0.71,0.56,0
609,1778953556.92,11.56,85.81,61.1,1,1,13,person,right,0.71,0.56,0
610,1778953557.01,11.45,86.63,56.3,1,1,13,person,right,0.71,0.56,0
611,1778953557.1,11.51,86.08,60.0,1,1,13,person,right,0.71,0.55,0
612,1778953557.18,11.57,85.74,60.0,1,1,13,person,right,0.71,0.56,0
613,1778953557.27,11.59,85.63,64.9,1,1,13,person,right,0.71,0.56,0
614,1778953557.36,11.72,84.58,58.8,1,1,13,person,right,0.71,0.56,0
615,1778953557.44,11.64,85.21,60.0,1,1,13,person,right,0.71,0.56,0
616,1778953557.53,11.5,86.21,56.3,1,1,13,person,right,0.71,0.56,0
617,1778953557.62,11.62,85.31,57.1,1,1,13,person,right,0.71,0.56,0
618,1778953557.7,11.55,85.85,62.9,1,1,13,person,right,0.71,0.55,0
619,1778953557.79,11.62,85.35,50.0,1,1,13,person,right,0.7,0.55,0
620,1778953557.88,11.51,86.04,61.1,1,1,13,person,right,0.7,0.55,0
621,1778953557.96,11.6,85.47,63.2,1,1,13,person,right,0.7,0.55,0
622,1778953558.05,11.38,87.11,61.1,1,1,13,person,right,0.7,0.55,0
623,1778953558.14,11.53,86.05,57.6,1,1,13,person,right,0.7,0.55,0
624,1778953558.22,11.57,85.68,60.0,1,1,13,person,right,0.7,0.55,0
625,1778953558.31,11.56,85.84,62.2,1,1,13,person,right,0.7,0.55,0
626,1778953558.4,11.67,84.97,60.0,1,1,13,person,right,0.7,0.55,0
627,1778953558.48,11.7,84.71,56.2,1,1,13,person,right,0.7,0.55,0
628,1778953558.57,11.7,84.78,54.8,1,1,13,person,right,0.7,0.55,0
629,1778953558.65,11.69,84.88,61.1,1,1,13,person,right,0.7,0.55,0
630,1778953558.74,11.56,85.81,57.6,1,1,13,person,right,0.7,0.55,0
631,1778953558.83,11.54,85.98,58.8,1,1,13,person,right,0.7,0.55,0
632,1778953558.91,11.59,85.54,63.2,1,1,13,person,right,0.7,0.55,0
633,1778953559.0,11.43,86.79,51.7,1,1,13,person,right,0.7,0.55,0
634,1778953559.09,11.51,86.14,57.6,1,1,13,person,right,0.7,0.55,0
635,1778953559.18,10.64,93.17,58.8,1,1,13,person,right,0.69,0.55,0
636,1778953559.27,11.63,85.27,60.0,1,1,13,person,right,0.69,0.55,0
637,1778953559.36,11.63,85.29,60.0,1,1,13,person,right,0.69,0.55,0
638,1778953559.44,11.64,85.2,61.1,1,1,13,person,right,0.69,0.55,0
639,1778953559.53,11.62,85.37,54.8,1,1,13,person,right,0.69,0.55,0
640,1778953559.61,11.74,84.43,61.1,1,1,13,person,right,0.7,0.55,0
641,1778953559.7,11.61,85.47,54.8,1,1,13,person,right,0.69,0.55,0
642,1778953559.79,11.67,85.01,63.2,1,1,13,person,right,0.69,0.55,0
643,1778953559.87,11.62,85.39,56.3,1,1,13,person,right,0.69,0.55,0
644,1778953559.96,11.63,85.31,61.1,1,1,13,person,right,0.7,0.55,0
645,1778953560.05,11.44,86.72,57.1,1,1,13,person,right,0.7,0.55,0
646,1778953560.13,11.45,86.6,56.7,1,1,13,person,right,0.7,0.55,0
647,1778953560.22,11.58,85.62,53.1,1,1,13,person,right,0.7,0.55,0
648,1778953560.31,11.61,85.39,60.0,1,1,13,person,right,0.7,0.55,0
649,1778953560.39,11.49,86.33,57.6,1,1,13,person,right,0.7,0.55,0
650,1778953560.48,11.61,85.43,54.8,1,1,13,person,right,0.7,0.55,0
651,1778953560.57,11.65,85.19,62.2,1,1,13,person,right,0.7,0.55,0
652,1778953560.65,11.68,84.9,58.8,1,1,13,person,right,0.7,0.55,0
653,1778953560.74,11.69,84.83,60.0,1,1,13,person,right,0.7,0.55,0
654,1778953560.82,11.66,85.04,56.3,1,1,13,person,right,0.7,0.55,0
655,1778953560.91,11.61,85.47,63.2,1,1,13,person,right,0.7,0.55,0
656,1778953561.0,11.45,86.65,57.6,1,1,13,person,right,0.7,0.55,0
657,1778953561.08,11.61,85.47,56.3,1,1,13,person,right,0.7,0.55,0
658,1778953561.17,11.57,85.73,58.8,1,1,13,person,right,0.7,0.55,0
659,1778953561.26,11.64,85.23,59.5,1,1,13,person,right,0.7,0.55,0
660,1778953561.34,11.63,85.29,57.6,1,1,13,person,right,0.7,0.55,0
661,1778953561.43,11.67,85.03,60.0,1,1,13,person,right,0.71,0.56,0
662,1778953561.52,11.59,85.53,58.8,1,1,13,person,right,0.71,0.56,0
663,1778953561.6,11.69,84.87,60.0,1,1,13,person,right,0.71,0.56,0
664,1778953561.69,11.64,85.23,57.6,1,1,13,person,right,0.71,0.56,0
665,1778953561.77,11.82,83.92,61.1,1,1,13,person,right,0.71,0.56,0
666,1778953561.86,11.71,84.7,60.0,1,1,13,person,right,0.71,0.56,0
667,1778953561.94,11.66,85.11,56.3,1,1,13,person,right,0.71,0.56,0
