frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,audio_accepted,audio_spoken_total,audio_dropped_total,audio_repeated_blocked_total,final_messages
99,11.03,90.07,59.5,1,0,0,0,2,0,0,
100,11.26,88.21,57.1,1,0,0,0,2,0,0,
101,11.18,88.9,57.1,2,1,0,0,2,0,0,
102,11.19,88.78,58.3,2,1,0,0,2,0,0,
103,11.28,88.0,54.5,1,0,0,0,2,0,0,
104,11.16,89.04,55.9,1,0,0,0,2,0,0,
105,11.2,88.7,59.5,3,2,0,0,2,0,0,
106,11.27,88.08,57.6,1,0,0,0,2,0,0,
107,11.18,88.84,59.5,3,1,0,0,2,0,0,
108,11.24,88.34,58.3,3,1,0,0,2,0,0,
109,11.19,88.68,55.9,3,0,0,0,2,0,0,
110,11.11,89.37,62.5,3,0,0,0,2,0,0,
111,11.23,88.41,54.5,4,1,0,0,2,0,0,
112,11.22,88.56,58.8,3,0,0,0,2,0,0,
113,11.22,88.58,57.1,2,0,0,0,2,0,0,
114,11.26,88.16,55.9,2,1,1,1,2,0,0,Person very close ahead
115,7.57,131.48,64.7,2,0,0,0,2,0,0,
116,11.34,87.63,57.6,2,0,0,0,2,0,0,
117,11.42,86.98,53.1,3,1,0,0,2,0,0,
118,11.38,87.27,58.8,3,0,0,0,2,0,0,
119,11.4,87.15,54.8,1,0,0,0,2,0,0,
120,10.66,93.16,68.4,2,0,0,0,2,0,0,
121,11.21,88.66,62.2,2,0,0,0,2,0,0,
122,11.49,86.46,62.2,2,0,0,0,2,0,0,
123,11.46,86.65,57.6,2,0,0,0,2,0,0,
124,11.5,86.38,57.6,2,0,0,0,2,0,0,
125,11.48,86.51,61.1,1,0,0,0,2,0,0,
126,11.35,87.48,60.0,2,2,1,1,2,0,0,Person very close ahead
127,11.57,85.85,58.1,2,1,0,0,2,0,0,
128,11.53,86.14,61.1,1,0,0,0,2,0,0,
129,11.43,86.93,62.2,1,0,0,0,2,0,0,
130,11.52,86.23,56.3,1,0,0,0,2,0,0,
131,11.17,88.93,62.9,2,1,1,1,2,0,0,Person ahead
132,11.26,88.22,60.0,1,0,0,0,2,0,0,
133,11.55,86.03,60.0,1,0,0,0,2,0,0,
134,11.47,86.59,61.1,1,0,0,0,2,0,0,
135,11.43,86.91,58.8,1,0,0,0,2,0,0,
136,11.5,86.34,56.3,1,0,0,0,2,0,0,
137,11.53,86.13,61.8,1,0,0,0,2,0,0,
138,11.6,85.61,62.2,1,0,0,0,2,0,0,
139,7.98,124.68,58.7,1,1,1,1,2,0,0,Person very close ahead
140,10.93,90.89,57.1,1,0,0,0,2,0,0,
141,8.47,117.46,61.7,1,0,0,0,3,0,0,
142,9.26,107.16,68.2,1,0,0,0,3,0,0,
143,11.04,89.94,59.5,1,0,0,0,3,0,0,
144,10.9,91.08,56.8,1,0,0,0,3,0,0,
145,11.12,89.37,57.6,1,0,0,0,3,0,0,
146,11.02,90.18,59.5,1,0,0,0,3,0,0,
147,11.02,90.09,55.6,1,0,0,0,3,0,0,
148,11.01,90.18,58.3,1,0,0,0,3,0,0,
149,10.95,90.73,57.1,1,0,0,0,3,0,0,
150,10.96,90.55,60.5,1,0,0,0,3,0,0,
151,11.04,90.0,58.3,1,0,0,0,3,0,0,
152,11.02,89.98,58.3,1,0,0,0,3,0,0,
153,10.84,91.66,55.6,1,0,0,0,3,0,0,
154,11.08,89.66,57.1,1,0,0,0,3,0,0,
155,11.02,90.19,58.3,1,1,1,1,3,0,0,Person ahead
156,11.07,89.71,60.5,1,0,0,0,3,0,0,
157,11.14,89.17,54.5,1,0,0,0,3,0,0,
158,11.05,89.86,60.5,1,0,0,0,3,0,0,
159,11.21,88.54,59.5,1,0,0,0,3,0,0,
160,11.19,88.79,59.5,1,0,0,0,3,0,0,
161,11.06,89.81,57.1,1,0,0,0,3,0,0,
162,11.05,89.85,59.5,1,0,0,0,3,0,0,
163,11.05,89.79,58.3,1,0,0,0,3,0,0,
164,10.96,90.66,57.6,1,0,0,0,3,0,0,
165,11.13,89.26,58.3,1,0,0,0,3,0,0,
166,9.22,107.76,69.2,1,0,0,0,3,0,0,
167,11.24,88.37,59.5,1,0,0,0,3,0,0,
168,7.24,137.5,66.0,1,0,0,0,4,0,0,
169,11.21,88.52,59.5,2,2,1,0,4,0,1,Person very close ahead
170,11.33,87.67,60.0,1,0,0,0,4,0,1,
171,11.41,87.03,56.3,1,0,0,0,4,0,1,
172,11.35,87.48,57.1,1,0,0,0,4,0,1,
173,10.32,96.33,59.0,1,1,1,0,4,0,2,Person very close ahead
174,9.36,106.23,59.1,1,0,0,0,4,0,2,
175,11.45,86.66,61.8,2,1,1,1,4,0,2,Person ahead
176,11.59,85.7,57.6,2,0,0,0,4,0,2,
177,11.64,85.32,61.1,1,0,0,0,4,0,2,
178,11.76,84.43,56.7,1,1,1,0,4,0,3,Person very close ahead
179,11.59,85.67,64.1,1,0,0,0,4,0,3,
180,11.55,85.91,62.9,2,1,1,1,4,1,3,Person approaching ahead
181,11.59,85.71,61.1,1,0,0,0,4,1,3,
182,11.55,85.96,61.1,1,0,0,0,4,1,3,
183,8.12,122.65,60.9,1,0,0,0,4,1,3,
184,11.19,88.79,59.5,1,0,0,0,4,1,3,
185,11.39,87.22,62.2,1,0,0,0,4,1,3,
186,7.58,131.39,70.4,1,0,0,0,5,1,3,
187,11.61,85.59,63.2,2,1,0,0,5,1,3,
188,11.5,86.33,56.3,1,0,0,0,5,1,3,
189,11.53,86.17,57.6,1,0,0,0,5,1,3,
190,11.6,85.64,59.4,1,0,0,0,5,1,3,
191,11.53,86.17,58.8,1,0,0,0,5,1,3,
192,11.47,86.61,54.8,1,0,0,0,5,1,3,
193,11.55,85.94,61.1,1,0,0,0,5,1,3,
194,11.47,86.56,60.0,1,0,0,0,5,1,3,
195,11.47,86.64,63.2,1,0,0,0,5,1,3,
196,11.54,86.03,58.8,1,0,0,0,5,1,3,
197,11.24,88.4,60.0,1,0,0,0,5,1,3,
198,11.52,86.21,61.1,1,0,0,0,5,1,3,
199,11.47,86.59,54.8,1,0,0,0,5,1,3,
200,11.51,86.28,57.6,1,0,0,0,5,1,3,
201,9.02,110.26,63.4,1,0,0,0,5,1,3,
202,11.26,88.09,58.8,1,0,0,0,5,1,3,
203,11.52,86.27,60.0,1,0,0,0,5,1,3,
204,7.52,132.46,66.7,1,0,0,0,6,1,3,
205,11.42,87.0,58.8,1,0,0,0,6,1,3,
206,11.22,88.54,57.1,1,0,0,0,6,1,3,
207,11.08,89.69,51.6,1,0,0,0,6,1,3,
208,11.28,88.03,60.0,1,0,0,0,6,1,3,
209,11.4,87.17,58.8,1,0,0,0,6,1,3,
210,11.34,87.59,57.1,1,0,0,0,6,1,3,
211,11.4,87.13,57.6,1,0,0,0,6,1,3,
212,11.25,88.27,56.3,1,0,0,0,6,1,3,
213,11.41,87.04,60.5,1,0,0,0,6,1,3,
214,11.04,89.99,63.2,1,0,0,0,6,1,3,
215,11.34,87.62,57.6,1,0,0,0,6,1,3,
216,11.28,88.08,61.1,1,0,0,0,6,1,3,
217,11.39,87.21,61.1,1,0,0,0,6,1,3,
218,10.91,91.05,61.5,1,0,0,0,6,1,3,
219,9.38,106.09,69.8,1,0,0,0,6,1,3,
220,11.41,87.02,61.1,1,0,0,0,6,1,3,
221,11.64,85.37,56.3,1,0,0,0,6,1,3,
222,7.94,125.27,74.5,1,0,0,0,7,1,3,
223,11.4,87.13,57.6,1,0,0,0,7,1,3,
224,11.29,87.96,56.3,1,0,0,0,7,1,3,
225,11.39,87.16,61.1,1,0,0,0,7,1,3,
226,11.35,87.52,61.1,1,0,0,0,7,1,3,
227,11.38,87.33,61.5,1,0,0,0,7,1,3,
228,9.83,101.17,64.3,1,0,0,0,7,1,3,
229,11.25,88.24,62.2,1,0,0,0,7,1,3,
230,11.43,86.92,61.1,1,0,0,0,7,1,3,
231,11.54,86.09,58.8,1,0,0,0,7,1,3,
232,11.53,86.12,57.6,1,0,0,0,7,1,3,
233,11.34,87.48,56.3,1,1,1,1,7,1,3,Person very close ahead
234,11.53,86.11,57.6,1,0,0,0,7,1,3,
235,11.5,86.41,62.9,1,0,0,0,7,1,3,
236,11.49,86.42,57.6,1,0,0,0,7,1,3,
237,11.55,86.02,56.3,1,0,0,0,7,1,3,
238,11.57,85.79,61.8,1,0,0,0,7,1,3,
239,11.56,85.92,61.1,1,0,0,0,7,1,3,
240,11.16,88.87,61.8,1,0,0,0,7,1,3,
241,11.68,85.07,61.1,1,0,0,0,7,1,3,
242,11.62,85.48,60.6,1,0,0,0,7,1,3,
243,11.53,86.13,63.2,1,0,0,0,7,1,3,
244,9.11,109.12,69.6,1,0,0,0,7,1,3,
245,11.39,87.25,62.2,1,0,0,0,7,1,3,
246,11.66,85.19,57.6,1,0,0,0,7,1,3,
247,8.34,119.29,78.7,1,0,0,0,8,1,3,
248,11.35,87.53,61.1,1,0,0,0,8,1,3,
249,11.38,87.28,62.2,1,0,0,0,8,1,3,
250,11.52,86.19,61.1,1,0,0,0,8,1,3,
251,11.33,87.69,60.0,1,0,0,0,8,1,3,
252,11.35,87.5,63.2,1,0,0,0,8,1,3,
253,11.47,86.61,63.2,1,0,0,0,8,1,3,
254,11.49,86.45,58.8,1,0,0,0,8,1,3,
255,11.61,85.55,59.4,1,0,0,0,8,1,3,
256,11.59,85.65,60.0,1,0,0,0,8,1,3,
257,11.58,85.79,58.8,1,0,0,0,8,1,3,
258,11.45,86.71,60.0,1,0,0,0,8,1,3,
259,11.25,88.26,60.0,1,0,0,0,8,1,3,
260,11.51,86.26,57.6,1,0,0,0,8,1,3,
261,11.38,87.26,61.1,1,0,0,0,8,1,3,
262,11.54,86.05,57.6,1,0,0,0,8,1,3,
263,11.21,88.62,60.0,1,0,0,0,8,1,3,
264,11.55,85.99,58.1,1,0,0,0,8,1,3,
265,11.49,86.46,58.8,1,0,0,0,8,1,3,
266,11.66,85.13,62.2,1,0,0,0,8,1,3,
267,11.49,86.49,58.8,1,0,0,0,8,1,3,
268,11.47,86.58,61.1,1,0,0,0,8,1,3,
269,11.51,86.28,59.4,1,0,0,0,8,1,3,
270,11.53,86.13,60.0,1,0,0,0,8,1,3,
271,11.52,86.26,58.8,1,0,0,0,8,1,3,
272,8.9,111.79,66.7,1,0,0,0,8,1,3,
273,11.54,86.09,56.3,1,0,0,0,8,1,3,
274,11.42,86.96,61.1,1,0,0,0,9,1,3,
275,11.64,85.33,57.6,1,0,0,0,9,1,3,
276,11.67,85.05,57.6,1,0,0,0,9,1,3,
277,11.66,85.21,60.0,1,0,0,0,9,1,3,
278,11.66,85.11,61.1,1,0,0,0,9,1,3,
279,11.59,85.74,57.6,1,0,0,0,9,1,3,
280,11.78,84.32,62.9,1,0,0,0,9,1,3,
281,11.74,84.61,61.1,1,0,0,0,9,1,3,
282,11.71,84.83,54.8,1,0,0,0,9,1,3,
283,11.66,85.19,62.2,1,0,0,0,9,1,3,
284,11.54,86.07,56.2,1,0,0,0,9,1,3,
285,10.06,98.81,61.5,1,0,0,0,9,1,3,
286,11.38,87.25,57.6,1,0,0,0,9,1,3,
287,11.68,85.08,60.0,1,0,0,0,9,1,3,
288,11.61,85.52,54.8,1,0,0,0,9,1,3,
289,11.61,85.59,58.8,1,0,0,0,9,1,3,
290,11.68,85.0,58.8,1,1,1,0,9,1,4,Person very close ahead
291,11.66,85.22,60.0,1,0,0,0,9,1,4,
292,11.7,84.89,57.6,1,0,0,0,9,1,4,
293,11.69,84.95,57.6,1,0,0,0,9,1,4,
294,11.66,85.19,56.2,1,0,0,0,9,1,4,
295,11.67,85.13,61.1,1,0,0,0,9,1,4,
296,11.41,87.08,58.8,1,0,0,0,9,1,4,
297,11.45,86.8,56.3,1,0,0,0,9,1,4,
298,11.69,84.92,58.8,1,0,0,0,9,1,4,
299,11.61,85.54,58.8,1,0,0,0,9,1,4,
300,11.66,85.19,57.6,1,0,0,0,9,1,4,
301,11.62,85.53,62.9,1,0,0,0,9,1,4,
302,11.6,85.61,53.1,1,0,0,0,9,1,4,
303,11.69,85.02,62.9,1,0,0,0,9,1,4,
304,11.63,85.37,54.8,1,0,0,0,9,1,4,
305,11.66,85.18,54.8,1,0,0,0,9,1,4,
306,11.72,84.76,54.8,1,0,0,0,9,1,4,
307,11.58,85.81,60.0,1,0,0,0,9,1,4,
308,11.26,88.21,61.5,1,0,0,0,9,1,4,
309,11.56,85.93,62.2,1,0,0,0,9,1,4,
310,11.59,85.67,56.3,1,0,0,0,9,1,4,
311,11.63,85.4,59.4,1,0,0,0,9,1,4,
312,11.51,86.25,60.5,1,0,0,0,9,1,4,
313,11.6,85.65,56.3,1,0,0,0,9,1,4,
314,11.65,85.28,60.6,1,0,0,0,9,1,4,
315,11.48,86.51,58.3,1,0,0,0,9,1,4,
316,11.59,85.68,54.8,1,0,0,0,9,1,4,
317,11.54,86.06,56.3,1,0,0,0,9,1,4,
318,11.61,85.52,61.1,1,0,0,0,9,1,4,
319,11.62,85.46,56.2,1,0,0,0,9,1,4,
320,11.38,87.29,62.2,1,0,0,0,9,1,4,
321,11.62,85.5,57.6,1,0,0,0,9,1,4,
322,11.62,85.45,60.0,1,0,0,0,9,1,4,
323,11.69,84.98,60.6,1,0,0,0,9,1,4,
324,11.54,86.05,58.3,1,0,0,0,9,1,4,
325,11.59,85.67,58.8,1,0,0,0,9,1,4,
326,11.56,85.88,62.2,1,0,0,0,9,1,4,
327,11.59,85.75,59.4,1,0,0,0,9,1,4,
328,11.54,86.06,57.1,1,0,0,0,9,1,4,
329,11.62,85.52,64.9,1,0,0,0,9,1,4,
330,11.21,88.61,59.5,1,0,0,0,9,1,4,
331,11.47,86.64,61.1,1,0,0,0,9,1,4,
332,11.66,84.98,61.1,1,0,0,0,9,1,4,
333,11.7,84.91,58.8,1,0,0,0,9,1,4,
334,11.7,84.88,61.1,1,0,0,0,9,1,4,
335,11.4,87.11,60.6,1,0,0,0,9,1,4,
336,11.69,84.97,60.0,1,0,0,0,9,1,4,
337,11.6,85.68,57.6,1,0,0,0,9,1,4,
338,11.69,84.96,58.8,1,0,0,0,9,1,4,
339,11.66,85.17,57.6,1,0,0,0,9,1,4,
340,11.69,84.98,60.0,1,0,0,0,9,1,4,
341,11.63,85.44,56.2,1,0,0,0,9,1,4,
342,10.78,92.19,62.9,1,0,0,0,9,1,4,
343,11.42,86.98,57.6,1,0,0,0,9,1,4,
344,11.56,85.91,56.3,1,0,0,0,9,1,4,
345,11.74,84.6,61.1,1,0,0,0,9,1,4,
346,11.55,86.01,54.8,1,0,0,0,9,1,4,
347,11.67,85.12,60.0,1,0,0,0,9,1,4,
348,11.67,85.08,53.3,1,1,1,1,9,1,4,Person very close ahead
349,7.6,130.92,69.6,1,0,0,0,9,1,4,
350,11.53,86.14,61.1,1,0,0,0,9,1,4,
351,11.47,86.61,64.1,1,0,0,0,9,1,4,
352,11.58,85.76,61.1,1,0,0,0,9,1,4,
353,11.3,87.94,61.8,1,0,0,0,9,1,4,
354,11.34,87.56,58.8,1,0,0,0,9,1,4,
355,11.39,87.21,60.0,1,0,0,0,9,1,4,
356,11.58,85.74,57.6,1,0,0,0,9,1,4,
357,11.5,86.38,58.8,1,0,0,0,9,1,4,
358,11.61,85.54,61.1,1,0,0,0,9,1,4,
359,11.55,86.05,60.0,1,0,0,0,9,1,4,
360,11.37,87.33,60.6,1,0,0,0,9,1,4,
361,11.44,86.83,58.3,1,0,0,0,9,1,4,
362,11.67,85.11,56.3,1,0,0,0,9,1,4,
363,11.46,86.67,63.2,1,0,0,0,9,1,4,
364,11.47,86.57,57.6,1,0,0,0,9,1,4,
365,11.2,88.71,58.8,1,0,0,0,9,1,4,
366,11.48,86.49,63.2,1,0,0,0,9,1,4,
367,11.49,86.44,58.8,1,0,0,0,9,1,4,
368,11.51,86.3,60.0,1,0,0,0,9,1,4,
369,11.54,86.11,60.0,1,0,0,0,9,1,4,
370,11.58,85.74,62.2,1,0,0,0,9,1,4,
371,11.47,86.65,61.1,1,0,0,0,9,1,4,
372,11.4,87.09,57.6,1,0,0,0,9,1,4,
373,11.51,86.36,58.8,1,0,0,0,9,1,4,
374,9.4,105.79,72.1,1,0,0,0,9,1,4,
375,11.62,85.46,61.1,1,0,0,0,9,1,4,
376,11.61,85.53,57.6,1,0,0,0,10,1,4,
377,11.62,85.48,60.6,1,0,0,0,10,1,4,
378,11.6,85.63,60.0,1,0,0,0,10,1,4,
379,11.68,85.04,57.6,1,0,0,0,10,1,4,
380,11.68,85.0,58.8,1,0,0,0,10,1,4,
381,11.67,85.16,57.6,1,0,0,0,10,1,4,
382,11.71,84.78,58.8,1,0,0,0,10,1,4,
383,11.94,83.21,58.8,1,0,0,0,10,1,4,
384,11.77,84.37,62.9,1,0,0,0,10,1,4,
385,11.73,84.65,58.8,1,0,0,0,10,1,4,
386,11.63,85.4,58.8,1,0,0,0,10,1,4,
387,11.66,85.18,57.6,1,0,0,0,10,1,4,
388,11.47,86.59,61.1,1,0,0,0,10,1,4,
389,11.48,86.55,58.8,1,0,0,0,10,1,4,
390,11.63,85.39,56.3,1,0,0,0,10,1,4,
391,11.74,84.61,61.1,1,0,0,0,10,1,4,
392,11.72,84.71,60.0,1,0,0,0,10,1,4,
393,11.72,84.78,62.9,1,0,0,0,10,1,4,
394,11.67,85.09,58.8,1,0,0,0,10,1,4,
395,11.72,84.74,56.2,1,0,0,0,10,1,4,
396,11.69,84.92,61.1,1,0,0,0,10,1,4,
397,11.73,84.72,57.6,1,0,0,0,10,1,4,
398,11.54,86.03,61.1,1,0,0,0,10,1,4,
399,10.75,92.49,61.8,1,0,0,0,10,1,4,
400,11.43,86.86,61.1,1,0,0,0,10,1,4,
401,11.63,85.45,58.8,1,0,0,0,10,1,4,
402,11.75,84.48,57.6,1,0,0,0,10,1,4,
403,11.67,85.1,57.6,1,0,0,0,10,1,4,
404,11.8,84.16,61.1,1,0,0,0,10,1,4,
405,11.75,84.53,60.0,1,1,1,1,10,1,4,Person very close ahead
406,8.38,118.62,82.0,1,0,0,0,10,1,4,
407,11.23,88.4,57.1,1,0,0,0,10,1,4,
408,11.56,85.9,64.9,1,0,0,0,10,1,4,
409,11.4,87.16,57.6,1,0,0,0,10,1,4,
410,11.17,88.92,58.8,1,0,0,0,10,1,4,
411,11.37,87.36,58.8,1,0,0,0,10,1,4,
412,11.54,86.05,60.0,1,0,0,0,10,1,4,
413,11.41,86.96,61.1,1,0,0,0,10,1,4,
414,11.52,86.22,62.2,1,0,0,0,10,1,4,
415,11.4,87.17,56.3,1,0,0,0,10,1,4,
416,11.48,86.53,54.8,1,0,0,0,10,1,4,
417,11.58,85.76,60.0,1,0,0,0,10,1,4,
418,11.45,86.75,61.8,1,0,0,0,10,1,4,
419,11.49,86.48,63.2,1,0,0,0,10,1,4,
420,11.51,86.29,62.2,1,0,0,0,10,1,4,
421,11.36,87.48,57.6,1,0,0,0,10,1,4,
422,11.47,86.58,57.6,1,0,0,0,10,1,4,
423,11.45,86.78,57.6,1,0,0,0,10,1,4,
424,11.4,87.11,60.0,1,0,0,0,10,1,4,
425,11.53,86.18,58.8,1,0,0,0,10,1,4,
426,11.53,86.1,56.3,1,0,0,0,10,1,4,
427,11.55,85.99,61.1,1,0,0,0,10,1,4,
428,11.54,86.05,60.0,1,0,0,0,10,1,4,
429,11.52,86.24,58.8,1,0,0,0,10,1,4,
430,11.47,86.58,64.1,1,0,0,0,10,1,4,
431,9.5,104.66,74.4,1,0,0,0,10,1,4,
432,11.48,86.53,58.8,1,0,0,0,10,1,4,
433,11.37,87.3,60.0,1,0,0,0,10,1,4,
434,11.73,84.67,60.0,1,0,0,0,11,1,4,
435,11.57,85.87,53.3,1,0,0,0,11,1,4,
436,11.66,85.19,60.0,1,0,0,0,11,1,4,
437,11.62,85.48,60.6,1,0,0,0,11,1,4,
438,11.73,84.66,58.8,1,0,0,0,11,1,4,
439,11.63,85.41,56.3,1,0,0,0,11,1,4,
440,11.7,84.84,58.8,1,0,0,0,11,1,4,
441,11.61,85.55,56.3,1,0,0,0,11,1,4,
442,11.73,84.66,58.8,1,0,0,0,11,1,4,
443,11.59,85.73,56.3,1,0,0,0,11,1,4,
444,11.6,85.61,60.0,1,0,0,0,11,1,4,
445,11.46,86.69,62.9,1,0,0,0,11,1,4,
446,11.65,85.27,57.6,1,0,0,0,11,1,4,
447,11.73,84.67,62.2,1,0,0,0,11,1,4,
448,11.67,85.1,54.8,1,0,0,0,11,1,4,
449,11.67,85.1,62.2,1,0,0,0,11,1,4,
450,11.67,85.09,56.3,1,0,0,0,11,1,4,
451,11.76,84.47,61.1,1,0,0,0,11,1,4,
452,11.68,85.0,57.6,1,0,0,0,11,1,4,
453,11.68,85.09,60.0,1,0,0,0,11,1,4,
454,11.71,84.78,58.8,1,0,0,0,11,1,4,
455,11.58,85.82,56.3,1,0,0,0,11,1,4,
456,10.18,97.65,57.1,1,0,0,0,11,1,4,
457,11.28,88.09,58.8,1,0,0,0,11,1,4,
458,11.62,85.48,60.0,1,0,0,0,11,1,4,
459,11.66,85.19,57.6,1,0,0,0,11,1,4,
460,11.71,84.78,61.1,1,0,0,0,11,1,4,
461,11.64,85.37,54.8,1,0,0,0,11,1,4,
462,11.66,85.16,60.0,1,1,1,1,11,1,4,Person very close ahead
463,7.85,126.8,72.0,1,0,0,0,11,1,4,
464,11.37,87.3,57.6,1,0,0,0,11,1,4,
465,11.48,86.54,55.9,1,0,0,0,11,1,4,
466,11.33,87.65,60.0,1,0,0,0,11,1,4,
467,11.24,88.41,57.6,1,0,0,0,11,1,4,
468,11.4,87.09,62.2,1,0,0,0,11,1,4,
469,11.48,86.58,63.2,1,0,0,0,11,1,4,
470,11.41,87.06,61.8,1,0,0,0,11,1,4,
471,11.52,86.26,57.6,1,0,0,0,11,1,4,
472,11.55,85.92,58.8,1,0,0,0,11,1,4,
