frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,audio_accepted,audio_spoken_total,audio_dropped_total,audio_repeated_blocked_total,final_messages
473,11.56,85.96,63.2,1,0,0,0,11,1,4,
474,11.51,86.25,64.1,1,0,0,0,11,1,4,
475,11.38,87.31,54.8,1,0,0,0,11,1,4,
476,11.5,86.35,60.0,1,0,0,0,11,1,4,
477,11.65,85.23,58.1,1,0,0,0,11,1,4,
478,11.49,86.39,60.0,1,0,0,0,11,1,4,
479,11.43,86.88,54.8,1,0,0,0,11,1,4,
480,11.54,86.05,54.8,1,0,0,0,11,1,4,
481,11.59,85.67,60.6,1,0,0,0,11,1,4,
482,11.55,85.94,60.0,1,0,0,0,11,1,4,
483,11.57,85.87,58.8,1,0,0,0,11,1,4,
484,11.64,85.29,60.0,1,0,0,0,11,1,4,
485,11.61,85.59,60.6,1,0,0,0,11,1,4,
486,11.52,86.19,54.8,1,0,0,0,11,1,4,
487,11.47,86.65,56.3,1,0,0,0,11,1,4,
488,9.45,104.51,72.1,1,0,0,0,11,1,4,
489,11.55,85.99,56.3,1,0,0,0,11,1,4,
490,11.68,85.04,59.4,1,0,0,0,12,1,4,
491,11.45,86.74,63.2,1,0,0,0,12,1,4,
492,11.64,85.33,54.8,1,0,0,0,12,1,4,
493,11.68,85.03,58.8,1,0,0,0,12,1,4,
494,11.58,85.72,57.6,1,0,0,0,12,1,4,
495,11.64,85.35,58.8,1,0,0,0,12,1,4,
496,11.54,86.03,64.9,1,0,0,0,12,1,4,
497,11.72,84.78,56.3,1,0,0,0,12,1,4,
498,11.66,85.15,61.1,1,0,0,0,12,1,4,
499,11.6,85.63,60.0,1,0,0,0,12,1,4,
500,11.7,84.82,63.2,1,0,0,0,12,1,4,
501,11.67,85.13,56.3,1,0,0,0,12,1,4,
502,11.48,86.5,62.9,1,0,0,0,12,1,4,
503,11.57,85.84,61.1,1,0,0,0,12,1,4,
504,11.69,84.9,60.0,1,0,0,0,12,1,4,
505,11.65,85.27,61.1,1,0,0,0,12,1,4,
506,11.66,85.16,58.8,1,0,0,0,12,1,4,
507,11.63,85.41,61.1,1,0,0,0,12,1,4,
508,11.7,84.89,60.0,1,0,0,0,12,1,4,
509,11.62,85.48,61.8,1,0,0,0,12,1,4,
510,11.57,85.81,56.3,1,0,0,0,12,1,4,
511,11.73,84.72,61.1,1,0,0,0,12,1,4,
512,11.68,85.04,57.6,1,0,0,0,12,1,4,
513,10.96,90.71,69.2,1,0,0,0,12,1,4,
514,11.54,86.02,62.2,1,0,0,0,12,1,4,
515,11.75,84.57,56.3,1,0,0,0,12,1,4,
516,11.62,85.43,63.9,1,0,0,0,12,1,4,
517,11.7,84.87,57.6,1,0,0,0,12,1,4,
518,11.7,84.85,57.6,1,0,0,0,12,1,4,
519,11.68,85.05,57.6,1,1,1,1,12,1,4,Person very close ahead
520,8.16,121.83,73.9,1,0,0,0,12,1,4,
521,11.47,86.48,60.0,1,0,0,0,12,1,4,
522,11.47,86.54,60.0,1,0,0,0,12,1,4,
523,11.57,85.89,58.8,1,0,0,0,12,1,4,
524,11.38,87.28,62.9,1,0,0,0,12,1,4,
525,11.32,87.72,62.2,1,0,0,0,12,1,4,
526,11.58,85.75,58.8,1,0,0,0,12,1,4,
527,11.54,86.07,58.8,1,0,0,0,12,1,4,
528,11.52,86.17,59.4,1,0,0,0,12,1,4,
529,11.55,86.05,56.3,1,0,0,0,12,1,4,
530,11.55,86.02,62.2,1,0,0,0,12,1,4,
531,11.64,85.37,59.4,1,0,0,0,12,1,4,
532,11.45,86.75,58.8,1,0,0,0,12,1,4,
533,11.63,85.43,63.2,1,0,0,0,12,1,4,
534,11.5,86.35,54.8,1,0,0,0,12,1,4,
535,11.55,86.01,62.9,1,0,0,0,12,1,4,
536,11.39,87.17,62.2,1,0,0,0,12,1,4,
537,11.61,85.55,62.2,1,0,0,0,12,1,4,
538,11.5,86.36,57.6,1,0,0,0,12,1,4,
539,11.67,85.12,60.6,1,0,0,0,12,1,4,
540,11.55,85.95,63.2,1,0,0,0,12,1,4,
541,11.43,86.89,60.0,1,0,0,0,12,1,4,
542,11.57,85.85,57.6,1,0,0,0,12,1,4,
543,11.55,85.99,60.6,1,0,0,0,12,1,4,
544,11.58,85.78,63.2,1,0,0,0,12,1,4,
545,9.54,104.29,73.8,1,0,0,0,12,1,4,
546,11.32,87.74,57.6,1,0,0,0,12,1,4,
547,11.65,85.29,61.1,1,0,0,0,12,1,4,
548,11.47,86.57,60.0,1,0,0,0,13,1,4,
549,11.69,84.97,61.8,1,0,0,0,13,1,4,
550,11.6,85.59,61.1,1,0,0,0,13,1,4,
551,11.68,85.08,58.8,1,0,0,0,13,1,4,
552,11.62,85.45,61.1,1,0,0,0,13,1,4,
553,11.66,85.21,58.1,1,0,0,0,13,1,4,
554,11.75,84.49,63.2,1,0,0,0,13,1,4,
555,11.71,84.82,54.8,1,0,0,0,13,1,4,
556,11.63,85.37,60.0,1,0,0,0,13,1,4,
557,11.66,85.19,58.8,1,0,0,0,13,1,4,
558,11.53,86.15,63.9,1,0,0,0,13,1,4,
559,11.6,85.66,60.0,1,0,0,0,13,1,4,
560,11.71,84.81,60.0,1,0,0,0,13,1,4,
561,11.63,85.41,58.8,1,0,0,0,13,1,4,
562,11.72,84.73,62.2,1,0,0,0,13,1,4,
563,11.6,85.62,58.1,1,0,0,0,13,1,4,
564,11.62,85.43,61.1,1,0,0,0,13,1,4,
565,11.63,85.44,58.8,1,0,0,0,13,1,4,
566,11.63,85.39,57.6,1,0,0,0,13,1,4,
567,11.54,86.07,61.1,1,0,0,0,13,1,4,
568,11.64,85.29,57.6,1,0,0,0,13,1,4,
569,11.61,85.54,63.2,1,0,0,0,13,1,4,
570,10.85,91.56,66.7,1,0,0,0,13,1,4,
571,11.54,86.06,56.2,1,0,0,0,13,1,4,
572,11.68,84.99,57.6,1,0,0,0,13,1,4,
573,11.65,85.26,63.2,1,0,0,0,13,1,4,
574,11.66,85.15,61.8,1,0,0,0,13,1,4,
575,11.6,85.62,63.2,1,0,0,0,13,1,4,
576,11.65,85.23,57.6,1,0,0,0,13,1,4,
577,11.76,84.49,61.1,1,1,1,1,13,1,4,Person very close ahead
578,8.0,124.22,71.1,1,0,0,0,13,1,4,
579,11.38,87.25,62.2,1,0,0,0,13,1,4,
580,11.45,86.72,60.0,1,0,0,0,13,1,4,
581,11.46,86.73,60.6,1,0,0,0,13,1,4,
582,11.4,87.1,56.3,1,0,0,0,13,1,4,
583,11.58,85.76,57.6,1,0,0,0,13,1,4,
584,11.56,85.93,60.0,1,0,0,0,13,1,4,
585,11.45,86.8,62.2,1,0,0,0,13,1,4,
586,11.5,86.33,56.2,1,0,0,0,13,1,4,
587,11.46,86.65,58.8,1,0,0,0,13,1,4,
588,11.59,85.69,58.8,1,0,0,0,13,1,4,
589,11.55,85.98,62.2,1,0,0,0,13,1,4,
590,11.47,86.57,62.2,1,0,0,0,13,1,4,
591,11.69,84.96,58.1,1,0,0,0,13,1,4,
592,11.52,86.22,63.2,1,0,0,0,13,1,4,
593,11.28,88.07,57.1,1,0,0,0,13,1,4,
594,11.46,86.64,65.8,1,0,0,0,13,1,4,
595,11.54,86.11,58.8,1,0,0,0,13,1,4,
596,11.63,85.42,58.8,1,0,0,0,13,1,4,
597,11.5,86.4,58.8,1,0,0,0,13,1,4,
598,11.53,86.11,63.2,1,0,0,0,13,1,4,
599,11.5,86.34,53.3,1,0,0,0,13,1,4,
600,11.49,86.45,58.8,1,0,0,0,13,1,4,
601,11.55,86.0,61.1,1,0,0,0,13,1,4,
602,11.24,88.39,64.9,1,0,0,0,13,1,4,
603,9.3,106.83,69.8,1,0,0,0,13,1,4,
604,11.56,85.93,60.0,1,0,0,0,13,1,4,
605,11.57,85.89,60.0,1,0,0,0,14,1,4,
606,11.63,85.37,54.8,1,0,0,0,14,1,4,
607,11.66,85.18,61.8,1,0,0,0,14,1,4,
608,11.76,84.46,54.8,1,0,0,0,14,1,4,
609,11.65,85.27,62.2,1,0,0,0,14,1,4,
610,11.73,84.63,57.6,1,0,0,0,14,1,4,
611,11.55,86.05,60.0,1,0,0,0,14,1,4,
612,11.67,85.07,53.3,1,0,0,0,14,1,4,
613,11.71,84.81,61.1,1,0,0,0,14,1,4,
614,11.62,85.41,57.6,1,0,0,0,14,1,4,
615,11.7,84.93,62.2,1,0,0,0,14,1,4,
616,11.39,87.19,58.8,1,0,0,0,14,1,4,
617,11.72,84.75,60.6,1,0,0,0,14,1,4,
618,11.65,85.21,60.0,1,0,0,0,14,1,4,
619,11.72,84.72,58.8,1,0,0,0,14,1,4,
620,11.56,85.92,60.0,1,0,0,0,14,1,4,
621,11.67,85.12,58.8,1,0,0,0,14,1,4,
622,11.6,85.63,64.1,1,0,0,0,14,1,4,
623,11.72,84.76,57.6,1,0,0,0,14,1,4,
624,11.62,85.45,58.8,1,0,0,0,14,1,4,
625,11.69,84.98,57.6,1,0,0,0,14,1,4,
626,11.64,85.28,63.2,1,0,0,0,14,1,4,
627,10.59,93.87,66.7,1,0,0,0,14,1,4,
628,11.48,86.48,58.8,1,0,0,0,14,1,4,
629,11.71,84.82,63.2,1,0,0,0,14,1,4,
630,11.72,84.71,58.8,1,0,0,0,14,1,4,
631,11.59,85.72,58.8,1,0,0,0,14,1,4,
632,11.75,84.49,61.8,1,0,0,0,14,1,4,
633,11.63,85.44,58.8,1,0,0,0,14,1,4,
634,11.74,84.59,58.8,1,1,1,1,14,1,4,Person very close ahead
635,8.26,120.34,73.9,1,0,0,0,14,1,4,
636,11.58,85.78,61.1,1,0,0,0,14,1,4,
637,11.48,86.53,62.2,1,0,0,0,14,1,4,
638,11.33,87.69,61.8,1,0,0,0,14,1,4,
639,11.59,85.73,57.6,1,0,0,0,14,1,4,
640,11.42,86.97,58.8,1,0,0,0,14,1,4,
641,11.5,86.39,58.8,1,0,0,0,14,1,4,
642,11.56,85.93,62.2,1,0,0,0,14,1,4,
643,11.6,85.64,58.8,1,0,0,0,14,1,4,
644,11.55,85.96,58.8,1,0,0,0,14,1,4,
645,11.54,86.1,61.1,1,0,0,0,14,1,4,
646,11.48,86.54,60.0,1,0,0,0,14,1,4,
647,11.39,87.19,61.1,1,0,0,0,14,1,4,
648,11.58,85.73,58.8,1,0,0,0,14,1,4,
649,11.63,85.36,60.6,1,0,0,0,14,1,4,
650,11.12,89.36,57.1,1,0,0,0,14,1,4,
651,11.56,85.9,61.8,1,0,0,0,14,1,4,
652,11.4,87.12,55.9,1,0,0,0,14,1,4,
653,11.54,86.11,63.9,1,0,0,0,14,1,4,
654,11.48,86.51,60.5,1,0,0,0,14,1,4,
655,11.51,86.28,57.6,1,0,0,0,14,1,4,
656,11.57,85.79,63.9,1,0,0,0,14,1,4,
657,11.48,86.51,63.2,1,0,0,0,14,1,4,
658,11.48,86.54,63.2,1,0,0,0,14,1,4,
659,11.59,85.73,58.8,1,0,0,0,14,1,4,
660,9.74,102.09,74.4,1,0,0,0,14,1,4,
661,11.68,85.06,62.2,1,0,0,0,14,1,4,
