frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,audio_accepted,audio_spoken_total,audio_dropped_total,audio_repeated_blocked_total,final_messages
135,11.7,84.76,57.6,1,0,0,0,2,0,0,
136,10.65,93.15,64.1,1,0,0,0,3,0,0,
137,11.38,86.9,60.0,1,0,0,0,3,0,0,
138,11.76,84.33,59.4,1,0,0,0,3,0,0,
139,11.76,84.34,57.6,1,0,0,0,3,0,0,
140,11.74,84.5,61.1,1,0,0,0,3,0,0,
141,11.77,84.21,57.6,1,0,0,0,3,0,0,
142,11.82,83.92,54.8,1,0,0,0,3,0,0,
143,11.79,84.15,63.9,1,0,0,0,3,0,0,
144,11.59,85.56,57.6,1,0,0,0,3,0,0,
145,11.74,84.48,62.2,1,0,0,0,3,0,0,
146,11.82,83.9,55.2,1,0,0,0,3,0,0,
147,11.73,84.54,57.6,1,0,0,0,3,0,0,
148,11.41,86.94,63.2,1,0,0,0,3,0,0,
149,11.87,83.54,53.3,1,0,0,0,3,0,0,
150,11.72,84.64,63.9,1,0,0,0,3,0,0,
151,11.81,83.98,58.8,1,0,0,0,3,0,0,
152,11.75,84.38,54.8,1,0,0,0,3,0,0,
153,11.84,83.77,58.8,1,0,0,0,3,0,0,
154,11.81,83.97,62.9,1,0,0,0,3,0,0,
155,11.84,83.79,56.3,1,0,0,0,3,0,0,
156,11.57,85.7,58.8,1,0,0,0,3,0,0,
157,11.77,84.29,62.2,1,0,0,0,3,0,0,
158,11.82,83.86,61.8,1,0,0,0,3,0,0,
159,11.82,83.9,54.8,1,0,0,0,3,0,0,
160,11.84,83.76,57.6,1,0,0,0,3,0,0,
161,11.9,83.36,62.2,1,0,0,0,3,0,0,
162,11.77,84.26,62.9,1,0,0,0,3,0,0,
163,11.86,83.65,57.6,1,0,0,0,3,0,0,
164,11.86,83.59,56.3,1,0,0,0,3,0,0,
165,11.9,83.33,58.1,1,0,0,0,3,0,0,
166,11.83,83.84,53.3,1,0,0,0,3,0,0,
167,11.74,84.49,60.0,1,0,0,0,3,0,0,
168,11.74,84.47,59.4,1,0,0,0,3,0,0,
169,11.83,83.8,56.3,1,0,0,0,3,0,0,
170,11.88,83.47,51.7,1,0,0,0,3,0,0,
171,11.78,84.19,60.0,1,0,0,0,3,0,0,
172,11.86,83.56,62.9,1,0,0,0,3,0,0,
173,11.82,83.93,60.0,1,0,0,0,3,0,0,
174,11.87,83.5,56.3,1,0,0,0,3,0,0,
175,11.82,83.95,58.1,1,0,0,0,3,0,0,
176,11.86,83.59,58.8,1,0,0,0,3,0,0,
177,11.83,83.83,60.0,1,1,1,1,3,0,0,Person very close ahead
178,11.84,83.74,61.8,1,0,0,0,3,0,0,
179,11.69,84.82,57.6,1,0,0,0,3,0,0,
180,11.9,83.34,57.6,1,0,0,0,3,0,0,
181,11.9,83.33,56.7,1,0,0,0,3,0,0,
182,11.88,83.46,61.1,1,0,0,0,3,0,0,
183,11.91,83.27,60.0,1,0,0,0,3,0,0,
184,11.89,83.39,62.9,1,0,0,0,3,0,0,
185,11.8,84.04,61.1,1,0,0,0,3,0,0,
186,11.84,83.71,57.6,1,0,0,0,3,0,0,
187,11.83,83.83,58.1,1,0,0,0,3,0,0,
188,11.85,83.66,56.3,1,0,0,0,3,0,0,
189,11.79,84.11,60.0,1,0,0,0,3,0,0,
190,11.76,84.34,60.0,1,0,0,0,3,0,0,
191,11.75,84.35,56.7,1,0,0,0,3,0,0,
192,11.69,84.85,57.6,1,0,0,0,3,0,0,
193,11.88,83.46,58.8,1,0,0,0,3,0,0,
194,11.82,83.81,59.4,1,0,0,0,3,0,0,
195,11.12,89.23,63.9,1,0,0,0,4,0,0,
196,11.83,83.81,62.2,1,0,0,0,4,0,0,
197,11.8,84.01,59.4,1,0,0,0,4,0,0,
198,11.82,83.84,54.8,1,0,0,0,4,0,0,
199,11.89,83.42,57.6,1,0,0,0,4,0,0,
200,11.77,84.28,56.7,1,0,0,0,4,0,0,
201,11.77,84.24,62.2,1,0,0,0,4,0,0,
202,11.86,83.6,57.6,1,0,0,0,4,0,0,
203,11.65,85.13,56.3,1,0,0,0,4,0,0,
204,11.87,83.54,61.8,1,0,0,0,4,0,0,
205,11.83,83.84,63.2,1,0,0,0,4,0,0,
206,11.83,83.81,58.8,1,0,0,0,4,0,0,
207,11.59,85.63,59.4,1,0,0,0,4,0,0,
208,11.78,84.14,58.8,1,0,0,0,4,0,0,
209,11.89,83.41,59.4,1,0,0,0,4,0,0,
210,11.82,83.87,56.3,1,0,0,0,4,0,0,
211,11.85,83.7,51.7,1,0,0,0,4,0,0,
212,11.86,83.59,60.0,1,0,0,0,4,0,0,
213,11.8,84.05,63.9,1,0,0,0,4,0,0,
214,11.69,84.85,58.8,1,0,0,0,4,0,0,
215,11.55,85.9,60.0,1,0,0,0,4,0,0,
216,11.8,84.05,57.6,1,0,0,0,4,0,0,
217,11.84,83.75,58.8,1,0,0,0,4,0,0,
218,11.71,84.68,61.8,1,0,0,0,4,0,0,
219,11.61,85.41,61.1,1,0,0,0,4,0,0,
220,11.91,83.28,54.8,1,0,0,0,4,0,0,
221,11.8,84.04,61.1,1,0,0,0,4,0,0,
222,11.85,83.66,64.9,1,0,0,0,4,0,0,
223,11.86,83.64,58.8,1,0,0,0,4,0,0,
224,11.85,83.69,57.6,1,0,0,0,4,0,0,
225,11.8,84.02,60.6,1,0,0,0,4,0,0,
226,11.6,85.47,57.6,1,0,0,0,4,0,0,
227,11.86,83.61,57.6,1,0,0,0,4,0,0,
228,11.81,83.95,56.3,1,0,0,0,4,0,0,
229,11.85,83.7,60.6,1,0,0,0,4,0,0,
230,11.72,84.58,60.0,1,0,0,0,4,0,0,
231,11.77,84.25,58.8,1,0,0,0,4,0,0,
232,11.81,84.0,56.3,1,0,0,0,4,0,0,
233,11.74,84.47,61.8,1,0,0,0,4,0,0,
234,11.82,83.92,60.0,1,0,0,0,4,0,0,
235,11.79,84.1,56.3,1,0,0,0,4,0,0,
236,11.81,83.94,57.6,1,1,1,1,4,0,0,Person very close ahead
237,11.8,84.09,62.9,1,0,0,0,4,0,0,
238,11.56,85.81,61.1,1,0,0,0,4,0,0,
239,11.81,84.01,58.8,1,0,0,0,4,0,0,
240,11.84,83.71,62.2,1,0,0,0,4,0,0,
241,11.76,84.25,59.4,1,0,0,0,4,0,0,
242,11.78,84.21,58.8,1,0,0,0,4,0,0,
243,11.83,83.83,58.8,1,0,0,0,4,0,0,
244,11.79,84.12,63.9,1,0,0,0,4,0,0,
245,11.72,84.63,57.6,1,0,0,0,4,0,0,
246,11.83,83.82,53.3,1,0,0,0,4,0,0,
247,11.73,84.59,60.0,1,0,0,0,4,0,0,
248,11.83,83.8,60.0,1,0,0,0,4,0,0,
249,11.75,84.39,62.9,1,0,0,0,4,0,0,
250,11.63,85.27,58.8,1,0,0,0,4,0,0,
251,11.74,84.47,58.8,1,0,0,0,4,0,0,
252,11.82,83.87,57.6,1,0,0,0,4,0,0,
253,11.72,84.61,61.1,1,0,0,0,4,0,0,
254,11.13,89.16,63.6,1,0,0,0,5,0,0,
255,11.95,82.99,58.8,1,0,0,0,5,0,0,
256,11.88,83.46,55.2,1,0,0,0,5,0,0,
257,11.73,84.58,60.0,1,0,0,0,5,0,0,
258,11.96,82.9,58.8,1,0,0,0,5,0,0,
259,11.74,84.46,61.8,1,0,0,0,5,0,0,
260,11.82,83.85,57.6,1,0,0,0,5,0,0,
261,11.51,86.15,60.0,1,0,0,0,5,0,0,
262,11.74,84.43,53.3,1,0,0,0,5,0,0,
263,11.81,83.99,58.8,1,0,0,0,5,0,0,
264,11.91,83.23,63.9,1,0,0,0,5,0,0,
265,11.67,84.99,62.2,1,0,0,0,5,0,0,
266,11.62,85.37,56.3,1,0,0,0,5,0,0,
267,11.71,84.72,60.6,1,0,0,0,5,0,0,
268,11.84,83.73,57.6,1,0,0,0,5,0,0,
269,11.72,84.67,54.8,1,0,0,0,5,0,0,
270,11.92,83.16,60.0,1,0,0,0,5,0,0,
271,11.74,84.47,64.9,1,0,0,0,5,0,0,
272,11.84,83.76,56.2,1,0,0,0,5,0,0,
273,11.67,84.96,57.6,1,0,0,0,5,0,0,
274,11.86,83.56,60.6,1,0,0,0,5,0,0,
275,11.84,83.73,54.8,1,0,0,0,5,0,0,
276,11.81,83.87,60.0,1,0,0,0,5,0,0,
277,11.72,84.62,60.6,1,0,0,0,5,0,0,
278,11.88,83.48,62.2,1,0,0,0,5,0,0,
279,11.83,83.85,57.6,1,0,0,0,5,0,0,
280,11.8,83.97,56.7,1,0,0,0,5,0,0,
281,11.82,83.93,56.3,1,0,0,0,5,0,0,
282,11.79,84.14,58.8,1,0,0,0,5,0,0,
283,11.85,83.66,62.9,1,0,0,0,5,0,0,
284,11.89,83.41,57.6,1,0,0,0,5,0,0,
285,11.53,85.98,54.8,1,0,0,0,5,0,0,
286,11.8,84.01,63.9,1,0,0,0,5,0,0,
287,11.79,84.09,57.6,1,0,0,0,5,0,0,
288,11.84,83.7,56.3,1,0,0,0,5,0,0,
289,11.68,84.94,61.1,1,0,0,0,5,0,0,
290,11.74,84.45,60.6,1,0,0,0,5,0,0,
291,11.87,83.53,56.3,1,0,0,0,5,0,0,
292,11.82,83.89,54.8,1,0,0,0,5,0,0,
293,11.87,83.57,62.9,1,0,0,0,5,0,0,
294,11.79,84.11,62.2,1,0,0,0,5,0,0,
295,11.78,84.18,58.8,1,1,1,1,5,0,0,Person very close ahead
296,11.79,84.12,60.6,1,0,0,0,5,0,0,
297,11.82,83.91,57.6,1,0,0,0,5,0,0,
298,11.78,84.16,64.9,1,0,0,0,5,0,0,
299,11.82,83.91,57.6,1,0,0,0,5,0,0,
300,11.75,84.4,56.3,1,0,0,0,5,0,0,
301,11.85,83.69,60.6,1,0,0,0,5,0,0,
302,11.82,83.91,62.2,1,0,0,0,5,0,0,
303,11.78,84.24,61.1,1,0,0,0,5,0,0,
304,11.79,84.12,57.6,1,0,0,0,5,0,0,
305,11.82,83.89,59.4,1,0,0,0,5,0,0,
306,11.93,83.15,57.6,1,0,0,0,5,0,0,
307,11.78,84.18,61.1,1,0,0,0,5,0,0,
308,11.78,84.16,59.4,1,0,0,0,5,0,0,
309,11.71,84.64,54.8,1,0,0,0,5,0,0,
310,11.84,83.74,57.6,1,0,0,0,5,0,0,
311,11.78,84.21,62.9,1,0,0,0,5,0,0,
312,11.83,83.79,56.3,1,0,0,0,5,0,0,
313,11.09,89.45,68.4,1,0,0,0,6,0,0,
314,11.8,84.04,59.4,1,0,0,0,6,0,0,
315,11.77,84.28,58.8,1,0,0,0,6,0,0,
316,11.82,83.89,57.6,1,0,0,0,6,0,0,
317,11.79,84.14,61.8,1,0,0,0,6,0,0,
318,11.78,84.13,56.3,1,0,0,0,6,0,0,
319,11.83,83.84,57.6,1,0,0,0,6,0,0,
320,11.65,85.16,59.4,1,0,0,0,6,0,0,
321,11.83,83.86,57.6,1,0,0,0,6,0,0,
322,11.86,83.6,57.6,1,0,0,0,6,0,0,
323,11.79,84.12,58.1,1,0,0,0,6,0,0,
324,11.73,84.55,60.0,1,0,0,0,6,0,0,
325,11.69,84.82,61.8,1,0,0,0,6,0,0,
326,11.84,83.78,54.8,1,0,0,0,6,0,0,
327,11.74,84.45,54.8,1,0,0,0,6,0,0,
328,11.83,83.77,60.6,1,0,0,0,6,0,0,
329,11.84,83.75,58.8,1,0,0,0,6,0,0,
330,11.84,83.77,57.6,1,0,0,0,6,0,0,
331,11.71,84.73,53.3,1,0,0,0,6,0,0,
332,11.48,86.36,60.0,1,0,0,0,6,0,0,
333,11.8,84.05,63.9,1,0,0,0,6,0,0,
334,11.74,84.48,58.8,1,0,0,0,6,0,0,
335,11.86,83.62,54.8,1,0,0,0,6,0,0,
336,11.84,83.75,56.7,1,0,0,0,6,0,0,
337,11.89,83.43,58.8,1,0,0,0,6,0,0,
338,11.78,84.19,60.0,1,0,0,0,6,0,0,
339,11.84,83.82,60.6,1,0,0,0,6,0,0,
340,11.81,83.93,56.3,1,0,0,0,6,0,0,
341,11.87,83.48,60.6,1,0,0,0,6,0,0,
342,11.77,84.28,51.7,1,0,0,0,6,0,0,
343,11.81,84.01,62.2,1,0,0,0,6,0,0,
344,11.48,86.37,57.6,1,0,0,0,6,0,0,
345,11.82,83.91,61.1,1,0,0,0,6,0,0,
346,11.89,83.36,58.1,1,0,0,0,6,0,0,
347,11.79,84.09,56.3,1,0,0,0,6,0,0,
348,11.77,84.22,57.6,1,0,0,0,6,0,0,
349,11.89,83.39,62.9,1,0,0,0,6,0,0,
350,11.74,84.46,62.2,1,0,0,0,6,0,0,
351,11.7,84.74,57.6,1,0,0,0,6,0,0,
352,11.69,84.8,60.6,1,0,0,0,6,0,0,
353,11.82,83.92,57.6,1,0,0,0,6,0,0,
354,11.79,84.06,57.6,1,1,1,1,6,0,0,Person very close ahead
355,11.68,84.97,58.1,1,0,0,0,6,0,0,
356,11.72,84.29,56.3,1,0,0,0,6,0,0,
357,11.92,83.22,56.3,1,0,0,0,6,0,0,
358,11.83,83.79,59.4,1,0,0,0,6,0,0,
359,11.79,84.13,58.8,1,0,0,0,6,0,0,
360,11.76,84.33,63.2,1,0,0,0,6,0,0,
361,11.81,83.92,56.3,1,0,0,0,6,0,0,
362,11.71,84.66,58.1,1,0,0,0,6,0,0,
363,11.8,83.99,61.1,1,0,0,0,6,0,0,
364,11.71,84.67,58.8,1,0,0,0,6,0,0,
365,11.82,83.9,56.7,1,0,0,0,6,0,0,
366,11.84,83.73,57.6,1,0,0,0,6,0,0,
367,11.69,84.88,61.1,1,0,0,0,6,0,0,
368,11.29,87.85,61.8,1,0,0,0,6,0,0,
369,11.8,84.03,54.8,1,0,0,0,6,0,0,
370,11.68,84.86,62.9,1,0,0,0,6,0,0,
371,11.09,89.41,63.9,1,0,0,0,6,0,0,
372,11.73,84.56,64.9,1,0,0,0,7,0,0,
373,11.83,83.83,56.3,1,0,0,0,7,0,0,
374,11.69,84.85,57.6,1,0,0,0,7,0,0,
375,11.81,83.97,62.9,1,0,0,0,7,0,0,
376,11.72,84.58,57.6,1,0,0,0,7,0,0,
377,11.75,84.4,53.3,1,0,0,0,7,0,0,
378,11.72,84.58,62.9,1,0,0,0,7,0,0,
379,11.56,85.82,61.1,1,0,0,0,7,0,0,
380,11.75,84.38,60.0,1,0,0,0,7,0,0,
381,11.85,83.66,57.6,1,0,0,0,7,0,0,
382,11.65,85.06,60.6,1,0,0,0,7,0,0,
383,11.71,84.69,61.1,1,0,0,0,7,0,0,
384,11.78,84.16,59.4,1,0,0,0,7,0,0,
385,11.82,83.92,54.8,1,0,0,0,7,0,0,
386,11.76,84.31,61.1,1,0,0,0,7,0,0,
387,11.77,84.32,59.4,1,0,0,0,7,0,0,
388,11.75,84.37,58.8,1,0,0,0,7,0,0,
389,11.82,83.91,58.8,1,0,0,0,7,0,0,
390,11.72,84.62,61.1,1,0,0,0,7,0,0,
391,11.54,85.94,62.9,1,0,0,0,7,0,0,
392,11.77,84.27,57.6,1,0,0,0,7,0,0,
393,11.81,84.01,54.8,1,0,0,0,7,0,0,
394,11.74,84.47,56.7,1,0,0,0,7,0,0,
395,11.74,84.45,60.0,1,0,0,0,7,0,0,
396,11.82,83.84,56.3,1,0,0,0,7,0,0,
397,11.83,83.86,58.1,1,0,0,0,7,0,0,
398,11.74,84.49,57.6,1,0,0,0,7,0,0,
399,11.8,84.04,58.8,1,0,0,0,7,0,0,
400,11.73,84.5,56.3,1,0,0,0,7,0,0,
401,11.77,84.25,64.9,1,0,0,0,7,0,0,
402,11.58,85.67,62.2,1,0,0,0,7,0,0,
403,11.73,84.59,58.8,1,0,0,0,7,0,0,
404,11.78,84.15,61.1,1,0,0,0,7,0,0,
405,11.84,83.75,58.1,1,0,0,0,7,0,0,
406,11.71,84.69,58.8,1,0,0,0,7,0,0,
407,11.82,83.93,60.0,1,0,0,0,7,0,0,
408,11.75,84.41,59.4,1,0,0,0,7,0,0,
409,11.79,84.13,57.6,1,0,0,0,7,0,0,
410,11.82,83.89,60.0,1,0,0,0,7,0,0,
411,11.76,84.35,63.9,2,1,0,0,7,0,0,
412,11.76,84.28,56.3,2,0,0,0,7,0,0,
413,11.76,84.31,54.8,2,1,1,1,7,0,0,Person very close ahead
414,11.56,85.84,63.2,2,0,0,0,7,0,0,
415,11.84,83.73,58.1,1,0,0,0,7,0,0,
416,11.77,84.26,61.1,2,0,0,0,7,0,0,
417,11.87,83.51,61.1,1,0,0,0,7,0,0,
418,11.76,84.34,57.6,1,0,0,0,7,0,0,
419,11.76,84.32,57.6,2,0,0,0,7,0,0,
420,11.76,84.29,61.8,2,0,0,0,7,0,0,
421,11.75,84.39,56.3,1,0,0,0,7,0,0,
422,11.8,84.05,57.6,3,1,0,0,7,0,0,
423,11.74,84.48,58.8,1,0,0,0,7,0,0,
424,11.83,83.81,62.9,1,0,0,0,7,0,0,
425,11.7,84.78,57.6,1,0,0,0,7,0,0,
426,11.71,84.65,57.6,1,0,0,0,7,0,0,
427,11.76,84.35,62.9,1,0,0,0,7,0,0,
428,11.81,83.94,58.8,1,0,0,0,7,0,0,
429,11.71,84.72,54.8,1,0,0,0,7,0,0,
430,11.21,88.46,65.7,1,0,0,0,7,0,0,
431,11.72,84.62,56.3,3,2,1,1,8,0,0,Person on your right
432,11.68,84.88,61.8,3,0,0,0,8,0,0,
433,11.69,84.83,57.6,2,0,0,0,8,0,0,
434,11.98,82.74,56.3,1,0,0,0,8,0,0,
435,11.8,83.99,58.1,1,0,0,0,8,0,0,
436,11.68,84.9,62.2,1,0,0,0,8,0,0,
437,11.44,86.72,60.6,1,0,0,0,8,0,0,
438,11.55,85.83,57.6,1,0,0,0,8,0,0,
439,11.54,85.91,62.2,1,0,0,0,8,0,0,
440,11.72,84.58,60.0,1,0,0,0,8,0,0,
441,11.58,85.65,63.2,1,0,0,0,8,0,0,
442,11.71,84.62,62.9,1,0,0,0,8,0,0,
443,11.71,84.74,57.6,1,0,0,0,8,0,0,
444,11.78,84.2,59.4,1,0,0,0,8,0,0,
445,11.84,83.71,60.0,1,0,0,0,8,0,0,
446,11.76,84.32,62.2,1,0,0,0,8,0,0,
447,11.75,84.39,59.4,1,0,0,0,8,0,0,
448,11.79,84.09,56.3,1,0,0,0,8,0,0,
449,11.47,86.47,62.2,1,0,0,0,9,0,0,
450,11.83,83.79,56.3,1,0,0,0,9,0,0,
451,11.7,84.75,63.9,1,0,0,0,9,0,0,
452,11.81,83.95,57.6,1,0,0,0,9,0,0,
453,11.67,84.99,53.3,1,0,0,0,9,0,0,
454,11.83,83.83,62.9,1,0,0,0,9,0,0,
455,11.73,84.54,58.8,1,0,0,0,9,0,0,
456,11.82,83.88,53.3,1,0,0,0,9,0,0,
457,11.83,83.83,60.0,1,0,0,0,9,0,0,
458,11.78,84.13,63.9,1,0,0,0,9,0,0,
459,11.77,84.29,57.6,1,0,0,0,9,0,0,
460,11.98,82.71,58.1,1,0,0,0,9,0,0,
461,11.57,85.77,57.6,1,0,0,0,9,0,0,
462,11.83,83.8,58.8,1,0,0,0,9,0,0,
463,11.73,84.49,58.8,1,0,0,0,9,0,0,
464,11.85,83.69,59.4,1,0,0,0,9,0,0,
465,11.79,84.09,61.1,1,0,0,0,9,0,0,
466,11.84,83.75,58.8,1,0,0,0,9,0,0,
467,11.75,84.34,60.6,1,0,0,0,9,0,0,
468,11.75,84.42,58.8,1,0,0,0,9,0,0,
469,11.8,84.05,63.2,1,0,0,0,9,0,0,
470,11.74,84.43,56.7,1,0,0,0,9,0,0,
471,11.83,83.86,56.3,1,0,0,0,9,0,0,
472,11.6,85.49,58.8,1,1,1,1,9,0,0,Person very close ahead
473,11.65,85.14,57.6,1,0,0,0,9,0,0,
